# 2017-02-25 17:40:17.479122
# CT_x9
#  path: ../data_final/CT_x9/
#  thresholds: -444.68, 332.0
#  DC-average: 0.9737 (radius = 4)
#  DC-average (opti): 0.9737 (bestRadius: 3.98)
# MR_x9
#  path: ../data_final/MR_x9/
#  thresholds: 690.36, 2078.0
#  DC-average: 0.8779 (radius = 2)
#  DC-average (opti): 0.9016 (bestRadius: 2.1)
#  DC-average (CT-COM): 0.7542
#  DC-average (CT-COM, opti): 0.7656
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  DC_CT  DC_CT_opti  DC_MR  DC_MR_opti  DC_MR_CT-COM  DC_MR_opti_CT-COM  warpDC  warpDC_opti
205     0.0739     -0.6965     0.7004     0.9599     0.9599     0.8931     0.8993     0.7023     0.7203     0.0749     0.0705
206     0.0741     -0.6929     0.6969     0.9599     0.9599     0.8931     0.8993     0.7023     0.7203     0.0745     0.0702
207     0.0684     -0.6949     0.6982     0.9599     0.9599     0.8966     0.9025     0.705     0.7228     0.0722     0.0681
208     0.0724     -0.6939     0.6977     0.9588     0.9588     0.8966     0.9025     0.705     0.7228     0.0722     0.068
209     0.0722     -0.6868     0.6906     0.96     0.96     0.8966     0.9025     0.705     0.7228     0.0714     0.0673
210     0.0755     -0.682     0.6862     0.959     0.959     0.8966     0.9025     0.705     0.7228     0.071     0.0669
211     0.0719     -0.6836     0.6874     0.961     0.961     0.8966     0.9025     0.705     0.7228     0.0711     0.067
212     0.0743     -0.6952     0.6992     0.959     0.959     0.9     0.9058     0.7077     0.7254     0.0699     0.0659
213     0.0746     -0.6893     0.6934     0.961     0.961     0.8966     0.9097     0.7126     0.7298     0.0717     0.0626
214     0.0667     -0.6845     0.6878     0.9589     0.9589     0.9008     0.9137     0.7176     0.7343     0.0683     0.0594
215     0.0738     -0.677     0.681     0.96     0.96     0.9008     0.9137     0.7176     0.7343     0.0676     0.0588
216     0.0688     -0.6644     0.668     0.9578     0.9578     0.9008     0.9137     0.7176     0.7343     0.0663     0.0577
217     0.0738     -0.668     0.672     0.96     0.96     0.9008     0.9137     0.7176     0.7343     0.0667     0.058
218     0.0784     -0.6637     0.6684     0.9588     0.9588     0.9077     0.9203     0.7231     0.7394     0.0617     0.0533
219     0.0735     -0.6522     0.6563     0.96     0.96     0.9042     0.9242     0.728     0.7439     0.0629     0.0498
220     0.084     -0.6694     0.6746     0.9611     0.9611     0.9112     0.9236     0.7259     0.742     0.0599     0.0515
221     0.0854     -0.6786     0.684     0.963     0.963     0.9112     0.9236     0.7259     0.742     0.0607     0.0522
222     0.095     -0.6715     0.6782     0.9578     0.9578     0.9112     0.9236     0.7259     0.742     0.0602     0.0518
223     0.1044     -0.6748     0.6828     0.9599     0.9599     0.9112     0.9236     0.7259     0.742     0.0606     0.0521
224     0.0996     -0.6879     0.695     0.9609     0.9609     0.9141     0.9118     0.7188     0.7357     0.0597     0.0613
225     0.0937     -0.6948     0.7011     0.9631     0.9631     0.9055     0.9037     0.7244     0.7266     0.0662     0.0675
226     0.0937     -0.6784     0.6848     0.9589     0.9589     0.9091     0.9071     0.7273     0.7292     0.0623     0.0636
227     0.0943     -0.6762     0.6827     0.962     0.962     0.9105     0.9158     0.7315     0.7402     0.0611     0.0575
228     0.08     -0.6618     0.6666     0.9578     0.9578     0.9147     0.9197     0.7287     0.7447     0.0568     0.0535
229     0.0774     -0.6475     0.6521     0.9598     0.9598     0.9112     0.9236     0.7259     0.742     0.0579     0.0498
230     0.0765     -0.638     0.6425     0.9579     0.9579     0.9077     0.9275     0.7308     0.7465     0.0593     0.0466
231     0.0823     -0.6542     0.6594     0.9609     0.9609     0.9084     0.9353     0.7328     0.7552     0.0604     0.0427
232     0.0902     -0.6254     0.6318     0.9621     0.9621     0.9049     0.9391     0.7376     0.7596     0.0601     0.0385
233     0.0872     -0.6178     0.6239     0.9599     0.9599     0.9084     0.9424     0.7405     0.7622     0.0572     0.0359
234     0.0913     -0.6122     0.619     0.9621     0.9621     0.9049     0.9391     0.7452     0.7666     0.0588     0.0377
235     0.085     -0.6065     0.6124     0.9588     0.9588     0.8981     0.9466     0.7547     0.7751     0.0624     0.0327
236     0.0921     -0.57     0.5773     0.9579     0.9579     0.8981     0.9466     0.7547     0.7751     0.0588     0.0308
237     0.0936     -0.5485     0.5564     0.962     0.962     0.9057     0.9537     0.7623     0.782     0.0525     0.0257
238     0.0936     -0.5387     0.5468     0.9599     0.9599     0.9057     0.9537     0.7623     0.782     0.0516     0.0253
239     0.1082     -0.5479     0.5585     0.9631     0.9631     0.9091     0.9571     0.7652     0.7847     0.0508     0.0239
240     0.1116     -0.5284     0.5401     0.962     0.962     0.9091     0.95     0.7727     0.7917     0.0491     0.027
241     0.1141     -0.4998     0.5126     0.9632     0.9632     0.9125     0.9534     0.7757     0.7944     0.0448     0.0239
242     0.1227     -0.47     0.4857     0.9652     0.9652     0.9119     0.9531     0.7739     0.793     0.0428     0.0228
243     0.1133     -0.4476     0.4618     0.9642     0.9642     0.8769     0.8841     0.7769     0.7958     0.0568     0.0535
244     0.1031     -0.4241     0.4364     0.9631     0.9631     0.8872     0.8864     0.7938     0.7972     0.0492     0.0496
245     0.0994     -0.3936     0.406     0.9641     0.9641     0.8984     0.8971     0.8047     0.8071     0.0412     0.0418
246     0.1084     -0.3533     0.3696     0.9642     0.9642     0.9062     0.9044     0.8125     0.8143     0.0346     0.0353
247     0.1092     -0.3408     0.3578     0.9631     0.9631     0.9062     0.9044     0.8125     0.8143     0.0335     0.0342
248     0.112     -0.3322     0.3506     0.9598     0.9598     0.9035     0.9236     0.8185     0.8339     0.0338     0.0268
249     0.1108     -0.338     0.3557     0.9588     0.9588     0.9077     0.9275     0.8231     0.838     0.0328     0.0258
250     0.1095     -0.3261     0.3439     0.961     0.961     0.9119     0.9314     0.8276     0.8421     0.0303     0.0236
251     0.1092     -0.3347     0.3521     0.9621     0.9621     0.9015     0.9429     0.8409     0.8542     0.0347     0.0201
252     0.1074     -0.3286     0.3458     0.9642     0.9642     0.8981     0.9466     0.8453     0.8581     0.0352     0.0185
253     0.0915     -0.3397     0.3518     0.9653     0.9653     0.9015     0.9429     0.8409     0.8542     0.0346     0.0201
254     0.103     -0.3444     0.3595     0.9642     0.9642     0.9049     0.9247     0.8213     0.8362     0.0342     0.0271
255     0.0966     -0.3739     0.3862     0.963     0.963     0.9015     0.9214     0.8182     0.8333     0.038     0.0303
256     0.097     -0.3856     0.3976     0.9621     0.9621     0.8966     0.9025     0.7969     0.814     0.0411     0.0388
257     0.1092     -0.3972     0.4119     0.9631     0.9631     0.8966     0.9025     0.7969     0.814     0.0426     0.0401
258     0.1178     -0.4338     0.4495     0.9641     0.9641     0.8846     0.8913     0.7846     0.8028     0.0519     0.0489
259     0.118     -0.4626     0.4774     0.9652     0.9652     0.8837     0.8832     0.7829     0.7943     0.0555     0.0558
260     0.1231     -0.4647     0.4807     0.9642     0.9642     0.9154     0.9493     0.7769     0.7958     0.0407     0.0244
261     0.1278     -0.4571     0.4746     0.9643     0.9643     0.9154     0.9493     0.7769     0.7958     0.0402     0.0241
262     0.1267     -0.4837     0.5     0.9664     0.9664     0.9084     0.9424     0.7786     0.7972     0.0458     0.0288
263     0.1271     -0.4928     0.5089     0.9653     0.9653     0.9049     0.9391     0.7757     0.7944     0.0484     0.031
264     0.1376     -0.4944     0.5131     0.9642     0.9642     0.9091     0.9429     0.7803     0.7986     0.0466     0.0293
265     0.1294     -0.485     0.5019     0.9642     0.9642     0.9057     0.9395     0.7849     0.8028     0.0474     0.0304
266     0.1223     -0.5142     0.5285     0.9652     0.9652     0.9023     0.9433     0.782     0.8     0.0517     0.03
267     0.1251     -0.5286     0.5432     0.9673     0.9673     0.9091     0.9429     0.7803     0.7986     0.0494     0.031
268     0.1189     -0.5306     0.5438     0.9662     0.9662     0.9084     0.9424     0.771     0.7902     0.0498     0.0313
269     0.1278     -0.5267     0.542     0.9641     0.9641     0.9084     0.9424     0.771     0.7902     0.0496     0.0312
270     0.116     -0.5508     0.5629     0.9673     0.9673     0.9084     0.9424     0.771     0.7902     0.0516     0.0324
271     0.1113     -0.567     0.5778     0.9684     0.9684     0.9119     0.9386     0.7663     0.786     0.0509     0.0355
272     0.1143     -0.5423     0.5542     0.9673     0.9673     0.9154     0.9348     0.7615     0.7817     0.0469     0.0361
273     0.1213     -0.5574     0.5705     0.9662     0.9662     0.9027     0.9231     0.7704     0.7687     0.0555     0.0439
274     0.1049     -0.5732     0.5827     0.9662     0.9662     0.8984     0.9191     0.7734     0.7643     0.0592     0.0471
275     0.1046     -0.5817     0.591     0.9673     0.9673     0.9055     0.9259     0.7717     0.7626     0.0558     0.0438
276     0.1141     -0.6101     0.6207     0.9652     0.9652     0.9127     0.9254     0.7698     0.7609     0.0542     0.0463
277     0.1093     -0.6163     0.6259     0.9662     0.9662     0.92     0.9173     0.76     0.7518     0.0501     0.0518
278     0.1234     -0.6261     0.6382     0.9663     0.9663     0.9157     0.9132     0.755     0.7473     0.0538     0.0554
279     0.1262     -0.6411     0.6534     0.9642     0.9642     0.915     0.9125     0.753     0.7454     0.0556     0.0571
280     0.1194     -0.6096     0.6212     0.9653     0.9653     0.92     0.9173     0.76     0.7518     0.0497     0.0514
281     0.1173     -0.5951     0.6065     0.9737     0.9737     0.9055     0.9185     0.7795     0.7698     0.0573     0.0494
282     0.112     -0.5715     0.5823     0.9694     0.9694     0.8984     0.9118     0.7891     0.7786     0.0591     0.0514
283     0.1134     -0.5346     0.5465     0.9694     0.9694     0.8966     0.9242     0.7893     0.793     0.0565     0.0414
284     0.1067     -0.5011     0.5123     0.9694     0.9694     0.8947     0.9291     0.8045     0.8138     0.0539     0.0363
285     0.0876     -0.4905     0.4982     0.9747     0.9747     0.8815     0.9091     0.8074     0.8231     0.0591     0.0453
286     0.0808     -0.4814     0.4881     0.9704     0.9704     0.875     0.9097     0.8088     0.8243     0.061     0.0441
287     0.0917     -0.489     0.4975     0.9694     0.9694     0.8782     0.9059     0.8044     0.8203     0.0606     0.0468
288     0.0964     -0.5106     0.5196     0.9695     0.9695     0.8963     0.9371     0.8     0.8163     0.0539     0.0327
289     0.095     -0.5306     0.5391     0.9715     0.9715     0.8963     0.9371     0.7926     0.8095     0.0559     0.0339
290     0.0932     -0.5289     0.537     0.9695     0.9695     0.8963     0.9371     0.7926     0.8095     0.0557     0.0338
291     0.0885     -0.5502     0.5573     0.9705     0.9705     0.8996     0.9333     0.7955     0.8123     0.0559     0.0372
292     0.0914     -0.5684     0.5757     0.9715     0.9715     0.9098     0.9362     0.782     0.8     0.0519     0.0367
293     0.1025     -0.5777     0.5867     0.9715     0.9715     0.8992     0.9197     0.7752     0.773     0.0591     0.0471
294     0.0961     -0.5888     0.5965     0.9705     0.9705     0.9091     0.9219     0.7747     0.7653     0.0542     0.0466
295     0.1016     -0.6079     0.6163     0.9716     0.9716     0.8699     0.8855     0.7642     0.7556     0.0802     0.0706
296     0.1156     -0.5966     0.6077     0.9737     0.9737     0.8833     0.8984     0.7667     0.7576     0.0709     0.0617
297     0.1249     -0.6241     0.6364     0.9737     0.9737     0.8681     0.8765     0.7574     0.7413     0.084     0.0786
298     0.1341     -0.6623     0.6758     0.9737     0.9737     0.8636     0.8305     0.7182     0.6967     0.0921     0.1145
299     0.152     -0.7008     0.7171     0.9747     0.9747     0.8357     0.8035     0.6948     0.6751     0.1178     0.1409
300     0.1678     -0.7572     0.7755     0.9704     0.9704     0.7941     0.7545     0.6471     0.6316     0.1597     0.1904
301     0.1906     -0.8867     0.907     0.9726     0.9726     0.6989     0.6436     0.5699     0.5429     0.2731     0.3233
302     0.2375     -1.0654     1.0915     0.9758     0.9758     0.6012     0.5503     0.4855     0.467     0.4353     0.4909
303     0.3017     -1.3509     1.3842     0.9747     0.9747     0.3867     0.3494     0.3067     0.2874     0.849     0.9006
304     0.3828     -1.7858     1.8264     0.9779     0.9779     0.1667     0.1486     0.1061     0.1026     1.522     1.5549
305     -1.0     -1.0     -1.0     0.9768     0.9768     -1.0     -1.0     0.0     0.0     -1.0     -1.0
306     -1.0     -1.0     -1.0     0.9727     0.9727     -1.0     -1.0     0.0     0.0     -1.0     -1.0
307     0.3832     -1.983     2.0197     0.9769     0.9769     0.0945     0.0839     0.0315     0.0397     1.8289     1.8502
308     0.3403     -1.9753     2.0044     0.9779     0.9779     0.194     0.1733     0.0896     0.0886     1.6155     1.657
309     0.2894     -1.9658     1.987     0.9748     0.9748     0.2837     0.2548     0.0993     0.1212     1.4233     1.4808
310     0.2259     -1.944     1.9571     0.9769     0.9769     0.3758     0.3394     0.1611     0.185     1.2216     1.2929
311     0.2009     -1.9192     1.9297     0.9768     0.9768     0.4286     0.3882     0.1948     0.2135     1.1027     1.1805
312     0.1799     -1.8917     1.9002     0.979     0.979     0.5153     0.4693     0.2331     0.246     0.921     1.0085
313     0.1696     -1.7821     1.7902     0.9801     0.9801     0.6171     0.5654     0.32     0.3317     0.6854     0.7779
314     0.1594     -1.5167     1.525     0.979     0.979     0.7263     0.6699     0.4421     0.4486     0.4174     0.5034
315     0.1403     -1.2678     1.2755     0.9801     0.9801     0.8137     0.7545     0.549     0.5439     0.2376     0.3131
316     0.1416     -1.0389     1.0485     0.9822     0.9822     0.8611     0.819     0.6296     0.6167     0.1456     0.1898
317     0.1332     -0.849     0.8594     0.9833     0.9833     0.8661     0.85     0.6786     0.6613     0.1151     0.1289
318     0.1213     -0.712     0.7222     0.9811     0.9811     0.8667     0.875     0.75     0.7348     0.0963     0.0903
319     0.1192     -0.595     0.6068     0.979     0.979     0.8618     0.8855     0.7724     0.763     0.0839     0.0695
320     0.1271     -0.539     0.5537     0.9821     0.9821     0.8571     0.8806     0.8095     0.7971     0.0791     0.0661
321     0.1197     -0.5197     0.5333     0.9801     0.9801     0.8458     0.8625     0.8142     0.8014     0.0822     0.0734
322     0.1007     -0.4707     0.4814     0.9822     0.9822     0.8504     0.8667     0.811     0.7986     0.072     0.0642
323     0.0894     -0.449     0.4578     0.9832     0.9832     0.8494     0.8727     0.834     0.8198     0.0689     0.0583
324     0.0878     -0.3874     0.3972     0.9843     0.9843     0.8517     0.8746     0.8441     0.8432     0.0589     0.0498
325     0.0962     -0.3599     0.3725     0.9789     0.9789     0.8464     0.8693     0.8539     0.8591     0.0572     0.0487
326     0.0909     -0.3586     0.3699     0.9779     0.9779     0.8476     0.8702     0.855     0.8669     0.0564     0.048
327     0.0865     -0.3637     0.3739     0.9822     0.9822     0.8476     0.8702     0.855     0.8669     0.057     0.0485
328     0.0886     -0.3596     0.3704     0.9864     0.9864     0.8444     0.8671     0.8593     0.8707     0.0576     0.0492
329     0.0843     -0.3299     0.3405     0.9864     0.9864     0.8413     0.8641     0.8561     0.8746     0.054     0.0463
330     0.079     -0.3291     0.3384     0.9843     0.9843     0.8382     0.8611     0.8603     0.8784     0.0547     0.047
331     0.0774     -0.3268     0.3359     0.9832     0.9832     0.8382     0.8611     0.8603     0.8784     0.0543     0.0466
332     0.0725     -0.3229     0.3309     0.9854     0.9854     0.8382     0.8611     0.8603     0.8784     0.0535     0.046
333     0.0983     -0.3004     0.3161     0.9843     0.9843     0.8382     0.8611     0.8603     0.8784     0.0511     0.0439
334     0.0923     -0.3048     0.3185     0.9843     0.9843     0.8382     0.8611     0.8603     0.8784     0.0515     0.0442
335     0.0909     -0.3176     0.3304     0.9843     0.9843     0.8413     0.8641     0.8635     0.8814     0.0524     0.0449
336     0.1043     -0.3358     0.3517     0.9832     0.9832     0.8433     0.8662     0.8582     0.8699     0.0551     0.0471
337     0.1083     -0.3196     0.3374     0.9854     0.9854     0.8464     0.8693     0.8614     0.8729     0.0518     0.0441
338     0.1024     -0.3144     0.3307     0.9864     0.9864     0.8496     0.8723     0.8647     0.869     0.0497     0.0422
339     0.1024     -0.3205     0.3365     0.9874     0.9874     0.8561     0.8786     0.8712     0.8681     0.0484     0.0409
340     0.0985     -0.3172     0.3321     0.9854     0.9854     0.8528     0.8754     0.8679     0.872     0.0489     0.0414
341     0.0937     -0.2993     0.3136     0.9843     0.9843     0.8571     0.8794     0.8647     0.8759     0.0448     0.0378
342     0.1046     -0.277     0.2961     0.9874     0.9874     0.8539     0.8763     0.8764     0.8866     0.0432     0.0366
343     0.0973     -0.2666     0.2838     0.9811     0.9811     0.855     0.8772     0.8773     0.8942     0.0411     0.0349
344     0.0907     -0.2473     0.2634     0.9843     0.9843     0.855     0.8772     0.8773     0.8942     0.0382     0.0323
345     0.0986     -0.2422     0.2615     0.9843     0.9843     0.855     0.8772     0.8773     0.8942     0.0379     0.0321
346     0.0975     -0.2458     0.2644     0.9853     0.9853     0.8593     0.8811     0.8815     0.898     0.0372     0.0314
347     0.0977     -0.2557     0.2738     0.9874     0.9874     0.855     0.8772     0.8773     0.8942     0.0397     0.0336
348     0.076     -0.2605     0.2714     0.9895     0.9895     0.8582     0.8803     0.8806     0.8904     0.0385     0.0325
349     0.0786     -0.2392     0.2518     0.9843     0.9843     0.8614     0.8834     0.8839     0.8935     0.0349     0.0294
350     0.0798     -0.2396     0.2526     0.9864     0.9864     0.8614     0.8834     0.8839     0.8935     0.035     0.0295
351     0.0842     -0.2634     0.2766     0.9874     0.9874     0.8571     0.8794     0.8872     0.8897     0.0395     0.0333
352     0.0779     -0.2589     0.2704     0.9895     0.9895     0.8604     0.8826     0.8906     0.8927     0.0378     0.0318
353     0.0951     -0.2492     0.2668     0.9864     0.9864     0.8604     0.8826     0.8906     0.8927     0.0372     0.0313
354     0.0983     -0.2629     0.2807     0.9895     0.9895     0.8604     0.8826     0.8906     0.8927     0.0392     0.033
355     0.0922     -0.2661     0.2816     0.9906     0.9906     0.8647     0.8865     0.8872     0.8966     0.0381     0.032
356     0.1059     -0.2467     0.2685     0.9885     0.9885     0.8689     0.8905     0.8914     0.9003     0.0352     0.0294
357     0.1077     -0.2211     0.2459     0.9875     0.9875     0.8689     0.8905     0.8914     0.9003     0.0322     0.0269
358     0.0928     -0.2304     0.2484     0.9874     0.9874     0.8689     0.8905     0.8914     0.9003     0.0326     0.0272
359     0.0895     -0.2412     0.2573     0.9895     0.9895     0.8507     0.8662     0.8881     0.9041     0.0384     0.0344
360     0.0827     -0.2288     0.2433     0.9874     0.9874     0.8539     0.8693     0.8914     0.9072     0.0355     0.0318
361     0.081     -0.2273     0.2413     0.9895     0.9895     0.8539     0.8693     0.8914     0.9072     0.0352     0.0315
362     0.0858     -0.208     0.225     0.9864     0.9864     0.8539     0.8693     0.8914     0.9072     0.0329     0.0294
363     0.0921     -0.209     0.2284     0.9864     0.9864     0.8539     0.8693     0.8914     0.9072     0.0334     0.0299
364     0.0918     -0.2088     0.2281     0.9864     0.9864     0.8539     0.8693     0.8914     0.9072     0.0333     0.0298
365     0.0897     -0.2212     0.2387     0.9842     0.9842     0.8571     0.8723     0.8947     0.9034     0.0341     0.0305
366     0.0865     -0.2281     0.244     0.9864     0.9864     0.8571     0.8723     0.8947     0.9034     0.0349     0.0311
367     0.0842     -0.2453     0.2593     0.9895     0.9895     0.8571     0.8723     0.8947     0.9034     0.037     0.0331
368     0.0758     -0.2337     0.2457     0.9895     0.9895     0.8571     0.8723     0.8947     0.9034     0.0351     0.0314
369     0.066     -0.222     0.2316     0.9885     0.9885     0.8604     0.8754     0.8906     0.8997     0.0323     0.0288
370     0.0756     -0.2437     0.2551     0.9821     0.9821     0.8755     0.8968     0.8906     0.8997     0.0318     0.0263
371     0.0795     -0.2363     0.2493     0.9821     0.9821     0.8821     0.9032     0.8897     0.899     0.0294     0.0241
372     0.0826     -0.2545     0.2676     0.9853     0.9853     0.8821     0.9032     0.8897     0.899     0.0315     0.0259
373     0.0825     -0.248     0.2614     0.9874     0.9874     0.8812     0.9025     0.8966     0.9053     0.031     0.0255
374     0.0805     -0.2531     0.2656     0.9916     0.9916     0.8659     0.8736     0.8966     0.9053     0.0356     0.0336
375     0.0899     -0.2484     0.2642     0.9906     0.9906     0.8659     0.8736     0.8966     0.9053     0.0354     0.0334
376     0.0836     -0.2239     0.239     0.9895     0.9895     0.8736     0.8809     0.9042     0.9123     0.0302     0.0285
377     0.0758     -0.2295     0.2416     0.9906     0.9906     0.8736     0.8809     0.9042     0.9123     0.0306     0.0288
378     0.0791     -0.2057     0.2204     0.9916     0.9916     0.8736     0.8809     0.9042     0.9123     0.0279     0.0263
379     0.0867     -0.1932     0.2118     0.9927     0.9927     0.8736     0.8809     0.9042     0.9123     0.0268     0.0252
380     0.0785     -0.2062     0.2206     0.9885     0.9885     0.8736     0.8809     0.9042     0.9123     0.0279     0.0263
381     0.0811     -0.2176     0.2322     0.9895     0.9895     0.8692     0.8768     0.9     0.9085     0.0304     0.0286
382     0.0891     -0.205     0.2235     0.9864     0.9864     0.8692     0.8768     0.9     0.9085     0.0292     0.0275
383     0.0829     -0.2233     0.2381     0.9895     0.9895     0.8649     0.8727     0.9035     0.9046     0.0322     0.0303
384     0.0855     -0.241     0.2557     0.9906     0.9906     0.8638     0.8645     0.8949     0.8968     0.0348     0.0347
385     0.0891     -0.2669     0.2814     0.9916     0.9916     0.8594     0.8603     0.8906     0.8929     0.0396     0.0393
386     0.0869     -0.248     0.2628     0.9906     0.9906     0.8627     0.8635     0.8941     0.8961     0.0361     0.0359
387     0.0797     -0.2685     0.2801     0.9895     0.9895     0.8617     0.8625     0.9012     0.8953     0.0387     0.0385
388     0.0945     -0.2358     0.2541     0.9895     0.9895     0.8651     0.8582     0.8968     0.8913     0.0343     0.036
389     0.1005     -0.2694     0.2875     0.9895     0.9895     0.864     0.8571     0.888     0.8832     0.0391     0.0411
390     0.0893     -0.2557     0.2708     0.9895     0.9895     0.864     0.8571     0.888     0.8832     0.0368     0.0387
391     0.1052     -0.2522     0.2732     0.9895     0.9895     0.864     0.8571     0.888     0.8832     0.0372     0.039
392     0.0975     -0.258     0.2758     0.9927     0.9927     0.8675     0.8604     0.8916     0.8791     0.0365     0.0385
393     0.098     -0.2539     0.2721     0.9937     0.9937     0.8675     0.8604     0.8916     0.8791     0.0361     0.038
394     0.1043     -0.2609     0.281     0.9937     0.9937     0.8675     0.8604     0.8916     0.8791     0.0372     0.0392
395     0.1119     -0.2426     0.2672     0.9948     0.9948     0.871     0.8636     0.8952     0.8824     0.0345     0.0364
