# 2017-01-13 18:03:14.757318
# CT_x100
#  path: ../data_final/CT_x100/
#  thresholds: -457.4, 329.0
#  dc-average: 0.99 (radius = 4)
#  dc-average (opti): 0.99 (bestRadius: 4.0)
# MR_x100
#  path: ../data_final/MR_x100/
#  thresholds: 707.85, 2095.0
#  dc-average: 0.8977 (radius = 2)
#  dc-average (opti): 0.9247 (bestRadius: 2.12)
#  dc-average (CT-COM): 0.783
#  dc-average (CT-COM, opti): 0.7872
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
250     0.11     -0.3275     0.3455     0.9903     0.9903     0.913     0.9506     0.8619     0.8642
251     0.1098     -0.3358     0.3533     0.9909     0.9909     0.9103     0.9486     0.8642     0.8691
252     0.1078     -0.3298     0.347     0.9919     0.9919     0.9061     0.9452     0.8658     0.8725
253     0.092     -0.3406     0.3528     0.9835     0.9835     0.9081     0.9477     0.876     0.873
254     0.1033     -0.3453     0.3604     0.9922     0.9922     0.9099     0.9483     0.8596     0.8628
255     0.0969     -0.3747     0.387     0.985     0.985     0.9103     0.9429     0.8633     0.861
256     0.0973     -0.3866     0.3986     0.9837     0.9837     0.9099     0.9413     0.8587     0.8567
257     0.1093     -0.3986     0.4133     0.991     0.991     0.9108     0.9389     0.8483     0.8475
258     0.1175     -0.4353     0.4508     0.9916     0.9916     0.915     0.9442     0.8416     0.8405
259     0.1176     -0.465     0.4796     0.993     0.993     0.9148     0.9421     0.8363     0.8348
260     0.1225     -0.4667     0.4825     0.9933     0.9933     0.913     0.9403     0.8362     0.8354
261     0.1271     -0.4593     0.4766     0.9927     0.9927     0.9111     0.9391     0.8351     0.8344
262     0.1261     -0.4854     0.5015     0.9922     0.9922     0.9095     0.9377     0.8331     0.8331
263     0.1262     -0.4947     0.5105     0.9943     0.9943     0.9077     0.9372     0.8308     0.8309
264     0.1368     -0.4956     0.5141     0.9918     0.9918     0.9071     0.9366     0.8295     0.8297
265     0.1291     -0.4866     0.5035     0.9914     0.9914     0.9062     0.937     0.828     0.829
266     0.1219     -0.516     0.5302     0.9924     0.9924     0.9062     0.9363     0.8273     0.8283
267     0.1249     -0.529     0.5435     0.992     0.992     0.9077     0.9372     0.8259     0.8263
268     0.1177     -0.5314     0.5443     0.9927     0.9927     0.909     0.9371     0.8256     0.8261
269     0.1264     -0.5284     0.5434     0.9934     0.9934     0.9098     0.9373     0.8227     0.8233
270     0.1145     -0.5534     0.5651     0.9919     0.9919     0.911     0.9385     0.8224     0.8223
271     0.1101     -0.5699     0.5804     0.9871     0.9871     0.9136     0.9396     0.8233     0.8232
272     0.1139     -0.5461     0.5578     0.9903     0.9903     0.9147     0.9387     0.8184     0.8179
273     0.1197     -0.5611     0.5737     0.9909     0.9909     0.9161     0.9382     0.8144     0.8134
274     0.1043     -0.5767     0.5861     0.9847     0.9847     0.9189     0.9363     0.8126     0.8104
275     0.1046     -0.5841     0.5934     0.9856     0.9856     0.9193     0.9341     0.8098     0.8077
276     0.1141     -0.6122     0.6228     0.9833     0.9833     0.9224     0.933     0.8062     0.8044
277     0.1088     -0.6195     0.629     0.9841     0.9841     0.922     0.9287     0.8019     0.7982
278     0.1234     -0.6308     0.6428     0.993     0.993     0.9239     0.9271     0.7939     0.7914
279     0.1268     -0.6465     0.6588     0.9934     0.9934     0.9241     0.9225     0.7917     0.7864
280     0.1201     -0.6137     0.6254     0.9941     0.9941     0.9212     0.928     0.801     0.7981
281     0.1177     -0.5988     0.6103     0.9938     0.9938     0.917     0.93     0.8153     0.8122
282     0.1116     -0.5739     0.5847     0.9842     0.9842     0.9106     0.9305     0.8259     0.823
283     0.1131     -0.5372     0.549     0.9857     0.9857     0.9029     0.9264     0.836     0.8326
284     0.1068     -0.5048     0.516     0.9854     0.9854     0.8992     0.9272     0.8449     0.8436
285     0.0884     -0.4946     0.5024     0.9855     0.9855     0.8921     0.9267     0.8529     0.8532
286     0.0816     -0.4854     0.4922     0.9871     0.9871     0.888     0.9265     0.8586     0.8592
287     0.0919     -0.4927     0.5012     0.9874     0.9874     0.8916     0.9281     0.8519     0.8528
288     0.0966     -0.5138     0.5228     0.9872     0.9872     0.8931     0.9283     0.8484     0.8489
289     0.095     -0.5333     0.5417     0.9888     0.9888     0.897     0.9295     0.8424     0.8419
290     0.0934     -0.5324     0.5405     0.9893     0.9893     0.8994     0.9293     0.8377     0.8368
291     0.0884     -0.5531     0.5601     0.9897     0.9897     0.8997     0.9296     0.8337     0.8331
292     0.0919     -0.5704     0.5778     0.9895     0.9895     0.9028     0.9319     0.8276     0.8272
293     0.1024     -0.5809     0.5898     0.9882     0.9882     0.911     0.9334     0.8224     0.821
294     0.0974     -0.5924     0.6004     0.9878     0.9878     0.9185     0.9307     0.8193     0.8153
295     0.1042     -0.6122     0.621     0.987     0.987     0.9243     0.9254     0.8079     0.8017
296     0.1184     -0.602     0.6135     0.9879     0.9879     0.9254     0.9067     0.794     0.7841
297     0.1288     -0.6256     0.6387     0.988     0.988     0.9256     0.8764     0.7801     0.7678
298     0.1354     -0.664     0.6777     0.9863     0.9863     0.8976     0.8321     0.7549     0.7406
299     0.1547     -0.7013     0.7182     0.9837     0.9837     0.8588     0.7813     0.6997     0.6853
300     0.1764     -0.7605     0.7807     0.9856     0.9856     0.7882     0.7132     0.6737     0.6552
301     0.1975     -0.8909     0.9125     0.9843     0.9843     0.6922     0.6216     0.5697     0.5542
302     0.251     -1.0746     1.1035     0.9859     0.9859     0.5635     0.501     0.4672     0.4529
303     0.3294     -1.3923     1.4307     0.9864     0.9864     0.3453     0.3019     0.2962     0.2872
304     0.3949     -1.8074     1.8501     0.9877     0.9877     0.0957     0.0821     0.0725     0.0763
305     -1.0     -1.0     -1.0     0.9897     0.9897     -1.0     -1.0     0.0     0.0
306     -1.0     -1.0     -1.0     0.9891     0.9891     -1.0     -1.0     0.0     0.0
307     0.4056     -1.9934     2.0343     0.991     0.991     0.0519     0.0444     0.0223     0.0303
308     0.3664     -1.9952     2.0285     0.9873     0.9873     0.1533     0.1321     0.0534     0.0667
309     0.3113     -1.969     1.9935     0.9918     0.9918     0.2528     0.2195     0.1211     0.1352
310     0.2447     -1.9561     1.9713     0.9868     0.9868     0.3401     0.2972     0.1365     0.152
311     0.2139     -1.9349     1.9467     0.9933     0.9933     0.4152     0.365     0.204     0.2181
312     0.1924     -1.907     1.9167     0.9912     0.9912     0.4865     0.43     0.2444     0.2575
313     0.183     -1.8035     1.8128     0.988     0.988     0.5736     0.5104     0.302     0.3106
314     0.1724     -1.5432     1.5528     0.9903     0.9903     0.6863     0.6161     0.4602     0.4587
315     0.1521     -1.2829     1.2919     0.9856     0.9856     0.7882     0.7132     0.5418     0.5379
316     0.1479     -1.0499     1.0602     0.9883     0.9883     0.8614     0.7847     0.6282     0.6195
317     0.134     -0.8568     0.8672     0.9876     0.9876     0.9024     0.844     0.6924     0.6823
318     0.1234     -0.7195     0.73     0.9875     0.9875     0.9067     0.8827     0.7476     0.7375
319     0.1227     -0.599     0.6114     0.9879     0.9879     0.9048     0.9026     0.7884     0.7775
320     0.1301     -0.5432     0.5586     0.9877     0.9877     0.9058     0.9077     0.8071     0.7968
321     0.1213     -0.5253     0.5391     0.99     0.99     0.9063     0.9135     0.8217     0.8135
322     0.1017     -0.4747     0.4855     0.9901     0.9901     0.9054     0.9159     0.8342     0.8281
323     0.0906     -0.4522     0.4612     0.991     0.991     0.9033     0.9204     0.848     0.8432
324     0.0882     -0.3911     0.4009     0.9905     0.9905     0.9016     0.9219     0.8568     0.8549
325     0.0968     -0.3623     0.375     0.9917     0.9917     0.8964     0.9246     0.8853     0.8897
326     0.0912     -0.3606     0.3719     0.9899     0.9899     0.8942     0.9267     0.8667     0.8707
327     0.0871     -0.3658     0.376     0.9902     0.9902     0.8945     0.927     0.8671     0.8724
328     0.0882     -0.3618     0.3724     0.9922     0.9922     0.893     0.9281     0.869     0.8761
329     0.0841     -0.3326     0.3431     0.9902     0.9902     0.8932     0.9289     0.8713     0.879
330     0.0789     -0.3316     0.3408     0.9906     0.9906     0.8924     0.9293     0.8719     0.8814
331     0.078     -0.3292     0.3384     0.9901     0.9901     0.8917     0.9287     0.8719     0.8821
332     0.0732     -0.325     0.3332     0.9902     0.9902     0.8924     0.9293     0.8739     0.884
333     0.0989     -0.3034     0.3191     0.9904     0.9904     0.8939     0.9308     0.8747     0.8848
334     0.0925     -0.3071     0.3207     0.9911     0.9911     0.8951     0.9307     0.8752     0.8846
335     0.0908     -0.3191     0.3318     0.9907     0.9907     0.8958     0.9301     0.8765     0.8859
336     0.1032     -0.3381     0.3535     0.9926     0.9926     0.8988     0.9305     0.8767     0.8848
337     0.1072     -0.3215     0.3389     0.9904     0.9904     0.9007     0.9297     0.8764     0.8832
338     0.1023     -0.3156     0.3318     0.9896     0.9896     0.9011     0.9296     0.8769     0.883
339     0.1018     -0.3222     0.3379     0.9912     0.9912     0.9033     0.9297     0.8761     0.8817
340     0.0987     -0.3184     0.3334     0.9909     0.9909     0.9025     0.9315     0.8783     0.885
341     0.0938     -0.3006     0.3149     0.991     0.991     0.9018     0.9314     0.8797     0.8876
342     0.1045     -0.2789     0.2978     0.9921     0.9921     0.9019     0.9321     0.8818     0.8903
343     0.0981     -0.2686     0.286     0.9904     0.9904     0.9028     0.9348     0.8828     0.8931
344     0.0908     -0.2499     0.2659     0.9897     0.9897     0.9009     0.9349     0.8844     0.8953
345     0.0983     -0.2453     0.2643     0.9908     0.9908     0.901     0.9362     0.8865     0.8973
346     0.0972     -0.2482     0.2665     0.9909     0.9909     0.9017     0.9369     0.8873     0.8999
347     0.0973     -0.258     0.2757     0.9912     0.9912     0.9032     0.9384     0.8887     0.9013
348     0.0765     -0.2629     0.2738     0.9849     0.9849     0.9044     0.9382     0.8906     0.9005
349     0.0782     -0.2416     0.2539     0.984     0.984     0.9049     0.9368     0.8917     0.9003
350     0.0802     -0.2423     0.2553     0.9825     0.9825     0.9061     0.938     0.8936     0.9008
351     0.0846     -0.2649     0.2781     0.9914     0.9914     0.9069     0.9363     0.8923     0.9015
352     0.0783     -0.2605     0.272     0.9845     0.9845     0.9087     0.9354     0.8955     0.9013
353     0.0954     -0.2511     0.2686     0.9917     0.9917     0.9097     0.937     0.8944     0.9035
354     0.0985     -0.2641     0.2819     0.9936     0.9936     0.9091     0.9384     0.8952     0.9049
355     0.092     -0.2677     0.283     0.9931     0.9931     0.9099     0.9391     0.8945     0.905
356     0.1049     -0.2489     0.2701     0.9933     0.9933     0.9113     0.9404     0.8946     0.9057
357     0.1071     -0.2233     0.2477     0.9921     0.9921     0.9121     0.9424     0.8948     0.9071
358     0.0931     -0.2323     0.2503     0.9922     0.9922     0.9128     0.9436     0.8954     0.9077
359     0.089     -0.2427     0.2586     0.9928     0.9928     0.9078     0.9441     0.894     0.9077
360     0.0829     -0.231     0.2455     0.9922     0.9922     0.9097     0.944     0.8938     0.9075
361     0.0808     -0.2296     0.2434     0.9829     0.9829     0.9113     0.9455     0.8988     0.9109
362     0.0857     -0.2104     0.2272     0.9906     0.9906     0.9116     0.9458     0.8949     0.9086
363     0.0919     -0.2116     0.2307     0.9895     0.9895     0.9119     0.9461     0.8952     0.9089
364     0.0917     -0.2117     0.2307     0.9918     0.9918     0.9126     0.9474     0.8959     0.9095
365     0.0897     -0.224     0.2413     0.9947     0.9947     0.9145     0.9479     0.8977     0.9113
366     0.0867     -0.231     0.2468     0.9871     0.9871     0.9145     0.9486     0.9019     0.9153
367     0.0843     -0.2475     0.2614     0.9881     0.9881     0.9151     0.9486     0.9025     0.9145
368     0.0758     -0.2361     0.2479     0.9866     0.9866     0.9167     0.9488     0.9027     0.9134
369     0.0659     -0.2248     0.2343     0.9882     0.9882     0.918     0.9487     0.9033     0.9126
370     0.0758     -0.2462     0.2577     0.9886     0.9886     0.9197     0.9542     0.9036     0.9129
371     0.0796     -0.2386     0.2515     0.9852     0.9852     0.9204     0.9549     0.9035     0.9122
372     0.0826     -0.2564     0.2693     0.9847     0.9847     0.9223     0.9554     0.9026     0.9114
373     0.0829     -0.2499     0.2633     0.9852     0.9852     0.923     0.9567     0.904     0.9127
374     0.0807     -0.2549     0.2674     0.9858     0.9858     0.9216     0.9502     0.9047     0.9133
375     0.0895     -0.2499     0.2654     0.9935     0.9935     0.9222     0.9521     0.9004     0.9113
376     0.0833     -0.2262     0.241     0.9859     0.9859     0.9229     0.9534     0.9081     0.9179
377     0.0754     -0.231     0.2429     0.9865     0.9865     0.9238     0.9537     0.909     0.9181
378     0.079     -0.2074     0.2219     0.9866     0.9866     0.9245     0.9543     0.9097     0.9187
379     0.0862     -0.195     0.2132     0.9867     0.9867     0.9242     0.9546     0.9108     0.9204
380     0.0786     -0.2073     0.2217     0.986     0.986     0.9261     0.9539     0.9106     0.9196
381     0.0812     -0.2183     0.2329     0.986     0.986     0.9294     0.9544     0.9117     0.92
382     0.0888     -0.2065     0.2248     0.9866     0.9866     0.9198     0.9463     0.912     0.9183
383     0.0825     -0.2245     0.2392     0.986     0.986     0.9203     0.9448     0.9103     0.9161
384     0.0855     -0.2419     0.2566     0.988     0.988     0.9226     0.9437     0.9097     0.9141
385     0.089     -0.2681     0.2825     0.9887     0.9887     0.9241     0.9418     0.909     0.9108
386     0.0868     -0.2502     0.2648     0.9886     0.9886     0.9267     0.9383     0.9065     0.9064
387     0.0794     -0.2697     0.2812     0.9875     0.9875     0.9292     0.9373     0.9081     0.9052
388     0.0941     -0.2381     0.256     0.9877     0.9877     0.9322     0.9381     0.9096     0.9066
389     0.0992     -0.2706     0.2883     0.9885     0.9885     0.9323     0.9355     0.9089     0.9038
390     0.088     -0.2575     0.2721     0.9863     0.9863     0.9329     0.9347     0.9094     0.9036
391     0.1041     -0.2546     0.2751     0.9854     0.9854     0.9337     0.9327     0.9094     0.9015
392     0.0966     -0.2601     0.2775     0.9857     0.9857     0.9354     0.9465     0.9096     0.9016
393     0.0967     -0.2562     0.2738     0.9862     0.9862     0.9357     0.9311     0.9098     0.9011
394     0.1032     -0.2628     0.2824     0.994     0.994     0.9349     0.9318     0.9068     0.9025
395     0.11     -0.2453     0.2688     0.9944     0.9944     0.9356     0.9338     0.9082     0.9045
