# 2017-01-13 18:03:14.757318
# CT_x1
#  path: ../data_final/CT_x1/
#  thresholds: -430.61, 333.0
#  dc-average: 0.861 (radius = 4)
#  dc-average (opti): 0.8671 (bestRadius: 4.04)
# MR_x1
#  path: ../data_final/MR_x1/
#  thresholds: 630.99, 2079.0
#  dc-average: 0.7049 (radius = 2)
#  dc-average (opti): 0.751 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.5954
#  dc-average (CT-COM, opti): 0.6416
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
 48     -0.0358     -0.7673     0.7682     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 49     -0.0259     -0.7455     0.7459     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 50     -0.0313     -0.7469     0.7475     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 51     -0.031     -0.7327     0.7334     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 52     -0.0093     -0.7238     0.7239     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 53     -0.024     -0.7309     0.7313     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 54     -0.0219     -0.7291     0.7294     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 55     -0.017     -0.7071     0.7073     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 56     -0.033     -0.7267     0.7275     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 57     -0.0247     -0.6984     0.6988     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 58     -0.024     -0.6879     0.6883     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 59     -0.0257     -0.695     0.6955     0.8713     0.8624     0.7742     0.8205     0.6452     0.6667
 60     -0.0136     -0.6913     0.6915     0.8713     0.8624     0.6452     0.6667     0.6452     0.6667
 61     -0.0217     -0.6894     0.6897     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 62     -0.0335     -0.6861     0.687     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 63     -0.0332     -0.6639     0.6648     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 64     -0.0222     -0.6461     0.6465     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 65     -0.0191     -0.6353     0.6356     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 66     -0.0196     -0.6401     0.6404     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 67     -0.0041     -0.6514     0.6514     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 68     -0.013     -0.6426     0.6427     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 69     -0.018     -0.6302     0.6304     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 70     -0.0071     -0.6198     0.6199     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 71     -0.0188     -0.6073     0.6076     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 72     -0.0174     -0.6144     0.6146     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 73     -0.0126     -0.61     0.6101     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 74     -0.016     -0.5988     0.599     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 75     -0.0224     -0.5972     0.5976     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 76     -0.0229     -0.585     0.5855     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 77     -0.0272     -0.5699     0.5705     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 78     -0.0309     -0.5911     0.5919     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 79     -0.0382     -0.5984     0.5996     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 80     -0.0258     -0.5894     0.59     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 81     -0.0392     -0.58     0.5813     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 82     -0.0353     -0.5815     0.5826     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 83     -0.0312     -0.5773     0.5781     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 84     -0.0161     -0.5718     0.572     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 85     -0.0203     -0.574     0.5743     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 86     -0.0074     -0.6002     0.6002     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 87     -0.0091     -0.5844     0.5845     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 88     -0.0099     -0.5507     0.5508     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 89     -0.0189     -0.5609     0.5612     0.8713     0.8624     0.6452     0.7179     0.6452     0.7179
 90     -0.0075     -0.5364     0.5365     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 91     -0.0029     -0.5519     0.5519     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 92     -0.0171     -0.5377     0.5379     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 93     -0.0222     -0.5466     0.547     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 94     -0.0188     -0.546     0.5464     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 95     -0.0236     -0.5348     0.5354     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 96     -0.0293     -0.5425     0.5433     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
 97     -0.0101     -0.5633     0.5634     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
 98     -0.0239     -0.5642     0.5647     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
 99     -0.0219     -0.5448     0.5452     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
100     -0.0258     -0.5609     0.5615     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
101     -0.0202     -0.5719     0.5723     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
102     -0.0186     -0.5614     0.5617     0.8713     0.8624     0.6667     0.7368     0.6667     0.7368
103     -0.0148     -0.5523     0.5525     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
104     -0.0219     -0.5646     0.5651     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
105     -0.0132     -0.5586     0.5588     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
106     -0.0068     -0.5627     0.5627     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
107     -0.0144     -0.5619     0.5621     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
108     -0.0158     -0.5642     0.5644     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
109     -0.0254     -0.5544     0.555     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
110     -0.0224     -0.5609     0.5613     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
111     -0.0073     -0.5672     0.5673     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
112     -0.0159     -0.5619     0.5621     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
113     -0.0298     -0.5511     0.5519     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
114     -0.0228     -0.5584     0.5588     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
115     -0.0172     -0.5466     0.5468     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
116     -0.0163     -0.569     0.5692     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
117     -0.0092     -0.5718     0.5719     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
118     -0.0094     -0.5639     0.564     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
119     -0.0042     -0.5784     0.5784     0.88     0.8704     0.6667     0.7368     0.6667     0.7368
120     -0.0217     -0.5817     0.5821     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
121     -0.0023     -0.5778     0.5778     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
122     -0.0152     -0.5844     0.5846     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
123     -0.0078     -0.5894     0.5895     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
124     0.0004     -0.6017     0.6017     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
125     -0.0047     -0.6192     0.6192     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
126     0.0113     -0.6228     0.6229     0.8824     0.8909     0.6452     0.7179     0.6452     0.7179
127     0.0195     -0.6059     0.6062     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
128     0.0245     -0.6036     0.6041     0.8824     0.8909     0.6452     0.7179     0.6452     0.7179
129     0.0182     -0.5906     0.5909     0.8824     0.8909     0.6452     0.7179     0.6452     0.7179
130     0.0073     -0.6106     0.6107     0.8932     0.9009     0.6452     0.7179     0.6452     0.7179
131     0.0154     -0.5984     0.5986     0.8932     0.9009     0.6667     0.7368     0.6667     0.7368
132     0.009     -0.6122     0.6123     0.8824     0.8909     0.6667     0.7368     0.6667     0.7368
133     0.0191     -0.6032     0.6035     0.8824     0.8909     0.6667     0.7368     0.6667     0.7368
134     0.0216     -0.5946     0.595     0.8824     0.8909     0.6667     0.7368     0.6667     0.7368
135     0.0209     -0.6047     0.6051     0.8713     0.8807     0.6667     0.7368     0.6667     0.7368
136     0.0138     -0.6243     0.6244     0.8824     0.8909     0.6667     0.7368     0.6667     0.7368
137     0.0149     -0.6107     0.6108     0.8932     0.9009     0.6667     0.7368     0.6667     0.7368
138     0.0141     -0.6199     0.6201     0.8932     0.9009     0.6667     0.7368     0.6667     0.7368
139     0.0169     -0.6006     0.6009     0.8824     0.8909     0.6667     0.7368     0.6667     0.7368
140     0.021     -0.6039     0.6043     0.8932     0.9009     0.6667     0.7368     0.6667     0.7368
141     0.021     -0.5921     0.5925     0.8932     0.9009     0.7097     0.7692     0.7097     0.7692
142     0.024     -0.6092     0.6097     0.8824     0.8909     0.6875     0.75     0.6875     0.75
143     0.0368     -0.6261     0.6272     0.8824     0.8909     0.6875     0.75     0.6875     0.75
144     0.0388     -0.6495     0.6507     0.8713     0.8807     0.6875     0.75     0.6875     0.75
145     0.0292     -0.6468     0.6475     0.8713     0.8807     0.6875     0.75     0.6875     0.75
146     0.0397     -0.6358     0.6371     0.8824     0.8909     0.6875     0.75     0.6875     0.75
147     0.0516     -0.6476     0.6497     0.86     0.8704     0.6875     0.75     0.6875     0.75
148     0.0371     -0.6575     0.6585     0.8824     0.8909     0.6875     0.75     0.6875     0.75
149     0.0277     -0.6557     0.6563     0.8824     0.8909     0.6875     0.75     0.6875     0.75
150     0.0343     -0.6658     0.6667     0.8824     0.8909     0.6875     0.75     0.6875     0.75
151     0.0376     -0.6632     0.6643     0.8824     0.8909     0.6875     0.75     0.6875     0.75
152     0.0428     -0.6522     0.6536     0.8824     0.8909     0.6875     0.75     0.6875     0.75
153     0.0393     -0.6619     0.6631     0.8713     0.8807     0.6875     0.75     0.6875     0.75
154     0.0306     -0.6863     0.687     0.8317     0.844     0.6875     0.75     0.5     0.55
155     0.0313     -0.6696     0.6703     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
156     0.0327     -0.6787     0.6795     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
157     0.0252     -0.6704     0.6709     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
158     0.0393     -0.6595     0.6606     0.8824     0.8909     0.6452     0.7179     0.6452     0.7179
159     0.0418     -0.6705     0.6718     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
160     0.0375     -0.6746     0.6756     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
161     0.0426     -0.6673     0.6686     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
162     0.0506     -0.6723     0.6742     0.8713     0.8807     0.6452     0.7179     0.6452     0.7179
163     0.0439     -0.6797     0.6811     0.8317     0.844     0.6875     0.75     0.5     0.55
164     0.0496     -0.6827     0.6845     0.8317     0.844     0.6875     0.75     0.5     0.55
165     0.0496     -0.6793     0.6811     0.8317     0.844     0.6875     0.75     0.5     0.55
166     0.0528     -0.6817     0.6837     0.8317     0.844     0.6875     0.75     0.5     0.55
167     0.047     -0.689     0.6906     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
168     0.0526     -0.6875     0.6895     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
169     0.0478     -0.6929     0.6945     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
170     0.0455     -0.6893     0.6908     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
171     0.0442     -0.6823     0.6838     0.8317     0.844     0.6452     0.7179     0.4516     0.5128
172     0.0492     -0.6786     0.6804     0.8235     0.8364     0.6452     0.7179     0.4516     0.5128
173     -1.0     -1.0     -1.0     -1.0     -1.0     0.6452     0.7179     -1.0     -1.0
174     -1.0     -1.0     -1.0     -1.0     -1.0     0.6452     0.7179     -1.0     -1.0
175     -1.0     -1.0     -1.0     -1.0     -1.0     0.6452     0.7179     -1.0     -1.0
176     -1.0     -1.0     -1.0     -1.0     -1.0     0.6452     0.7179     -1.0     -1.0
177     -1.0     -1.0     -1.0     -1.0     -1.0     0.6452     0.7179     -1.0     -1.0
178     -1.0     -1.0     -1.0     -1.0     -1.0     0.6875     0.75     -1.0     -1.0
179     -1.0     -1.0     -1.0     -1.0     -1.0     0.6875     0.75     -1.0     -1.0
180     -1.0     -1.0     -1.0     -1.0     -1.0     0.6875     0.75     -1.0     -1.0
181     -1.0     -1.0     -1.0     -1.0     -1.0     0.6875     0.75     -1.0     -1.0
182     -1.0     -1.0     -1.0     -1.0     -1.0     0.7097     0.7692     -1.0     -1.0
183     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
184     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
185     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
186     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
187     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
188     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
189     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
190     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
191     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
192     -1.0     -1.0     -1.0     -1.0     -1.0     0.6667     0.7368     -1.0     -1.0
193     -1.0     -1.0     -1.0     -1.0     -1.0     0.6897     0.7568     -1.0     -1.0
194     0.064     -0.7011     0.704     0.8431     0.8545     0.7333     0.7895     0.5333     0.5789
195     0.0628     -0.6952     0.6981     0.8317     0.844     0.7333     0.7895     0.5333     0.5789
196     0.0641     -0.6907     0.6936     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
197     0.0673     -0.6806     0.6839     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
198     0.0692     -0.6762     0.6798     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
199     0.0737     -0.6731     0.6771     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
200     0.0794     -0.6782     0.6829     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
201     0.0832     -0.6816     0.6866     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
202     0.0858     -0.6846     0.6899     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
203     0.0916     -0.6749     0.6811     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
204     0.0949     -0.6742     0.6808     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
205     0.0967     -0.6747     0.6816     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
206     0.0963     -0.6719     0.6788     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
207     0.0907     -0.6751     0.6811     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
208     0.0941     -0.6731     0.6797     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
209     0.0934     -0.6669     0.6734     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
210     0.0955     -0.6612     0.668     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
211     0.0883     -0.6618     0.6677     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
212     0.0911     -0.6755     0.6816     0.84     0.8519     0.6897     0.7568     0.4828     0.5405
213     0.0888     -0.6705     0.6763     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
214     0.0768     -0.6667     0.6711     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
215     0.0875     -0.6573     0.6631     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
216     0.0838     -0.6452     0.6506     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
217     0.0901     -0.6501     0.6563     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
218     0.0934     -0.6409     0.6477     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
219     0.0917     -0.6322     0.6388     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
220     0.0967     -0.6506     0.6577     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
221     0.0953     -0.6566     0.6635     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
222     0.1052     -0.6513     0.6598     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
223     0.1101     -0.6516     0.6608     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
224     0.105     -0.66     0.6683     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
225     0.0991     -0.6648     0.6721     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
226     0.1029     -0.6505     0.6586     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
227     0.1021     -0.6456     0.6536     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
228     0.0853     -0.6404     0.6461     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405
229     0.0862     -0.6268     0.6327     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
230     0.0851     -0.6188     0.6246     0.84     0.8519     0.7333     0.7895     0.5333     0.5789
231     0.0925     -0.6409     0.6475     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
232     0.104     -0.6092     0.618     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
233     0.1023     -0.605     0.6135     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
234     0.1058     -0.5991     0.6083     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
235     0.1008     -0.5982     0.6067     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
236     0.1017     -0.5582     0.5674     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789
237     0.1067     -0.5377     0.5482     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111
238     0.1122     -0.5358     0.5474     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111
239     0.1199     -0.5414     0.5545     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111
240     0.13     -0.5279     0.5437     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
241     0.1305     -0.5032     0.5199     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
242     0.1391     -0.4774     0.4973     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
243     0.1278     -0.4546     0.4723     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
244     0.1186     -0.4332     0.4491     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
245     0.1137     -0.4086     0.4241     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
246     0.1254     -0.3672     0.388     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
247     0.1309     -0.3519     0.3755     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
248     0.1362     -0.3404     0.3667     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
249     0.1373     -0.3492     0.3752     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
250     0.1344     -0.3338     0.3598     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
251     0.1361     -0.3427     0.3688     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
252     0.1315     -0.3372     0.362     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
253     0.1176     -0.3511     0.3703     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
254     0.1229     -0.3534     0.3742     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
255     0.1159     -0.3897     0.4066     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
256     0.1129     -0.3987     0.4144     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
257     0.1227     -0.4073     0.4254     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
258     0.1289     -0.4498     0.4679     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
259     0.1276     -0.4777     0.4945     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
260     0.1321     -0.4785     0.4964     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
261     0.1376     -0.4674     0.4872     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
262     0.1364     -0.4948     0.5132     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
263     0.1344     -0.4982     0.516     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
264     0.1456     -0.5004     0.5211     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
265     0.1384     -0.4938     0.5129     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
266     0.1325     -0.5172     0.5339     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
267     0.1344     -0.5337     0.5504     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
268     0.1236     -0.5361     0.5501     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
269     0.1336     -0.532     0.5485     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
270     0.1155     -0.5615     0.5733     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
271     0.1081     -0.5803     0.5903     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
272     0.1154     -0.5601     0.5718     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
273     0.1173     -0.572     0.5839     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
274     0.0998     -0.5896     0.598     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
275     0.0967     -0.6015     0.6093     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111
276     0.0982     -0.6317     0.6393     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
