# 2017-01-13 18:03:14.757318
# CT_x1
#  path: ../data_final/CT_x1/
#  thresholds: -430.61, 333.0
#  dc-average: 0.861 (radius = 4)
#  dc-average (opti): 0.8671 (bestRadius: 4.04)
# MR_x1
#  path: ../data_final/MR_x1/
#  thresholds: 630.99, 2079.0
#  dc-average: 0.7049 (radius = 2)
#  dc-average (opti): 0.751 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.5954
#  dc-average (CT-COM, opti): 0.6416
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
277     0.0961     -0.6312     0.6385     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
278     0.1108     -0.642     0.6515     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
279     0.1123     -0.6549     0.6645     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
280     0.1034     -0.6277     0.6361     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
281     0.1008     -0.6161     0.6243     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
282     0.0989     -0.5829     0.5912     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
283     0.109     -0.5354     0.5464     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
284     0.1106     -0.4986     0.5107     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
285     0.0967     -0.4878     0.4973     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
286     0.0915     -0.4764     0.4851     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
287     0.0977     -0.4824     0.4922     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
288     0.1035     -0.5067     0.5172     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
289     0.0983     -0.5244     0.5335     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
290     0.0971     -0.5227     0.5316     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
291     0.0844     -0.5447     0.5512     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
292     0.0892     -0.5666     0.5736     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
293     0.0974     -0.5868     0.5948     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
294     0.0806     -0.6182     0.6234     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
295     0.0859     -0.6362     0.642     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
296     0.0882     -0.6197     0.6259     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
297     0.0938     -0.6348     0.6417     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
298     0.0928     -0.6775     0.6838     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
299     0.1128     -0.707     0.7159     0.8515     0.8624     0.6667     0.625     0.4167     0.4375
300     0.1597     -0.7476     0.7644     0.8515     0.8624     0.6667     0.625     0.4167     0.4375
301     0.2093     -0.9203     0.9438     0.8515     0.8624     0.6957     0.6452     0.4348     0.4516
302     0.3196     -1.1111     1.1562     0.8515     0.8624     0.5     0.5     0.3     0.2857
303     0.3327     -1.2895     1.3317     0.8515     0.8624     0.6316     0.4444     0.3158     0.2963
304     0.3844     -1.7621     1.8035     0.8515     0.8624     0.4706     0.32     0.1176     0.16
305     0.5172     -2.1407     2.2023     0.8515     0.8624     0.2667     0.1739     0.0     0.0
306     0.604     -2.1377     2.2214     0.8515     0.8624     0.2667     0.1739     0.0     0.0
307     0.3862     -2.1219     2.1568     0.8515     0.8624     0.2667     0.1739     0.0     0.0
308     0.3484     -2.1277     2.156     0.8515     0.8624     0.375     0.25     0.125     0.0833
309     0.3395     -1.9778     2.0068     0.8515     0.8624     0.4706     0.32     0.1176     0.16
310     0.2899     -1.9037     1.9257     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538
311     0.2136     -1.8685     1.8807     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538
312     0.1743     -1.8443     1.8525     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538
313     0.1588     -1.6992     1.7066     0.8515     0.8624     0.6667     0.5517     0.2857     0.2759
314     0.1345     -1.4437     1.45     0.8515     0.8624     0.6667     0.5517     0.2857     0.2759
315     0.0953     -1.2254     1.2291     0.8515     0.8624     0.6667     0.6875     0.4167     0.4375
316     0.0717     -0.9946     0.9972     0.8515     0.8624     0.6667     0.625     0.4167     0.4375
317     0.066     -0.8398     0.8424     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
318     0.0627     -0.731     0.7336     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714
319     0.0755     -0.6055     0.6102     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
320     0.091     -0.547     0.5545     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486
321     0.094     -0.5219     0.5303     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
322     0.0831     -0.4673     0.4746     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
323     0.0812     -0.4498     0.4571     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
324     0.085     -0.3886     0.3978     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
325     0.1047     -0.362     0.3769     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
326     0.0984     -0.3616     0.3747     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
327     0.0967     -0.3664     0.379     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
328     0.0979     -0.3623     0.3753     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
329     0.0944     -0.3389     0.3517     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
330     0.0885     -0.334     0.3455     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
331     0.0893     -0.3292     0.3411     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
332     0.0843     -0.3246     0.3353     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
333     0.1129     -0.3038     0.3241     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
334     0.1046     -0.3054     0.3229     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
335     0.0998     -0.3159     0.3313     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
336     0.1086     -0.3425     0.3593     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
337     0.1123     -0.3272     0.346     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
338     0.1127     -0.3176     0.337     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
339     0.1094     -0.3265     0.3443     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
340     0.1092     -0.322     0.34     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
341     0.1017     -0.3059     0.3224     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
342     0.1161     -0.28     0.3032     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
343     0.1129     -0.2683     0.291     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
344     0.1031     -0.2532     0.2734     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
345     0.1046     -0.2499     0.2709     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
346     0.1079     -0.2497     0.272     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
347     0.1067     -0.2628     0.2836     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
348     0.0862     -0.2676     0.2812     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
349     0.085     -0.2417     0.2562     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
350     0.0925     -0.2454     0.2622     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
351     0.0948     -0.2636     0.2802     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
352     0.0853     -0.2606     0.2742     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
353     0.104     -0.2525     0.2731     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179
354     0.1054     -0.2666     0.2866     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
355     0.0966     -0.2714     0.2881     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
356     0.1156     -0.2478     0.2734     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
357     0.1182     -0.2228     0.2522     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
358     0.1089     -0.2345     0.2586     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
359     0.1004     -0.2445     0.2643     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
360     0.0973     -0.2349     0.2542     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
361     0.0911     -0.2346     0.2516     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179
362     0.1029     -0.2133     0.2368     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179
363     0.1069     -0.2165     0.2414     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179
364     0.1094     -0.2101     0.2369     0.8515     0.8624     0.6452     0.7179     0.6452     0.7179
365     0.1057     -0.2207     0.2447     0.8515     0.8624     0.6452     0.7179     0.6452     0.7179
366     0.1041     -0.2339     0.2561     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179
367     0.1002     -0.2503     0.2696     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179
368     0.0885     -0.2387     0.2546     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
369     0.0797     -0.2279     0.2414     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
370     0.0934     -0.2436     0.2609     0.8515     0.8624     0.8     0.8421     0.6667     0.6842
371     0.098     -0.2433     0.2623     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
372     0.1029     -0.2555     0.2755     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
373     0.0973     -0.2485     0.2668     0.8627     0.8727     0.8     0.8421     0.6667     0.6842
374     0.0984     -0.2522     0.2708     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842
375     0.111     -0.2455     0.2694     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842
376     0.1011     -0.2212     0.2432     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842
377     0.0912     -0.229     0.2465     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842
378     0.0949     -0.1986     0.2201     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842
379     0.1041     -0.1887     0.2155     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
380     0.0922     -0.2031     0.2231     0.8713     0.8807     0.6897     0.7027     0.6897     0.7027
381     0.0967     -0.2136     0.2345     0.8713     0.8807     0.6897     0.7027     0.6897     0.7027
382     0.1068     -0.1992     0.226     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
383     0.0948     -0.2192     0.2388     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
384     0.0975     -0.2354     0.2548     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
385     0.0953     -0.2633     0.28     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
386     0.0959     -0.2452     0.2633     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027
387     0.0852     -0.2672     0.2805     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
388     0.1009     -0.237     0.2576     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
389     0.1087     -0.2657     0.2871     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
390     0.0901     -0.256     0.2714     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027
391     0.1059     -0.2505     0.2719     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
392     0.1003     -0.2547     0.2737     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027
393     0.0968     -0.2465     0.2648     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027
394     0.1062     -0.2561     0.2772     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027
395     0.1135     -0.2396     0.2652     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027
