# 2017-01-16 22:57:57.881992
# CT_x1
#  path: ../data_final/CT_x1/
#  thresholds: -430.61, 333.0
#  dc-average: 0.861 (radius = 4)
#  dc-average (opti): 0.8671 (bestRadius: 4.04)
# MR_x1
#  path: ../data_final/MR_x1/
#  thresholds: 630.99, 2079.0
#  dc-average: 0.7049 (radius = 2)
#  dc-average (opti): 0.751 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.5954
#  dc-average (CT-COM, opti): 0.6416
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM  warpDC  warpDC_opti
211     0.0883     -0.6618     0.6677     0.84     0.8519     0.6897     0.7568     0.4828     0.5405     0.2072     0.1624
212     0.0911     -0.6755     0.6816     0.84     0.8519     0.6897     0.7568     0.4828     0.5405     0.2115     0.1658
213     0.0888     -0.6705     0.6763     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2099     0.1645
214     0.0768     -0.6667     0.6711     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.179     0.1413
215     0.0875     -0.6573     0.6631     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.1768     0.1396
216     0.0838     -0.6452     0.6506     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.1735     0.137
217     0.0901     -0.6501     0.6563     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.175     0.1382
218     0.0934     -0.6409     0.6477     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1727     0.1364
219     0.0917     -0.6322     0.6388     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.1703     0.1345
220     0.0967     -0.6506     0.6577     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1754     0.1385
221     0.0953     -0.6566     0.6635     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1769     0.1397
222     0.1052     -0.6513     0.6598     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2048     0.1605
223     0.1101     -0.6516     0.6608     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2051     0.1607
224     0.105     -0.66     0.6683     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2074     0.1626
225     0.0991     -0.6648     0.6721     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2086     0.1635
226     0.1029     -0.6505     0.6586     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2044     0.1602
227     0.1021     -0.6456     0.6536     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2028     0.159
228     0.0853     -0.6404     0.6461     0.8515     0.8624     0.6897     0.7568     0.4828     0.5405     0.2005     0.1571
229     0.0862     -0.6268     0.6327     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1687     0.1332
230     0.0851     -0.6188     0.6246     0.84     0.8519     0.7333     0.7895     0.5333     0.5789     0.1666     0.1315
231     0.0925     -0.6409     0.6475     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1727     0.1363
232     0.104     -0.6092     0.618     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1648     0.1301
233     0.1023     -0.605     0.6135     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1636     0.1292
234     0.1058     -0.5991     0.6083     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1622     0.1281
235     0.1008     -0.5982     0.6067     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1618     0.1277
236     0.1017     -0.5582     0.5674     0.8515     0.8624     0.7333     0.7895     0.5333     0.5789     0.1513     0.1195
237     0.1067     -0.5377     0.5482     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111     0.1175     0.1218
238     0.1122     -0.5358     0.5474     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111     0.1173     0.1216
239     0.1199     -0.5414     0.5545     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111     0.1188     0.1232
240     0.13     -0.5279     0.5437     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1312     0.1029
241     0.1305     -0.5032     0.5199     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1255     0.0984
242     0.1391     -0.4774     0.4973     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.12     0.0941
243     0.1278     -0.4546     0.4723     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.114     0.0893
244     0.1186     -0.4332     0.4491     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1084     0.085
245     0.1137     -0.4086     0.4241     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0848     0.067
246     0.1254     -0.3672     0.388     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0776     0.0613
247     0.1309     -0.3519     0.3755     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0751     0.0593
248     0.1362     -0.3404     0.3667     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0733     0.0579
249     0.1373     -0.3492     0.3752     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.075     0.0592
250     0.1344     -0.3338     0.3598     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.072     0.0568
251     0.1361     -0.3427     0.3688     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0738     0.0582
252     0.1315     -0.3372     0.362     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0724     0.0572
253     0.1176     -0.3511     0.3703     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0741     0.0585
254     0.1229     -0.3534     0.3742     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0748     0.0591
255     0.1159     -0.3897     0.4066     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0813     0.0642
256     0.1129     -0.3987     0.4144     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0829     0.0654
257     0.1227     -0.4073     0.4254     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0851     0.0672
258     0.1289     -0.4498     0.4679     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0936     0.0739
259     0.1276     -0.4777     0.4945     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1194     0.0935
260     0.1321     -0.4785     0.4964     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1198     0.0939
261     0.1376     -0.4674     0.4872     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0974     0.0769
262     0.1364     -0.4948     0.5132     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1026     0.081
263     0.1344     -0.4982     0.516     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1032     0.0815
264     0.1456     -0.5004     0.5211     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1042     0.0823
265     0.1384     -0.4938     0.5129     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1026     0.081
266     0.1325     -0.5172     0.5339     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1068     0.0843
267     0.1344     -0.5337     0.5504     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1101     0.0869
268     0.1236     -0.5361     0.5501     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.11     0.0869
269     0.1336     -0.532     0.5485     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1097     0.0866
270     0.1155     -0.5615     0.5733     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1147     0.0905
271     0.1081     -0.5803     0.5903     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1425     0.1117
272     0.1154     -0.5601     0.5718     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.138     0.1082
273     0.1173     -0.572     0.5839     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.141     0.1105
274     0.0998     -0.5896     0.598     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1444     0.1131
275     0.0967     -0.6015     0.6093     0.8515     0.8624     0.7857     0.7778     0.5714     0.6111     0.1306     0.1354
276     0.0982     -0.6317     0.6393     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1657     0.1644
277     0.0961     -0.6312     0.6385     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1655     0.1642
278     0.1108     -0.642     0.6515     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1689     0.1675
279     0.1123     -0.6549     0.6645     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1723     0.1709
280     0.1034     -0.6277     0.6361     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1649     0.1636
281     0.1008     -0.6161     0.6243     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1249     0.0986
282     0.0989     -0.5829     0.5912     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1182     0.0933
283     0.109     -0.5354     0.5464     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1093     0.0863
284     0.1106     -0.4986     0.5107     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1021     0.0806
285     0.0967     -0.4878     0.4973     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0995     0.0785
286     0.0915     -0.4764     0.4851     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.097     0.0766
287     0.0977     -0.4824     0.4922     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0984     0.0777
288     0.1035     -0.5067     0.5172     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1034     0.0817
289     0.0983     -0.5244     0.5335     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1067     0.0842
290     0.0971     -0.5227     0.5316     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1063     0.0839
291     0.0844     -0.5447     0.5512     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1102     0.087
292     0.0892     -0.5666     0.5736     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1147     0.0906
293     0.0974     -0.5868     0.5948     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.119     0.0939
294     0.0806     -0.6182     0.6234     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1247     0.0984
295     0.0859     -0.6362     0.642     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1664     0.1651
296     0.0882     -0.6197     0.6259     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1623     0.161
297     0.0938     -0.6348     0.6417     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1664     0.165
298     0.0928     -0.6775     0.6838     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1773     0.1758
299     0.1128     -0.707     0.7159     0.8515     0.8624     0.6667     0.625     0.4167     0.4375     0.2386     0.2685
300     0.1597     -0.7476     0.7644     0.8515     0.8624     0.6667     0.625     0.4167     0.4375     0.2548     0.2867
301     0.2093     -0.9203     0.9438     0.8515     0.8624     0.6957     0.6452     0.4348     0.4516     0.2872     0.3349
302     0.3196     -1.1111     1.1562     0.8515     0.8624     0.5     0.5     0.3     0.2857     0.5781     0.5781
303     0.3327     -1.2895     1.3317     0.8515     0.8624     0.6316     0.4444     0.3158     0.2963     0.4906     0.7398
304     0.3844     -1.7621     1.8035     0.8515     0.8624     0.4706     0.32     0.1176     0.16     0.9548     1.2264
305     0.5172     -2.1407     2.2023     0.8515     0.8624     0.2667     0.1739     0.0     0.0     1.615     1.8193
306     0.604     -2.1377     2.2214     0.8515     0.8624     0.2667     0.1739     0.0     0.0     1.629     1.835
307     0.3862     -2.1219     2.1568     0.8515     0.8624     0.2667     0.1739     0.0     0.0     1.5816     1.7817
308     0.3484     -2.1277     2.156     0.8515     0.8624     0.375     0.25     0.125     0.0833     1.3475     1.617
309     0.3395     -1.9778     2.0068     0.8515     0.8624     0.4706     0.32     0.1176     0.16     1.0624     1.3646
310     0.2899     -1.9037     1.9257     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538     1.0698     1.185
311     0.2136     -1.8685     1.8807     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538     1.0448     1.1573
312     0.1743     -1.8443     1.8525     0.8515     0.8624     0.4444     0.3846     0.1111     0.1538     1.0292     1.14
313     0.1588     -1.6992     1.7066     0.8515     0.8624     0.6667     0.5517     0.2857     0.2759     0.5689     0.765
314     0.1345     -1.4437     1.45     0.8515     0.8624     0.6667     0.5517     0.2857     0.2759     0.4833     0.65
315     0.0953     -1.2254     1.2291     0.8515     0.8624     0.6667     0.6875     0.4167     0.4375     0.4097     0.3841
316     0.0717     -0.9946     0.9972     0.8515     0.8624     0.6667     0.625     0.4167     0.4375     0.3324     0.3739
317     0.066     -0.8398     0.8424     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.2184     0.2166
318     0.0627     -0.731     0.7336     0.8515     0.8624     0.7407     0.7429     0.5185     0.5714     0.1902     0.1887
319     0.0755     -0.6055     0.6102     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1473     0.1154
320     0.091     -0.547     0.5545     0.8515     0.8624     0.7586     0.8108     0.6207     0.6486     0.1338     0.1049
321     0.094     -0.5219     0.5303     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.1061     0.0837
322     0.0831     -0.4673     0.4746     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0949     0.0749
323     0.0812     -0.4498     0.4571     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0914     0.0722
324     0.085     -0.3886     0.3978     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0796     0.0628
325     0.1047     -0.362     0.3769     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0754     0.0595
326     0.0984     -0.3616     0.3747     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0749     0.0592
327     0.0967     -0.3664     0.379     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0758     0.0598
328     0.0979     -0.3623     0.3753     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0847     0.0674
329     0.0944     -0.3389     0.3517     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0794     0.0631
330     0.0885     -0.334     0.3455     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.078     0.062
331     0.0893     -0.3292     0.3411     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.077     0.0612
332     0.0843     -0.3246     0.3353     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0757     0.0602
333     0.1129     -0.3038     0.3241     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0732     0.0582
334     0.1046     -0.3054     0.3229     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0729     0.0579
335     0.0998     -0.3159     0.3313     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0748     0.0595
336     0.1086     -0.3425     0.3593     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0811     0.0645
337     0.1123     -0.3272     0.346     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0692     0.0546
338     0.1127     -0.3176     0.337     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0674     0.0532
339     0.1094     -0.3265     0.3443     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0689     0.0544
340     0.1092     -0.322     0.34     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.068     0.0537
341     0.1017     -0.3059     0.3224     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0728     0.0579
342     0.1161     -0.28     0.3032     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0685     0.0544
343     0.1129     -0.2683     0.291     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0657     0.0522
344     0.1031     -0.2532     0.2734     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0617     0.0491
345     0.1046     -0.2499     0.2709     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0612     0.0486
346     0.1079     -0.2497     0.272     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0614     0.0488
347     0.1067     -0.2628     0.2836     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.064     0.0509
348     0.0862     -0.2676     0.2812     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0635     0.0505
349     0.085     -0.2417     0.2562     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0578     0.046
350     0.0925     -0.2454     0.2622     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0592     0.0471
351     0.0948     -0.2636     0.2802     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0633     0.0503
352     0.0853     -0.2606     0.2742     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0619     0.0492
353     0.104     -0.2525     0.2731     0.8515     0.8624     0.7742     0.8205     0.6452     0.7179     0.0617     0.049
354     0.1054     -0.2666     0.2866     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0647     0.0514
355     0.0966     -0.2714     0.2881     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0651     0.0517
356     0.1156     -0.2478     0.2734     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0617     0.0491
357     0.1182     -0.2228     0.2522     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.057     0.0453
358     0.1089     -0.2345     0.2586     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0584     0.0464
359     0.1004     -0.2445     0.2643     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0597     0.0474
360     0.0973     -0.2349     0.2542     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0574     0.0456
361     0.0911     -0.2346     0.2516     0.8627     0.8727     0.7742     0.8205     0.6452     0.7179     0.0568     0.0452
362     0.1029     -0.2133     0.2368     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179     0.084     0.0668
363     0.1069     -0.2165     0.2414     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179     0.0857     0.0681
364     0.1094     -0.2101     0.2369     0.8515     0.8624     0.6452     0.7179     0.6452     0.7179     0.0841     0.0668
365     0.1057     -0.2207     0.2447     0.8515     0.8624     0.6452     0.7179     0.6452     0.7179     0.0868     0.069
366     0.1041     -0.2339     0.2561     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179     0.0909     0.0722
367     0.1002     -0.2503     0.2696     0.8627     0.8727     0.6452     0.7179     0.6452     0.7179     0.0957     0.0761
368     0.0885     -0.2387     0.2546     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0509     0.0402
369     0.0797     -0.2279     0.2414     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0483     0.0381
370     0.0934     -0.2436     0.2609     0.8515     0.8624     0.8     0.8421     0.6667     0.6842     0.0522     0.0412
371     0.098     -0.2433     0.2623     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0525     0.0414
372     0.1029     -0.2555     0.2755     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0551     0.0435
373     0.0973     -0.2485     0.2668     0.8627     0.8727     0.8     0.8421     0.6667     0.6842     0.0534     0.0421
374     0.0984     -0.2522     0.2708     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842     0.0903     0.0855
375     0.111     -0.2455     0.2694     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842     0.0898     0.0851
376     0.1011     -0.2212     0.2432     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842     0.0811     0.0768
377     0.0912     -0.229     0.2465     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842     0.0822     0.0778
378     0.0949     -0.1986     0.2201     0.8627     0.8727     0.6667     0.6842     0.6667     0.6842     0.0734     0.0695
379     0.1041     -0.1887     0.2155     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0669     0.0641
380     0.0922     -0.2031     0.2231     0.8713     0.8807     0.6897     0.7027     0.6897     0.7027     0.0692     0.0663
381     0.0967     -0.2136     0.2345     0.8713     0.8807     0.6897     0.7027     0.6897     0.7027     0.0728     0.0697
382     0.1068     -0.1992     0.226     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0701     0.0672
383     0.0948     -0.2192     0.2388     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0741     0.071
384     0.0975     -0.2354     0.2548     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0791     0.0757
385     0.0953     -0.2633     0.28     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0869     0.0833
386     0.0959     -0.2452     0.2633     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027     0.0817     0.0783
387     0.0852     -0.2672     0.2805     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.087     0.0834
388     0.1009     -0.237     0.2576     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0799     0.0766
389     0.1087     -0.2657     0.2871     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0891     0.0853
390     0.0901     -0.256     0.2714     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027     0.0842     0.0807
391     0.1059     -0.2505     0.2719     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0844     0.0808
392     0.1003     -0.2547     0.2737     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027     0.0849     0.0814
393     0.0968     -0.2465     0.2648     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027     0.0822     0.0787
394     0.1062     -0.2561     0.2772     0.8738     0.8829     0.6897     0.7027     0.6897     0.7027     0.086     0.0824
395     0.1135     -0.2396     0.2652     0.8627     0.8727     0.6897     0.7027     0.6897     0.7027     0.0823     0.0788
