# 2017-01-16 22:57:57.881992
# CT_x4
#  path: ../data_final/CT_x4/
#  thresholds: -433.0, 332.0
#  dc-average: 0.945 (radius = 4)
#  dc-average (opti): 0.9453 (bestRadius: 4.04)
# MR_x4
#  path: ../data_final/MR_x4/
#  thresholds: 684.2, 2078.0
#  dc-average: 0.8295 (radius = 2)
#  dc-average (opti): 0.8707 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.7076
#  dc-average (CT-COM, opti): 0.7229
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM  warpDC  warpDC_opti
 21     -0.1993     -0.9847     1.0047     0.9431     0.9442     0.7885     0.8065     0.5769     0.5968     0.2125     0.1944
 22     -0.1956     -0.978     0.9974     0.9431     0.9442     0.8     0.816     0.5714     0.608     0.1995     0.1835
 23     -0.2002     -0.9664     0.9869     0.9409     0.942     0.8113     0.8254     0.566     0.6032     0.1862     0.1723
 24     -0.1901     -0.9517     0.9705     0.9409     0.942     0.8037     0.8346     0.5794     0.6142     0.1905     0.1605
 25     -0.183     -0.9478     0.9653     0.9409     0.942     0.8148     0.8438     0.5926     0.625     0.1788     0.1508
 26     -0.1605     -0.9314     0.9451     0.9409     0.942     0.8148     0.8438     0.5926     0.625     0.175     0.1477
 27     -0.1546     -0.905     0.9181     0.9409     0.942     0.8257     0.8527     0.6055     0.6357     0.16     0.1352
 28     -0.1444     -0.9111     0.9224     0.9384     0.9395     0.8257     0.8527     0.6055     0.6357     0.1608     0.1359
 29     -0.1283     -0.9187     0.9276     0.9431     0.9442     0.8257     0.8527     0.6055     0.6357     0.1617     0.1366
 30     -0.1306     -0.9049     0.9143     0.9454     0.9464     0.8257     0.8527     0.6055     0.6357     0.1594     0.1347
 31     -0.1254     -0.9065     0.9152     0.9409     0.942     0.8468     0.8702     0.6306     0.6565     0.1402     0.1188
 32     -0.1159     -0.8973     0.9048     0.9409     0.942     0.8468     0.8702     0.6306     0.6565     0.1386     0.1174
 33     -0.1002     -0.8844     0.89     0.9454     0.9464     0.8545     0.8769     0.6364     0.6615     0.1295     0.1095
 34     -0.1123     -0.8795     0.8867     0.9454     0.9464     0.8545     0.8769     0.6364     0.6615     0.129     0.1091
 35     -0.1145     -0.8683     0.8758     0.9454     0.9464     0.8545     0.8769     0.6364     0.6615     0.1274     0.1078
 36     -0.0982     -0.8534     0.8591     0.9431     0.9442     0.8545     0.8769     0.6364     0.6615     0.125     0.1057
 37     -0.0992     -0.8368     0.8426     0.9454     0.9464     0.8468     0.8855     0.6486     0.6718     0.1291     0.0965
 38     -0.0906     -0.8094     0.8145     0.9454     0.9464     0.8468     0.8855     0.6486     0.6718     0.1247     0.0933
 39     -0.1024     -0.8028     0.8093     0.9454     0.9464     0.8496     0.9023     0.6726     0.6917     0.1218     0.0791
 40     -0.1104     -0.8016     0.8092     0.9454     0.9464     0.8496     0.9023     0.6726     0.6917     0.1217     0.0791
 41     -0.103     -0.8109     0.8174     0.9454     0.9464     0.8496     0.9023     0.6726     0.6917     0.123     0.0799
 42     -0.0913     -0.7959     0.8011     0.9431     0.9442     0.8496     0.9023     0.6726     0.6917     0.1205     0.0783
 43     -0.1026     -0.7821     0.7888     0.9431     0.9442     0.8496     0.9023     0.6726     0.6917     0.1187     0.0771
 44     -0.0953     -0.7742     0.78     0.9454     0.9464     0.8496     0.9023     0.6726     0.6917     0.1174     0.0762
 45     -0.0857     -0.7404     0.7453     0.9454     0.9464     0.8571     0.9091     0.6786     0.697     0.1065     0.0678
 46     -0.0896     -0.7572     0.7625     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.103     0.064
 47     -0.0774     -0.755     0.7589     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.1026     0.0637
 48     -0.0748     -0.7534     0.7571     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.1023     0.0636
 49     -0.0706     -0.7378     0.7412     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.1002     0.0622
 50     -0.0757     -0.7344     0.7383     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.0998     0.062
 51     -0.0697     -0.7252     0.7285     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.0984     0.0612
 52     -0.0532     -0.7171     0.7191     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077     0.0915     0.0553
 53     -0.0692     -0.7194     0.7227     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077     0.092     0.0556
 54     -0.0683     -0.7195     0.7228     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077     0.092     0.0556
 55     -0.0652     -0.7002     0.7032     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077     0.0895     0.0541
 56     -0.0833     -0.7184     0.7232     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077     0.092     0.0556
 57     -0.0733     -0.691     0.6949     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.0939     0.0583
 58     -0.0695     -0.6834     0.6869     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.0928     0.0577
 59     -0.0695     -0.6909     0.6943     0.9454     0.9464     0.8649     0.916     0.6847     0.7023     0.0938     0.0583
 60     -0.0627     -0.6911     0.6939     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1262     0.1174
 61     -0.0712     -0.6904     0.694     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1262     0.1174
 62     -0.0826     -0.6871     0.692     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1258     0.1171
 63     -0.0785     -0.6668     0.6714     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1221     0.1136
 64     -0.0684     -0.6511     0.6547     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.119     0.1108
 65     -0.0675     -0.6386     0.6422     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1168     0.1087
 66     -0.0654     -0.6458     0.6491     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.118     0.1099
 67     -0.0497     -0.6594     0.6612     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1202     0.1119
 68     -0.0573     -0.6528     0.6553     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077     0.1191     0.1109
 69     -0.0626     -0.6414     0.6444     0.9479     0.9488     0.8182     0.8308     0.6909     0.7077     0.1172     0.1091
 70     -0.0563     -0.6303     0.6328     0.9479     0.9488     0.8182     0.8308     0.6909     0.7077     0.115     0.1071
 71     -0.0639     -0.6198     0.6231     0.9479     0.9488     0.8108     0.8397     0.6847     0.7176     0.1179     0.0999
 72     -0.062     -0.6316     0.6347     0.9479     0.9488     0.8108     0.855     0.7027     0.7328     0.1201     0.0921
 73     -0.0573     -0.627     0.6296     0.9479     0.9488     0.8108     0.855     0.7027     0.7328     0.1191     0.0913
 74     -0.0618     -0.6134     0.6165     0.9479     0.9488     0.8108     0.855     0.7027     0.7328     0.1166     0.0894
 75     -0.069     -0.6117     0.6156     0.9454     0.9464     0.8214     0.8636     0.7143     0.7424     0.1099     0.0839
 76     -0.073     -0.5974     0.6019     0.9479     0.9488     0.8319     0.8722     0.7257     0.7519     0.1012     0.0769
 77     -0.0675     -0.5849     0.5887     0.9479     0.9488     0.8421     0.8806     0.7368     0.7612     0.093     0.0703
 78     -0.07     -0.6042     0.6082     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.1005     0.0676
 79     -0.0785     -0.611     0.616     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.1018     0.0684
 80     -0.0646     -0.6034     0.6069     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.1003     0.0674
 81     -0.0783     -0.5939     0.5991     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.099     0.0666
 82     -0.0725     -0.5958     0.6002     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0992     0.0667
 83     -0.0663     -0.5954     0.599     0.9504     0.9513     0.8348     0.8889     0.7478     0.7704     0.099     0.0666
 84     -0.0539     -0.586     0.5885     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0972     0.0654
 85     -0.0568     -0.5851     0.5878     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0971     0.0653
 86     -0.0425     -0.6095     0.611     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761     0.0965     0.0638
 87     -0.0436     -0.5985     0.6001     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761     0.0947     0.0627
 88     -0.0463     -0.5638     0.5657     0.9504     0.9513     0.8348     0.8889     0.7478     0.7704     0.0935     0.0629
 89     -0.051     -0.5749     0.5771     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0954     0.0641
 90     -0.0457     -0.5495     0.5514     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0911     0.0613
 91     -0.0415     -0.5637     0.5652     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0934     0.0628
 92     -0.0534     -0.5521     0.5547     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704     0.0916     0.0616
 93     -0.0584     -0.5564     0.5595     0.9524     0.9533     0.8348     0.8889     0.7478     0.7704     0.0924     0.0622
 94     -0.0524     -0.5551     0.5576     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761     0.088     0.0583
 95     -0.0574     -0.5489     0.5519     0.9504     0.9513     0.8421     0.8955     0.7544     0.7761     0.0871     0.0577
 96     -0.0609     -0.5516     0.555     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852     0.0917     0.0534
 97     -0.0441     -0.5691     0.5708     0.9549     0.9557     0.8348     0.9037     0.7652     0.7852     0.0943     0.055
 98     -0.0555     -0.574     0.5767     0.9551     0.9559     0.8348     0.9037     0.7652     0.7852     0.0953     0.0555
 99     -0.0565     -0.5567     0.5595     0.9526     0.9535     0.8348     0.9037     0.7652     0.7852     0.0924     0.0539
100     -0.0619     -0.5715     0.5748     0.9526     0.9535     0.8348     0.9037     0.7652     0.7852     0.095     0.0554
101     -0.0548     -0.5796     0.5822     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852     0.0962     0.0561
102     -0.0523     -0.5683     0.5707     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852     0.0943     0.055
103     -0.0466     -0.5588     0.5607     0.9571     0.9533     0.8348     0.9037     0.7652     0.7852     0.0926     0.054
104     -0.0552     -0.5742     0.5768     0.9573     0.9581     0.8348     0.9037     0.7652     0.7852     0.0953     0.0555
105     -0.05     -0.5688     0.571     0.9596     0.9557     0.8348     0.9037     0.7652     0.7852     0.0943     0.055
106     -0.0408     -0.572     0.5734     0.9547     0.9508     0.8348     0.9037     0.7652     0.7852     0.0947     0.0552
107     -0.0458     -0.5674     0.5692     0.9573     0.9535     0.8348     0.9037     0.7652     0.7852     0.094     0.0548
108     -0.0505     -0.5697     0.5719     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.0986     0.0505
109     -0.0579     -0.5634     0.5664     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.0977     0.05
110     -0.0527     -0.5687     0.5712     0.9569     0.9531     0.8276     0.9118     0.7759     0.7941     0.0985     0.0504
111     -0.0414     -0.5755     0.577     0.9594     0.9555     0.8276     0.9118     0.7759     0.7941     0.0995     0.0509
112     -0.0472     -0.5707     0.5726     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.0987     0.0505
113     -0.0612     -0.5585     0.5619     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.0969     0.0496
114     -0.0554     -0.5674     0.5701     0.9644     0.9604     0.8276     0.9118     0.7759     0.7941     0.0983     0.0503
115     -0.0495     -0.5532     0.5554     0.9621     0.9581     0.8276     0.9118     0.7759     0.7941     0.0958     0.049
116     -0.0485     -0.5753     0.5773     0.9596     0.9557     0.8276     0.9118     0.7759     0.7941     0.0995     0.0509
117     -0.0476     -0.5733     0.5752     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.0992     0.0508
118     -0.0442     -0.5664     0.5681     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941     0.098     0.0501
119     -0.0379     -0.5804     0.5817     0.9569     0.9531     0.8348     0.9185     0.7826     0.8     0.0961     0.0474
120     -0.0538     -0.5845     0.587     0.9619     0.9579     0.8348     0.9185     0.7826     0.8     0.097     0.0478
121     -0.0337     -0.5798     0.5808     0.9617     0.9577     0.8348     0.9185     0.7826     0.8     0.096     0.0473
122     -0.0479     -0.5878     0.5897     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.0974     0.048
123     -0.0407     -0.5955     0.5969     0.9642     0.9602     0.8348     0.9185     0.7826     0.8     0.0986     0.0486
124     -0.0324     -0.6059     0.6068     0.9594     0.9555     0.8348     0.9185     0.7826     0.8     0.1003     0.0494
125     -0.0368     -0.6205     0.6216     0.9594     0.9555     0.8348     0.9185     0.7826     0.8     0.1027     0.0507
126     -0.0217     -0.628     0.6284     0.9644     0.9604     0.8348     0.9185     0.7826     0.8     0.1038     0.0512
127     -0.0153     -0.6135     0.6137     0.9594     0.9555     0.8348     0.9185     0.7826     0.8     0.1014     0.05
128     -0.0087     -0.6096     0.6096     0.9642     0.9602     0.8348     0.9185     0.7826     0.8     0.1007     0.0497
129     -0.0177     -0.597     0.5973     0.9644     0.9604     0.8348     0.9185     0.7826     0.8     0.0987     0.0487
130     -0.0283     -0.6159     0.6165     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.1019     0.0502
131     -0.0215     -0.6036     0.604     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.0998     0.0492
132     -0.0266     -0.6119     0.6125     0.9667     0.9673     0.8348     0.9185     0.7826     0.8     0.1012     0.0499
133     -0.0199     -0.6062     0.6065     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.1002     0.0494
134     -0.0192     -0.598     0.5983     0.9714     0.9673     0.8348     0.9185     0.7826     0.8     0.0989     0.0488
135     -0.0176     -0.6061     0.6064     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.1002     0.0494
136     -0.0249     -0.6256     0.6261     0.9691     0.965     0.8348     0.9185     0.7826     0.8     0.1034     0.051
137     -0.0242     -0.6102     0.6107     0.9716     0.9721     0.8348     0.9185     0.7826     0.8     0.1009     0.0498
138     -0.0264     -0.6203     0.6209     0.9644     0.965     0.8348     0.9185     0.7826     0.8     0.1026     0.0506
139     -0.0238     -0.5998     0.6002     0.9645     0.9652     0.8348     0.9185     0.7826     0.8     0.0992     0.0489
140     -0.0161     -0.6013     0.6015     0.969     0.9649     0.8348     0.9185     0.7826     0.8     0.0994     0.049
141     -0.0204     -0.5895     0.5898     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.0975     0.0481
142     -0.0138     -0.6078     0.608     0.9667     0.9626     0.8348     0.9185     0.7826     0.8     0.1005     0.0495
143     -0.0006     -0.6242     0.6242     0.9645     0.9652     0.8348     0.9185     0.7826     0.8     0.1031     0.0509
144     -0.0015     -0.6466     0.6466     0.9619     0.9626     0.8348     0.9185     0.7826     0.8     0.1068     0.0527
145     -0.0074     -0.6389     0.6389     0.9642     0.9602     0.8348     0.9185     0.7826     0.8     0.1056     0.0521
146     0.0001     -0.6338     0.6338     0.9619     0.9579     0.8348     0.9185     0.7826     0.8     0.1047     0.0516
147     0.0117     -0.6435     0.6436     0.9619     0.9579     0.8348     0.9185     0.7826     0.8     0.1063     0.0524
148     -0.004     -0.6535     0.6535     0.9621     0.9628     0.8348     0.9185     0.7826     0.8     0.108     0.0532
149     -0.01     -0.6494     0.6495     0.9573     0.9581     0.8348     0.9185     0.7826     0.8     0.1073     0.0529
150     -0.0026     -0.6601     0.6601     0.969     0.9649     0.8348     0.9185     0.7826     0.8     0.1091     0.0538
151     -0.0058     -0.6569     0.657     0.9665     0.9624     0.8348     0.9185     0.7826     0.8     0.1085     0.0535
152     0.0024     -0.6515     0.6515     0.969     0.9649     0.8348     0.9185     0.7826     0.8     0.1076     0.0531
153     -0.0031     -0.6556     0.6557     0.9642     0.9649     0.8348     0.9185     0.7826     0.8     0.1083     0.0534
154     -0.0058     -0.6791     0.6791     0.9234     0.9202     0.8348     0.9185     0.6609     0.6815     0.1122     0.0553
155     -0.0066     -0.6662     0.6662     0.9594     0.9555     0.8348     0.9185     0.7826     0.8     0.1101     0.0543
156     -0.004     -0.6723     0.6723     0.9619     0.9579     0.8421     0.9104     0.7895     0.791     0.1062     0.0602
157     -0.0125     -0.6676     0.6677     0.9642     0.9602     0.8421     0.9104     0.7895     0.791     0.1054     0.0598
158     -0.0021     -0.6571     0.6571     0.9619     0.9626     0.8421     0.9104     0.7895     0.791     0.1038     0.0588
159     0.0018     -0.6689     0.6689     0.9617     0.9577     0.8421     0.9104     0.7895     0.791     0.1056     0.0599
160     0.0017     -0.6755     0.6755     0.9569     0.9577     0.8421     0.9104     0.7895     0.791     0.1067     0.0605
161     0.0057     -0.6663     0.6663     0.9592     0.9553     0.8421     0.9104     0.7895     0.791     0.1052     0.0597
162     0.0131     -0.6723     0.6725     0.9596     0.9557     0.8421     0.9104     0.7895     0.791     0.1062     0.0602
163     0.0086     -0.6826     0.6827     0.9165     0.918     0.8421     0.9104     0.6491     0.6716     0.1078     0.0611
164     0.0147     -0.6849     0.685     0.9165     0.918     0.8421     0.9104     0.6491     0.6716     0.1082     0.0613
165     0.0152     -0.6796     0.6797     0.9165     0.918     0.8421     0.9104     0.6491     0.6716     0.1073     0.0609
166     0.0171     -0.6826     0.6828     0.9165     0.918     0.8421     0.9104     0.6491     0.6716     0.1078     0.0611
167     0.01     -0.6926     0.6926     0.9187     0.9202     0.8421     0.9104     0.6491     0.6716     0.1094     0.062
168     0.016     -0.6893     0.6895     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716     0.1089     0.0617
169     0.0118     -0.6947     0.6948     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716     0.1097     0.0622
170     0.0104     -0.6916     0.6917     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716     0.1092     0.0619
171     0.011     -0.6826     0.6827     0.9216     0.9231     0.8421     0.9104     0.6491     0.6716     0.1078     0.0611
172     0.0189     -0.6765     0.6767     0.9227     0.9241     0.8421     0.9104     0.6491     0.6716     0.1069     0.0606
173     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0     -0.1579     -0.0896
174     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0     -0.1579     -0.0896
175     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0     -0.1579     -0.0896
176     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0     -0.1579     -0.0896
177     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
178     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
179     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
180     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
181     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
182     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
183     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
184     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
185     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
186     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
187     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0     -0.1652     -0.0815
188     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0     -0.1579     -0.0896
189     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0     -0.1504     -0.0827
190     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0     -0.1504     -0.0827
191     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0     -0.1504     -0.0827
192     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0     -0.1504     -0.0827
193     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0     -0.1504     -0.0827
194     0.0445     -0.7049     0.7063     0.9343     0.9355     0.8496     0.9173     0.6549     0.6767     0.1063     0.0584
195     0.0433     -0.6996     0.701     0.9318     0.933     0.8496     0.9173     0.6549     0.6767     0.1055     0.058
196     0.0406     -0.6964     0.6976     0.9238     0.9252     0.8496     0.9173     0.6549     0.6767     0.105     0.0577
197     0.0419     -0.6882     0.6895     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866     0.1089     0.0515
198     0.0432     -0.6864     0.6877     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866     0.1086     0.0513
199     0.047     -0.6833     0.6849     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866     0.1081     0.0511
200     0.0537     -0.6893     0.6914     0.926     0.9274     0.8421     0.9254     0.6667     0.6866     0.1092     0.0516
201     0.0594     -0.6932     0.6957     0.9234     0.9249     0.8421     0.9254     0.6667     0.6866     0.1098     0.0519
202     0.0631     -0.697     0.6999     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767     0.1053     0.0579
203     0.0685     -0.6878     0.6912     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767     0.104     0.0572
204     0.073     -0.6868     0.6906     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767     0.1039     0.0571
205     0.0754     -0.6876     0.6917     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767     0.1041     0.0572
206     0.0757     -0.6845     0.6887     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767     0.1036     0.057
207     0.0705     -0.6869     0.6905     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767     0.1039     0.0571
208     0.0738     -0.6852     0.6892     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818     0.0985     0.0627
209     0.0732     -0.6777     0.6816     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818     0.0974     0.062
210     0.0765     -0.6728     0.6771     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818     0.0967     0.0616
211     0.0723     -0.6743     0.6782     0.9282     0.9296     0.8571     0.9091     0.6607     0.6818     0.0969     0.0617
212     0.0763     -0.6863     0.6905     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818     0.0986     0.0628
213     0.0774     -0.6799     0.6843     0.9333     0.9346     0.8571     0.9091     0.6607     0.6818     0.0978     0.0622
214     0.0674     -0.6759     0.6792     0.9333     0.9346     0.8571     0.9091     0.6607     0.6818     0.097     0.0617
215     0.0751     -0.6685     0.6727     0.9333     0.9346     0.8649     0.916     0.6667     0.687     0.0909     0.0565
216     0.0704     -0.6556     0.6593     0.9336     0.9349     0.8649     0.916     0.6667     0.687     0.0891     0.0554
217     0.0757     -0.6603     0.6646     0.9308     0.9321     0.8649     0.916     0.6667     0.687     0.0898     0.0558
218     0.0795     -0.655     0.6598     0.9333     0.9346     0.8571     0.9242     0.6786     0.697     0.0943     0.05
219     0.0757     -0.6432     0.6476     0.9333     0.9346     0.8649     0.9313     0.6847     0.7023     0.0875     0.0445
220     0.087     -0.6628     0.6685     0.9311     0.9324     0.8649     0.9313     0.6847     0.7023     0.0903     0.0459
221     0.0881     -0.6707     0.6765     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923     0.0861     0.052
222     0.0993     -0.6629     0.6703     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923     0.0853     0.0516
223     0.1076     -0.6659     0.6745     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923     0.0858     0.0519
224     0.1023     -0.6796     0.6872     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923     0.0875     0.0529
225     0.097     -0.6865     0.6933     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923     0.0882     0.0533
226     0.0977     -0.6696     0.6767     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923     0.0861     0.0521
227     0.0981     -0.6666     0.6738     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923     0.0858     0.0518
