# 2017-01-16 22:57:57.881992
# CT_x4
#  path: ../data_final/CT_x4/
#  thresholds: -433.0, 332.0
#  dc-average: 0.945 (radius = 4)
#  dc-average (opti): 0.9453 (bestRadius: 4.04)
# MR_x4
#  path: ../data_final/MR_x4/
#  thresholds: 684.2, 2078.0
#  dc-average: 0.8295 (radius = 2)
#  dc-average (opti): 0.8707 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.7076
#  dc-average (CT-COM, opti): 0.7229
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM  warpDC  warpDC_opti
228     0.0825     -0.6531     0.6583     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923     0.0838     0.0506
229     0.0799     -0.6385     0.6435     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923     0.0819     0.0495
230     0.0791     -0.6302     0.6352     0.9286     0.9299     0.8727     0.9231     0.6727     0.6923     0.0808     0.0489
231     0.0857     -0.6489     0.6545     0.9359     0.9371     0.8649     0.9313     0.6847     0.7023     0.0884     0.045
232     0.0934     -0.6196     0.6266     0.9384     0.9395     0.8649     0.9313     0.6847     0.7023     0.0847     0.043
233     0.0894     -0.6138     0.6203     0.9384     0.9395     0.8649     0.9313     0.6847     0.7023     0.0838     0.0426
234     0.0923     -0.6105     0.6174     0.9362     0.9374     0.8571     0.9394     0.7143     0.7273     0.0882     0.0374
235     0.0876     -0.6058     0.6121     0.9384     0.9395     0.8468     0.855     0.7207     0.7328     0.0938     0.0888
236     0.0934     -0.5693     0.5769     0.9359     0.9371     0.8468     0.855     0.7207     0.7328     0.0884     0.0837
237     0.0943     -0.5495     0.5576     0.9359     0.9371     0.8468     0.855     0.7207     0.7328     0.0854     0.0809
238     0.0963     -0.5409     0.5494     0.9362     0.9374     0.8393     0.8636     0.7321     0.7424     0.0883     0.0749
239     0.1116     -0.5496     0.5608     0.9406     0.9417     0.8393     0.8636     0.7321     0.7424     0.0901     0.0765
240     0.1168     -0.5311     0.5438     0.9409     0.942     0.8393     0.8636     0.7321     0.7424     0.0874     0.0742
241     0.1182     -0.5045     0.5181     0.9336     0.9349     0.8393     0.8636     0.7321     0.7424     0.0833     0.0707
242     0.1273     -0.4759     0.4927     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424     0.0792     0.0672
243     0.1197     -0.4524     0.468     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424     0.0752     0.0638
244     0.1095     -0.429     0.4427     0.9406     0.9417     0.8421     0.8806     0.7544     0.7612     0.0699     0.0529
245     0.1057     -0.3965     0.4103     0.9381     0.9393     0.8496     0.8872     0.7611     0.7669     0.0617     0.0463
246     0.1143     -0.3553     0.3733     0.9336     0.9349     0.8496     0.8872     0.7611     0.7669     0.0562     0.0421
247     0.1153     -0.3427     0.3616     0.9359     0.9371     0.8496     0.8872     0.7611     0.7669     0.0544     0.0408
248     0.1175     -0.3333     0.3534     0.9359     0.9371     0.8496     0.8872     0.7611     0.7669     0.0532     0.0399
249     0.1171     -0.3394     0.359     0.9336     0.9349     0.8496     0.8872     0.7611     0.7669     0.054     0.0405
250     0.116     -0.327     0.347     0.9359     0.9371     0.8348     0.9037     0.7826     0.7852     0.0573     0.0334
251     0.1162     -0.3354     0.3549     0.9384     0.9395     0.8276     0.9118     0.7759     0.7941     0.0612     0.0313
252     0.1122     -0.3294     0.348     0.9384     0.9395     0.8205     0.9051     0.7692     0.7883     0.0625     0.033
253     0.0955     -0.3437     0.3567     0.9409     0.942     0.8205     0.9051     0.7692     0.7883     0.064     0.0338
254     0.1079     -0.348     0.3643     0.9409     0.942     0.8348     0.8889     0.7652     0.7704     0.0602     0.0405
255     0.1012     -0.3788     0.3921     0.9431     0.9442     0.8421     0.8806     0.7544     0.7612     0.0619     0.0468
256     0.1015     -0.3898     0.4028     0.9384     0.9395     0.8421     0.8806     0.7544     0.7612     0.0636     0.0481
257     0.1143     -0.4013     0.4173     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612     0.0659     0.0498
258     0.1227     -0.4399     0.4567     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612     0.0721     0.0545
259     0.1237     -0.4691     0.4851     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424     0.078     0.0661
260     0.1278     -0.4714     0.4885     0.9406     0.9417     0.8393     0.8636     0.7321     0.7424     0.0785     0.0666
261     0.1332     -0.464     0.4828     0.9336     0.9349     0.8496     0.8722     0.7434     0.7519     0.0726     0.0617
262     0.1307     -0.491     0.5081     0.9359     0.9371     0.8496     0.8722     0.7434     0.7519     0.0764     0.0649
263     0.1306     -0.4998     0.5166     0.9406     0.9417     0.8496     0.8722     0.7434     0.7519     0.0777     0.066
264     0.1419     -0.5009     0.5207     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612     0.0822     0.0622
265     0.1331     -0.4911     0.5088     0.9406     0.9417     0.8421     0.8806     0.7544     0.7612     0.0803     0.0608
266     0.1253     -0.5204     0.5353     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612     0.0845     0.0639
267     0.1293     -0.5343     0.5497     0.9431     0.9442     0.8496     0.8722     0.7434     0.7519     0.0827     0.0703
268     0.1217     -0.5369     0.5505     0.9431     0.9442     0.8496     0.8722     0.7434     0.7519     0.0828     0.0704
269     0.1299     -0.5338     0.5494     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424     0.0883     0.0749
270     0.1174     -0.5592     0.5714     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424     0.0918     0.0779
271     0.1141     -0.5745     0.5858     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424     0.0941     0.0799
272     0.119     -0.5496     0.5624     0.9431     0.9442     0.8468     0.855     0.7207     0.7328     0.0861     0.0816
273     0.125     -0.5639     0.5776     0.9406     0.9417     0.8364     0.8462     0.7091     0.7231     0.0945     0.0889
274     0.1093     -0.5785     0.5887     0.9431     0.9442     0.844     0.8372     0.6972     0.7132     0.0918     0.0958
275     0.11     -0.5859     0.5962     0.9431     0.9442     0.844     0.8372     0.6972     0.7132     0.093     0.097
276     0.1192     -0.6145     0.6259     0.9406     0.9417     0.844     0.8372     0.6972     0.7132     0.0976     0.1019
277     0.1133     -0.6202     0.6304     0.9431     0.9442     0.8411     0.8346     0.6916     0.7087     0.1002     0.1042
278     0.1294     -0.6292     0.6424     0.9431     0.9442     0.8411     0.8346     0.6916     0.7087     0.1021     0.1062
279     0.1321     -0.6441     0.6575     0.9403     0.9415     0.8411     0.8346     0.6916     0.7087     0.1045     0.1087
280     0.125     -0.6129     0.6255     0.9431     0.9442     0.8519     0.8438     0.7037     0.7188     0.0927     0.0977
281     0.1233     -0.6011     0.6136     0.9429     0.9439     0.844     0.8372     0.6972     0.7132     0.0957     0.0999
282     0.1166     -0.58     0.5916     0.9454     0.9464     0.8468     0.855     0.7207     0.7328     0.0906     0.0858
283     0.1158     -0.5413     0.5536     0.9431     0.9442     0.8348     0.8889     0.7652     0.7704     0.0915     0.0615
284     0.1091     -0.5057     0.5173     0.9431     0.9442     0.8348     0.8889     0.7652     0.7704     0.0855     0.0575
285     0.0892     -0.4943     0.5023     0.9454     0.9464     0.8276     0.8971     0.7759     0.7794     0.0866     0.0517
286     0.0809     -0.4849     0.4916     0.9454     0.9464     0.8276     0.8971     0.7759     0.7794     0.0848     0.0506
287     0.092     -0.4929     0.5014     0.9431     0.9442     0.8276     0.8971     0.7759     0.7794     0.0864     0.0516
288     0.0965     -0.515     0.524     0.9409     0.942     0.8348     0.8889     0.7652     0.7704     0.0866     0.0582
289     0.0951     -0.5346     0.543     0.9409     0.942     0.8348     0.8889     0.7652     0.7704     0.0897     0.0603
290     0.0926     -0.5334     0.5414     0.9431     0.9442     0.8348     0.8889     0.7652     0.7704     0.0895     0.0602
291     0.0875     -0.5549     0.5618     0.9454     0.9464     0.8348     0.8889     0.7652     0.7704     0.0928     0.0624
292     0.0915     -0.5752     0.5824     0.9409     0.942     0.8348     0.8889     0.7652     0.7704     0.0962     0.0647
293     0.1053     -0.5844     0.5938     0.9409     0.942     0.8468     0.855     0.7207     0.7328     0.0909     0.0861
294     0.1004     -0.5935     0.6019     0.9431     0.9442     0.8519     0.8438     0.7037     0.7188     0.0892     0.0941
295     0.1062     -0.6115     0.6207     0.9454     0.9464     0.8491     0.8254     0.6981     0.7143     0.0937     0.1084
296     0.1224     -0.5975     0.61     0.9431     0.9442     0.8654     0.8226     0.7115     0.7258     0.0821     0.1082
297     0.1268     -0.6206     0.6335     0.9454     0.9464     0.84     0.7833     0.7     0.6833     0.1014     0.1372
298     0.1254     -0.6558     0.6677     0.9454     0.9464     0.8     0.7478     0.6737     0.6435     0.1335     0.1684
299     0.142     -0.6977     0.712     0.9454     0.9464     0.9111     0.7455     0.6444     0.6182     0.0633     0.1812
300     0.1743     -0.753     0.7729     0.9454     0.9464     0.8471     0.6857     0.6118     0.5905     0.1182     0.2429
301     0.1973     -0.8945     0.916     0.9454     0.9464     0.775     0.62     0.55     0.54     0.2061     0.3481
302     0.2104     -1.0714     1.0919     0.9454     0.9464     0.6197     0.4835     0.4507     0.4176     0.4152     0.5639
303     0.3221     -1.3608     1.3984     0.9454     0.9464     0.4688     0.3571     0.2812     0.2857     0.7429     0.899
304     0.3895     -1.7911     1.833     0.9454     0.9464     0.2182     0.16     0.0727     0.1067     1.4331     1.5397
305     -1.0     -1.0     -1.0     0.9454     0.9464     -1.0     -1.0     0.0     0.0     -2.0     -2.0
306     -1.0     -1.0     -1.0     0.9454     0.9464     -1.0     -1.0     0.0     0.0     -2.0     -2.0
307     0.3937     -2.0407     2.0784     0.9454     0.9464     0.1154     0.0833     0.0385     0.0278     1.8386     1.9052
308     0.3535     -1.9692     2.0007     0.9454     0.9464     0.2182     0.16     0.0364     0.08     1.5642     1.6806
309     0.2769     -1.9504     1.9699     0.9431     0.9442     0.3103     0.2308     0.069     0.1026     1.3586     1.5153
310     0.1947     -1.938     1.9477     0.9454     0.9464     0.3934     0.2963     0.0984     0.1481     1.1814     1.3706
311     0.2018     -1.9221     1.9327     0.9454     0.9464     0.4923     0.3765     0.1231     0.1882     0.9812     1.2051
312     0.1969     -1.9027     1.9129     0.9454     0.9464     0.6     0.4667     0.1714     0.2222     0.7652     1.0202
313     0.1777     -1.7887     1.7975     0.9454     0.9464     0.6757     0.5319     0.2703     0.2979     0.583     0.8414
314     0.1666     -1.5262     1.5352     0.9431     0.9442     0.8049     0.6471     0.4146     0.4314     0.2996     0.5418
315     0.1468     -1.2738     1.2822     0.9454     0.9464     0.8736     0.7103     0.5057     0.5047     0.1621     0.3715
316     0.1409     -1.0389     1.0484     0.9454     0.9464     0.8352     0.7568     0.5714     0.5586     0.1728     0.255
317     0.1215     -0.8514     0.8601     0.9454     0.9464     0.866     0.8205     0.6598     0.6325     0.1153     0.1544
318     0.1155     -0.7162     0.7255     0.9454     0.9464     0.8713     0.8595     0.7129     0.6777     0.0934     0.1019
319     0.1216     -0.6006     0.6128     0.9454     0.9464     0.8762     0.816     0.7429     0.72     0.0759     0.1128
320     0.1328     -0.5427     0.5587     0.9454     0.9464     0.8704     0.8438     0.7407     0.75     0.0724     0.0873
321     0.1267     -0.5234     0.5385     0.9454     0.9464     0.8545     0.8769     0.7636     0.7692     0.0783     0.0663
322     0.1035     -0.4718     0.483     0.9479     0.9488     0.8468     0.8855     0.7748     0.7786     0.074     0.0553
323     0.0896     -0.4487     0.4575     0.9454     0.9464     0.8496     0.9023     0.7965     0.797     0.0688     0.0447
324     0.0853     -0.3858     0.3951     0.9454     0.9464     0.8421     0.9104     0.7895     0.791     0.0624     0.0354
325     0.0929     -0.3588     0.3707     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0612     0.0302
326     0.0875     -0.3572     0.3678     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0608     0.03
327     0.0835     -0.3614     0.3709     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0613     0.0302
328     0.0848     -0.3569     0.3669     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0606     0.0299
329     0.0805     -0.3276     0.3373     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0557     0.0275
330     0.0754     -0.3271     0.3357     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0555     0.0274
331     0.0735     -0.3248     0.333     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.055     0.0271
332     0.0682     -0.3203     0.3275     0.9454     0.9464     0.8276     0.9265     0.7931     0.8088     0.0565     0.0241
333     0.0956     -0.2977     0.3127     0.9454     0.9464     0.8348     0.9185     0.8     0.8     0.0517     0.0255
334     0.0882     -0.2996     0.3123     0.9479     0.9488     0.8421     0.9104     0.807     0.806     0.0493     0.028
335     0.0868     -0.3115     0.3234     0.9479     0.9488     0.8421     0.9104     0.807     0.806     0.0511     0.029
336     0.0996     -0.3325     0.347     0.9454     0.9464     0.8421     0.9104     0.807     0.806     0.0548     0.0311
337     0.1029     -0.3152     0.3316     0.9454     0.9464     0.8496     0.9173     0.8142     0.812     0.0499     0.0274
338     0.0982     -0.3077     0.323     0.9454     0.9464     0.8496     0.9173     0.8142     0.812     0.0486     0.0267
339     0.0975     -0.3134     0.3282     0.9454     0.9464     0.8496     0.9173     0.8142     0.812     0.0494     0.0271
340     0.0941     -0.3116     0.3255     0.9479     0.9488     0.8496     0.9173     0.8142     0.812     0.049     0.0269
341     0.0891     -0.2941     0.3073     0.9479     0.9488     0.8496     0.9173     0.8142     0.812     0.0462     0.0254
342     0.0999     -0.2716     0.2894     0.9479     0.9488     0.8496     0.9173     0.8142     0.812     0.0435     0.0239
343     0.0925     -0.2618     0.2777     0.9479     0.9488     0.8496     0.9173     0.8142     0.812     0.0418     0.023
344     0.0841     -0.2425     0.2567     0.9479     0.9488     0.8421     0.9254     0.807     0.8209     0.0405     0.0192
345     0.0923     -0.2394     0.2566     0.9454     0.9464     0.8522     0.9333     0.8     0.8296     0.0379     0.0171
346     0.091     -0.242     0.2586     0.9454     0.9464     0.8596     0.9403     0.807     0.8358     0.0363     0.0154
347     0.0917     -0.2511     0.2673     0.9479     0.9488     0.8596     0.9403     0.807     0.8358     0.0375     0.016
348     0.0696     -0.2564     0.2657     0.9479     0.9488     0.8596     0.9403     0.807     0.8358     0.0373     0.0159
349     0.0716     -0.2335     0.2443     0.9479     0.9488     0.8496     0.9323     0.8142     0.8271     0.0368     0.0165
350     0.0738     -0.2349     0.2463     0.9479     0.9488     0.8571     0.9242     0.8214     0.8182     0.0352     0.0187
351     0.0795     -0.2584     0.2703     0.9479     0.9488     0.8571     0.9242     0.8214     0.8182     0.0386     0.0205
352     0.0734     -0.2545     0.2649     0.9454     0.9464     0.8649     0.9313     0.8288     0.8244     0.0358     0.0182
353     0.0913     -0.2458     0.2622     0.9454     0.9464     0.8649     0.9313     0.8288     0.8244     0.0354     0.018
354     0.094     -0.258     0.2746     0.9479     0.9488     0.8649     0.9313     0.8288     0.8244     0.0371     0.0189
355     0.0876     -0.2636     0.2777     0.9479     0.9488     0.8829     0.9466     0.8288     0.8397     0.0325     0.0148
356     0.1005     -0.2447     0.2646     0.9479     0.9488     0.875     0.9545     0.8214     0.8485     0.0331     0.012
357     0.1031     -0.2174     0.2405     0.9479     0.9488     0.875     0.9545     0.8214     0.8485     0.0301     0.0109
358     0.0877     -0.227     0.2434     0.9479     0.9488     0.875     0.9545     0.8214     0.8485     0.0304     0.0111
359     0.0829     -0.2391     0.2531     0.9479     0.9488     0.8214     0.8485     0.8214     0.8485     0.0452     0.0383
360     0.0753     -0.2271     0.2393     0.9479     0.9488     0.8214     0.8485     0.8214     0.8485     0.0427     0.0363
361     0.0736     -0.2265     0.2381     0.9479     0.9488     0.8214     0.8485     0.8214     0.8485     0.0425     0.0361
362     0.0784     -0.2062     0.2207     0.9501     0.9464     0.8214     0.8485     0.8214     0.8485     0.0394     0.0334
363     0.0856     -0.2078     0.2247     0.9501     0.9464     0.8214     0.8485     0.8214     0.8485     0.0401     0.034
364     0.0855     -0.2084     0.2252     0.9454     0.9464     0.8214     0.8485     0.8214     0.8485     0.0402     0.0341
365     0.0836     -0.2219     0.2371     0.9454     0.9464     0.8214     0.8485     0.8214     0.8485     0.0423     0.0359
366     0.0809     -0.2294     0.2432     0.9479     0.9488     0.8214     0.8485     0.8214     0.8485     0.0434     0.0369
367     0.0773     -0.2455     0.2574     0.9479     0.9488     0.8288     0.8397     0.8288     0.8397     0.0441     0.0413
368     0.0684     -0.233     0.2428     0.9501     0.9464     0.8288     0.8397     0.8288     0.8397     0.0416     0.0389
369     0.0579     -0.2206     0.2281     0.9501     0.9464     0.8288     0.8397     0.8288     0.8397     0.039     0.0366
370     0.068     -0.2444     0.2537     0.9454     0.9464     0.8829     0.9466     0.8288     0.8397     0.0297     0.0136
371     0.0711     -0.235     0.2455     0.9501     0.9464     0.8829     0.9466     0.8288     0.8397     0.0287     0.0131
372     0.0756     -0.2538     0.2648     0.9479     0.9488     0.8829     0.9466     0.8288     0.8397     0.031     0.0142
373     0.0761     -0.2472     0.2586     0.9479     0.9488     0.8829     0.9466     0.8288     0.8397     0.0303     0.0138
374     0.0739     -0.2537     0.2642     0.9479     0.9488     0.8288     0.8397     0.8288     0.8397     0.0452     0.0424
375     0.0836     -0.2476     0.2613     0.9479     0.9488     0.8288     0.8397     0.8288     0.8397     0.0447     0.0419
376     0.0761     -0.2237     0.2363     0.9479     0.9488     0.8288     0.8397     0.8288     0.8397     0.0404     0.0379
377     0.0672     -0.2284     0.2381     0.9501     0.9464     0.8288     0.8397     0.8288     0.8397     0.0408     0.0382
378     0.0705     -0.2052     0.217     0.9479     0.9488     0.8288     0.8397     0.8288     0.8397     0.0371     0.0348
379     0.0784     -0.1908     0.2063     0.9479     0.9488     0.8364     0.8462     0.8364     0.8462     0.0338     0.0317
380     0.0711     -0.2033     0.2154     0.9501     0.951     0.8364     0.8462     0.8364     0.8462     0.0352     0.0331
381     0.0729     -0.2142     0.2262     0.9524     0.9486     0.8364     0.8462     0.8364     0.8462     0.037     0.0348
382     0.0811     -0.2022     0.2178     0.9501     0.9464     0.8364     0.8462     0.8364     0.8462     0.0356     0.0335
383     0.0749     -0.2202     0.2326     0.9479     0.9488     0.8364     0.8462     0.8364     0.8462     0.0381     0.0358
384     0.0791     -0.2393     0.252     0.9479     0.9488     0.8364     0.8462     0.8364     0.8462     0.0412     0.0388
385     0.0833     -0.2668     0.2795     0.9504     0.9513     0.8364     0.8462     0.8364     0.8462     0.0457     0.043
386     0.0811     -0.2481     0.261     0.9504     0.9513     0.844     0.8527     0.844     0.8527     0.0407     0.0384
387     0.0735     -0.2683     0.2782     0.9479     0.9488     0.844     0.8527     0.844     0.8527     0.0434     0.041
388     0.0883     -0.2354     0.2514     0.9479     0.9488     0.844     0.8527     0.844     0.8527     0.0392     0.037
389     0.0934     -0.2697     0.2854     0.9501     0.951     0.8991     0.9302     0.844     0.8527     0.0288     0.0199
390     0.0814     -0.2556     0.2682     0.9549     0.951     0.8991     0.9302     0.844     0.8527     0.0271     0.0187
391     0.0984     -0.2537     0.2721     0.9479     0.9488     0.9159     0.9134     0.8224     0.8346     0.0229     0.0236
392     0.0912     -0.2583     0.274     0.9504     0.9513     0.9159     0.9134     0.8224     0.8346     0.023     0.0237
393     0.0917     -0.2557     0.2717     0.9504     0.9513     0.8224     0.8346     0.8224     0.8346     0.0482     0.0449
394     0.0991     -0.261     0.2792     0.9504     0.9513     0.8224     0.8346     0.8224     0.8346     0.0496     0.0462
395     0.1055     -0.2437     0.2655     0.9479     0.9488     0.8224     0.8346     0.8224     0.8346     0.0472     0.0439
