#2016-12-13 10:19:09.712676
#dice_coefficient MR_x100


'''
a = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=10, seeds=[(70, 210, 10)])
b = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=300, seeds=[(70, 210, 10)])
c = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=306, seeds=[(70, 210, 10)])
a.getCentroid()
a.getMask()
a.getDice()
b.getCentroid()
b.getMask()
b.getDice()
c.getCentroid()
c.getMask()
c.getDice()
NAMES  = ['sliceNumber', '(ref=10,low={})'.format(a.lower), '(ref=300,low={})'.format(b.lower), '(ref=306,low={})'.format(c.lower)]
DATA = np.column_stack((sliceNumbers.astype(str), a.dice.astype(str), b.dice.astype(str), c.dice.astype(str)))
text = np.row_stack((NAMES, DATA))
np.savetxt('MR_x100-dice_{}_{}.txt'.format(now.date(), now.time()), text, delimiter="   ", header="#{}\n#dice_coefficient MR_x100\n".format(now), comments="", fmt='%3s')
'''

sliceNumber   (ref=10,low=707.85)   (ref=300,low=557.28)   (ref=306,low=341.5)
  0   0.8814199395770392   0.9104215456674473   0.9223186119873817
  1   0.8864661654135338   0.9164483260553129   0.9230466443613462
  2   0.89395070948469   0.921784472769409   0.928235294117647
  3   0.9017426770485725   0.9252956446495529   0.9305962854349951
  4   0.9066076042820229   0.9250215455328928   0.9319290033157792
  5   0.9131550018321729   0.927262313860252   0.9311015959517321
  6   0.9187613843351549   0.9300599486154725   0.9310277831746648
  7   0.9204504177261169   0.9315849486887116   0.9318578916715201
  8   0.9231884057971015   0.9302193107376816   0.9319107662463627
  9   0.9259125406577521   0.9311717861205916   0.9312415262444316
 10   0.9275675675675675   0.9321985815602837   0.930547494679822
 11   0.9276197335253871   0.9331065759637188   0.9301605726446122
 12   0.9282124910265613   0.9327303561334087   0.9292069632495165
 13   0.9302824454772971   0.9326570865032403   0.9298550724637681
 14   0.9312922748309007   0.9325084364454443   0.9309147047472018
 15   0.9317697228144989   0.9334456613310868   0.9311475409836065
 16   0.9330499468650372   0.934453781512605   0.9323829705259102
 17   0.9361101306036004   0.9329234209055338   0.931306522994035
 18   0.9355860612460402   0.9347098214285714   0.9319492502883506
 19   0.9389473684210526   0.9348189415041783   0.9326424870466321
 20   0.9409710094306671   0.937812326485286   0.9342004590665647
 21   0.942936673625609   0.9406569141595363   0.9372735938989514
 22   0.9456182888811916   0.9439560439560439   0.9389617798060468
 23   0.946969696969697   0.9457236842105263   0.9416003033750474
 24   0.948885077186964   0.9481157837247406   0.943289224952741
 25   0.9518607033117105   0.9515778019586507   0.9449886963074604
 26   0.9527050017012589   0.952819956616052   0.946438639353505
 27   0.9547772866371982   0.9545208446128858   0.9478619654913728
 28   0.954421768707483   0.95569962182604   0.948905109489051
 29   0.9429735234215886   0.9517650229048774   0.9445170932187559
 30   0.948118006103764   0.9490703314470493   0.9450139794967382
 31   0.9502201151371487   0.9510226049515608   0.9471726190476191
 32   0.9522842639593908   0.9543991416309013   0.9484038604305864
 33   0.9550827423167849   0.9570815450643777   0.9491462509279881
 34   0.9578982822499158   0.9595499598178409   0.9486180671489519
 35   0.9579549276824756   0.9595932566229596   0.9487321858226911
 36   0.9583613163196776   0.9599786552828175   0.9493343195266272
 37   0.9537223340040242   0.9554785390562517   0.9447626085350083
 38   0.9574824238366254   0.9573787959509856   0.9455819959417082
 39   0.9595723354493819   0.9592976855546688   0.9463396643924027
 40   0.9602405613097227   0.9598937583001328   0.9472908219683007
 41   0.9612558450233801   0.961211477151966   0.9487840825350037
 42   0.9616538846282094   0.9612320764737121   0.9491525423728814
 43   0.9633821571238349   0.9613142554319025   0.9491525423728814
 44   0.9630615640599002   0.9623342175066313   0.9495581737849779
 45   0.963110667996012   0.9628844114528102   0.9508015478164732
 46   0.9575033200531209   0.9578361177406524   0.9463594470046083
 47   0.9605044805841354   0.9594056778986468   0.9481645452868475
 48   0.9641434262948207   0.9602122015915119   0.9490586932447398
 49   0.9651510122801195   0.9618239660657476   0.9501292944218692
 50   0.9661803713527851   0.9636893718526371   0.9514132643635692
 51   0.967870155680689   0.9653163886682552   0.9526802218114603
 52   0.9688535453943009   0.965845909451946   0.953931544865865
 53   0.9672727272727273   0.9664287602431932   0.955909596146721
 54   0.9683168316831683   0.9680485872722472   0.9566827101073676
 55   0.9677206851119895   0.9693769799366421   0.9576004443621552
 56   0.9664473684210526   0.9704641350210971   0.9591270575180322
 57   0.9639107611548556   0.9692024216899184   0.9602661245610793
 58   0.963302752293578   0.9697448039989477   0.9620861845755502
 59   0.9636661211129296   0.9708278580814718   0.9630177514792899
 60   0.9604187111547269   0.9629434954007884   0.9621002033647624
 61   0.963302752293578   0.9644830307813733   0.9544444444444444
 62   0.9648604269293924   0.9660079051383399   0.9546716003700277
 63   0.9671268902038133   0.9662625197680548   0.9548315438726398
 64   0.9668308702791462   0.9675718428684419   0.9553786335863729
 65   0.9678055190538765   0.9696489839007654   0.9557161385955161
 66   0.9681444991789819   0.9704329461457233   0.9564411492122336
 67   0.9690992767915845   0.9720021130480718   0.9576004443621552
 68   0.9694179546201908   0.9725158562367865   0.9571984435797666
 69   0.9707333114107202   0.9738025932786452   0.9574074074074074
 70   0.9729551451187335   0.9743182419909981   0.9568438599740693
 71   0.9650165016501651   0.9653347446414395   0.9565056450120304
 72   0.965972910472415   0.9655902593965061   0.9516756156267357
 73   0.966996699669967   0.9666666666666667   0.9522575869726129
 74   0.9551155115511551   0.9672131147540983   0.9525217070016626
 75   0.95385629531971   0.9682875264270613   0.952750092284976
 76   0.9542311491603556   0.9587955625990491   0.9526267281105991
 77   0.9549193813754524   0.9590921087358142   0.9524686809137805
 78   0.9552925706771861   0.9585861250329728   0.9530646051905025
 79   0.9562931317778508   0.9583333333333334   0.953133615144275
 80   0.9572086899275839   0.9594309799789252   0.9533773861967695
 81   0.9575518262586377   0.9596625362509886   0.9493577981651377
 82   0.9569220651101611   0.959915611814346   0.9493763756419662
 83   0.9576076240552087   0.9594309799789252   0.9499358151476252
 84   0.9582099374794341   0.9571165482767693   0.9499358151476252
 85   0.9568937150378414   0.9573684210526315   0.9497616428309498
 86   0.9516288252714709   0.9541864139020537   0.9435483870967742
 87   0.9516924088070983   0.9549644456149592   0.9435690729204836
 88   0.9530377668308703   0.9562697576396206   0.9439560439560439
 89   0.9533508541392904   0.956292785676672   0.9443427316001465
 90   0.9553219448094612   0.9568421052631579   0.9441698700347795
 91   0.9553219448094612   0.9581468807580943   0.9438037708218927
 92   0.9563218390804598   0.9583991574512901   0.9441698700347795
 93   0.9566644780039396   0.9584429247764334   0.9445968184311574
 94   0.9576354679802955   0.9581909019195372   0.9444850255661067
 95   0.9573770491803278   0.9582348305752562   0.9443532202152892
 96   0.9576910462446704   0.9582348305752562   0.943857090776522
 97   0.9580327868852458   0.9577316881071147   0.9438775510204082
 98   0.9580327868852458   0.9575026232948584   0.9442622950819672
 99   0.9580602883355177   0.957251507998951   0.943918426802622
100   0.957091385522437   0.9559748427672956   0.9448187943908214
101   0.9549019607843138   0.9549738219895288   0.9446669093556607
102   0.9545603138280484   0.9544502617801047   0.9450509461426492
103   0.953936622018948   0.9542004710808689   0.9445555353572078
104   0.9535947712418301   0.9539508110936682   0.9438692098092643
105   0.9520391517128874   0.9529534762153685   0.9442325158946412
106   0.9510763209393346   0.9519079979090433   0.9442527692028327
107   0.9513866231647634   0.952156862745098   0.9449591280653951
108   0.950766221062928   0.952156862745098   0.9449591280653951
109   0.9510763209393346   0.9526549829976458   0.9447071662422699
110   0.9513866231647634   0.9526549829976458   0.944879024922685
111   0.950766221062928   0.952156862745098   0.9446870451237264
112   0.9510763209393346   0.952156862745098   0.9452229299363057
113   0.9510443864229765   0.95141065830721   0.9450309428467419
114   0.9513548808357819   0.9516592631303893   0.9444949954504095
115   0.9507340946166395   0.9511621833376861   0.9445151901036929
116   0.9513548808357819   0.9511621833376861   0.9450309428467419
117   0.9503916449086162   0.9504175365344467   0.9452229299363057
118   0.9474714518760196   0.9493472584856397   0.9404696886947024
119   0.9474714518760196   0.9495688528873791   0.9399126001456665
120   0.9474371531178583   0.9487983281086729   0.9402550091074682
121   0.9471279373368147   0.9495951945677723   0.940426307159774
122   0.9500489715964741   0.95141065830721   0.9467930029154519
123   0.9494290375203915   0.95141065830721   0.9466205137547823
124   0.9494290375203915   0.9519079979090433   0.9473492439424304
125   0.9494290375203915   0.9519079979090433   0.9476754785779399
126   0.9494290375203915   0.9519331243469175   0.9478482859226842
127   0.9497389033942559   0.9524307370622059   0.9485401459854015
128   0.9503916449086162   0.9526797385620915   0.9492330168005844
129   0.9507340946166395   0.952928870292887   0.9504479795209362
130   0.9507340946166395   0.9526797385620915   0.9510054844606947
131   0.9471279373368147   0.9511111111111111   0.9442311208630463
132   0.9477806788511749   0.950836820083682   0.9455010972933431
133   0.9474371531178583   0.9510855349202197   0.9456541628545289
134   0.9470934030045721   0.9515833551426328   0.9450750640790919
135   0.9474028095393662   0.9513343799058085   0.9458073965580374
136   0.9473684210526315   0.950510604870385   0.9454811562385657
137   0.9473684210526315   0.9502357255107386   0.9461932650073206
138   0.945822454308094   0.9497118910424306   0.9463271661476461
139   0.9455138662316477   0.9491880565741225   0.9465201465201465
140   0.9445893089960886   0.9492146596858638   0.9465201465201465
141   0.9439739413680782   0.948744769874477   0.947098663737873
142   0.9427828348504551   0.9484967320261438   0.947098663737873
143   0.9422077922077922   0.9482758620689655   0.947098663737873
144   0.9409857328145266   0.94679186228482   0.9473106476399561
145   0.9403758911211925   0.9458051068264721   0.947483989021043
146   0.9400712666018789   0.9458051068264721   0.9478308621636463
147   0.9403758911211925   0.9453125   0.948159003480491
148   0.9412909503730132   0.9465170884424733   0.9478899082568807
149   0.9409090909090909   0.946983546617916   0.947503671071953
150   0.9418264543386415   0.9469558400836164   0.9485672299779574
151   0.9424390243902439   0.9464052287581699   0.9486849365458893
152   0.943359375   0.9469003400470835   0.948821796759941
153   0.9433224755700326   0.9476439790575916   0.9485714285714286
154   0.9429781687846204   0.9473684210526315   0.9485714285714286
155   0.9429781687846204   0.9478648152999738   0.9485144860675402
156   0.9432855280312907   0.9473132372214941   0.9482822312523088
157   0.9432855280312907   0.9473132372214941   0.9489644970414202
158   0.9429781687846204   0.9470372312532774   0.9477777777777778
159   0.9426336375488917   0.9472856018882769   0.9475828857195777
160   0.9426336375488917   0.9477827341905012   0.9475634611821382
161   0.9429409846755787   0.9482803885534261   0.9480712166172107
162   0.9432485322896281   0.9495268138801262   0.9484230055658627
163   0.9435562805872757   0.9497500657721653   0.9487560341626439
164   0.9444807315480078   0.9502500658067913   0.9496376138264263
165   0.9447892845475335   0.950750592573084   0.9503255813953488
166   0.9454069957502452   0.950750592573084   0.9504839910647803
167   0.9457161543492478   0.9519788918205805   0.9497019374068555
168   0.9463350785340314   0.9519788918205805   0.9497019374068555
169   0.9459901800327333   0.9522049115394772   0.9498788895099683
170   0.9456806282722513   0.9513742071881607   0.9498602050326188
171   0.9459901800327333   0.951097012952683   0.9496080627099664
172   0.9459547985587946   0.9510711451996826   0.9493552606989348
173   0.9456094364351245   0.9508196721311475   0.9495327102803738
174   0.9459901800327333   0.9502645502645503   0.9495327102803738
175   0.9453712790317305   0.9505683320116309   0.9502617801047121
176   0.9453712790317305   0.9503433703116746   0.9502803738317757
177   0.9457161543492478   0.9500924214417745   0.9510097232610322
178   0.9460255152109912   0.9495909210873581   0.9515434985968194
179   0.946370176586004   0.9496175151675019   0.9509730538922155
180   0.9466448445171849   0.9497885835095138   0.9510410804727069
181   0.9466448445171849   0.9505421846072467   0.950844277673546
182   0.9466098919095971   0.951045250066155   0.950628871785245
183   0.9472304162569649   0.951271186440678   0.9503759398496241
184   0.9478517546736634   0.951523178807947   0.9503386004514672
185   0.9487852921864741   0.9522799575821845   0.9503199096725631
186   0.9500328731097962   0.9517241379310345   0.9497269817360195
187   0.9493421052631579   0.952431570555408   0.9498680738786279
188   0.9499670836076366   0.9507585839765771   0.94947209653092
189   0.9492753623188406   0.9496402877697842   0.9488775702697604
190   0.9488954830201121   0.9496402877697842   0.9484224447383337
191   0.9488617617947872   0.9496134364169555   0.9478063540090772
192   0.9485148514851485   0.9498399146211313   0.9473883421650265
193   0.9488617617947872   0.949586556415044   0.9477668433005298
194   0.9488617617947872   0.9498666666666666   0.9481649640559969
195   0.9488617617947872   0.9501200320085356   0.9493383742911153
196   0.9493087557603687   0.9509333333333333   0.9502929502929502
197   0.9502798814619691   0.9509594882729211   0.9508692365835223
198   0.9499670836076366   0.9510117145899893   0.9514453051199697
199   0.9493754109138725   0.9515441959531417   0.9518231626676743
