#2016-12-13 10:19:09.712676
#dice_coefficient MR_x100


'''
a = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=10, seeds=[(70, 210, 10)])
b = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=300, seeds=[(70, 210, 10)])
c = MR_x100 = Volume(path=pathMR_x100, method="MR", info="x100", ref=306, seeds=[(70, 210, 10)])
a.getCentroid()
a.getMask()
a.getDice()
b.getCentroid()
b.getMask()
b.getDice()
c.getCentroid()
c.getMask()
c.getDice()
NAMES  = ['sliceNumber', '(ref=10,low={})'.format(a.lower), '(ref=300,low={})'.format(b.lower), '(ref=306,low={})'.format(c.lower)]
DATA = np.column_stack((sliceNumbers.astype(str), a.dice.astype(str), b.dice.astype(str), c.dice.astype(str)))
text = np.row_stack((NAMES, DATA))
np.savetxt('MR_x100-dice_{}_{}.txt'.format(now.date(), now.time()), text, delimiter="   ", header="#{}\n#dice_coefficient MR_x100\n".format(now), comments="", fmt='%3s')
'''

sliceNumber   (ref=10,low=707.85)   (ref=300,low=557.28)   (ref=306,low=341.5)
200   0.9496213368455713   0.9514666666666667   0.9515701853953841
201   0.9492084432717678   0.9511869831955188   0.9508818509387446
202   0.948099173553719   0.9511348464619492   0.9504461742927662
203   0.9487264306979821   0.9507758159443552   0.9505703422053232
204   0.9480304534922211   0.9499062416287168   0.9504950495049505
205   0.9482758620689655   0.9498525073746312   0.9506196377502383
206   0.9485903814262023   0.9500537056928035   0.95
207   0.9485220856858186   0.9491798870664157   0.949799580072533
208   0.9494344644045243   0.949435180204411   0.9482132619912096
209   0.949050949050949   0.9494079655543596   0.9472073450650345
210   0.9490169943352216   0.9482758620689655   0.9466028708133971
211   0.94954894754427   0.9465442764578834   0.9460183767228177
212   0.9497991967871486   0.946515397082658   0.9448064392487543
213   0.9494476062939404   0.9473684210526315   0.9448064392487543
214   0.9495152123035774   0.9473684210526315   0.9450507371242581
215   0.9498663101604278   0.9473968168330186   0.9456563337160352
216   0.9505347593582888   0.9476524554776039   0.9462612354178619
217   0.9498663101604278   0.9480204686237543   0.9470666921459966
218   0.9506008010680908   0.9475665501478893   0.9476899579992364
219   0.950033311125916   0.9483593329747176   0.9387755102040817
220   0.9484259879437374   0.9460916442048517   0.9369266055045872
221   0.9486749412948675   0.9456903539583896   0.945635528330781
222   0.948252688172043   0.9458581483486735   0.943367248992129
223   0.9460188933873145   0.9456816947311244   0.9404968226458694
224   0.9465493910690121   0.9426855895196506   0.9387912724464182
225   0.9477611940298507   0.9411764705882353   0.9376934984520123
226   0.9474041398031897   0.9405967697782645   0.9367627151421388
227   0.9446320054017556   0.9408235614944096   0.9379097570381797
228   0.9442204301075269   0.9405698778833107   0.9321023273706482
229   0.9436997319034852   0.9415900486749594   0.9349952061361457
230   0.9426666666666667   0.9413663259817105   0.9367233798508889
231   0.943245934284766   0.9417136717700779   0.9383940492084685
232   0.9421869838123554   0.941711229946524   0.9387366818873668
233   0.9406332453825857   0.9414907827945498   0.9387832699619771
234   0.9416419386745796   0.9412706887346503   0.9403948367501899
235   0.942885440739518   0.9425594442960192   0.9422930903568717
236   0.9444811632518176   0.9443552701979668   0.9375593091668248
237   0.9451783355350066   0.944578313253012   0.9402163598405769
238   0.9471249173826835   0.9451137884872824   0.9414893617021277
239   0.9461157024793388   0.9467202141900937   0.9434320425208808
240   0.94789246598075   0.9441325848703556   0.9430523917995444
241   0.9444998338318378   0.9425349087003222   0.9407744874715261
242   0.9444259567387687   0.9430719656283566   0.9350550702620585
243   0.9456122789456123   0.943010752688172   0.9360409944961093
244   0.9488123118099699   0.9420641336566963   0.9350550702620585
245   0.9473684210526315   0.9404473187819995   0.9321163719338277
246   0.9444444444444444   0.9409862570735651   0.9275803079262498
247   0.9445927903871829   0.9416509814466254   0.9286256643887624
248   0.9454424484364604   0.9420911528150134   0.9286120053020261
249   0.9456233421750663   0.9414281893554426   0.9295295673531079
250   0.9456953642384106   0.9375667022411953   0.9303904923599321
251   0.9436201780415431   0.9361702127659575   0.9313005834744965
252   0.9395532194480947   0.935740839086564   0.9319036869826938
253   0.9427631578947369   0.9364868456019134   0.9314242652599849
254   0.9426121372031663   0.9371002132196162   0.930558183538316
255   0.9404367968232958   0.9377171879176691   0.9281516587677725
256   0.9387619993379676   0.9370479507098848   0.9254752851711027
257   0.9383289124668435   0.9358733565870674   0.933257055682685
258   0.9417249417249417   0.9381720430107527   0.931396904261418
259   0.9402736069402736   0.9374325782092773   0.9289680260386751
260   0.9384768872630529   0.9364566505115778   0.930045871559633
261   0.9372718221042151   0.9369466058492085   0.9307648292962044
262   0.9357615894039735   0.935475234270415   0.9308966304968589
263   0.9346103038309115   0.9339748730286019   0.9319391634980989
264   0.933993399339934   0.9332977588046958   0.9331312748626633
265   0.9337726523887974   0.932410856838744   0.9342155009451796
266   0.9331136738056013   0.9316671098112205   0.934063857925562
267   0.9346103038309115   0.9326231691078561   0.9341408024224073
268   0.9345238095238095   0.9327282434596903   0.9338639378434717
269   0.9347033476963872   0.9325481798715204   0.9329024900209085
270   0.9359016937894388   0.9344438473938743   0.9364293871336125
271   0.9377289377289377   0.9364566505115778   0.9376311272172421
272   0.9375208820581357   0.9382249797680065   0.9381207028265852
273   0.9369127516778524   0.9364005412719891   0.9352242238405519
274   0.936357481381178   0.934676102340773   0.9317176380073091
275   0.9341032608695652   0.9313645064260323   0.9294797687861271
276   0.9343365253077975   0.928787462194116   0.9265842349304482
277   0.9306657468092445   0.9267753523072672   0.9242688359480922
278   0.9297635605006954   0.9251247920133111   0.9219417475728156
279   0.9264705882352942   0.9230769230769231   0.9190661478599221
280   0.9299275112185019   0.9252001104057411   0.9220653645329724
281   0.9299319727891157   0.9253894506695819   0.9242890084550346
282   0.9297950957339604   0.9250743846361915   0.9240458015267176
283   0.9249169435215947   0.9266595289079229   0.9288687097994703
284   0.9250985545335085   0.9272051009564294   0.9303286384976526
285   0.9226770630279402   0.9256721138639958   0.9309185959671397
286   0.9218346253229974   0.9247311827956989   0.9328122091941188
287   0.9241245136186771   0.92534174553102   0.9335324869305451
288   0.924276893077673   0.9259942059520674   0.9344569288389513
289   0.9261920313520575   0.9273831528914708   0.9351574212893553
290   0.9259501965923984   0.9275132275132275   0.9361622230567029
291   0.9262053132174484   0.928590390230953   0.936418359668924
292   0.9299111549851925   0.9321266968325792   0.9378893713422692
293   0.9320843091334895   0.9301450832885545   0.9366704588547592
294   0.9313758962103107   0.9278294149808639   0.9311400153022188
295   0.928044928044928   0.9263274951348346   0.9258973369355461
296   0.9176895306859206   0.9189801699716714   0.9208885424785659
297   0.8952664927320164   0.9130938586326767   0.9157811885084612
298   0.8514928266770065   0.8906064209274673   0.9048187972919156
299   0.8003240178209802   0.8624694376528117   0.8931882305521966
300   0.7314775160599571   0.8210326259106747   0.8796884607501537
301   0.6387867647058824   0.7720224348399868   0.8581575099227073
302   0.5160320641282565   0.7062912756343414   0.8323007904293954
303   0.31225071225071227   0.613263785394933   0.7963003743668795
304   0.08532643826761474   0.497375857892612   0.747766323024055
305   -1.0   0.334675615212528   0.6822565091610414
306   -1.0   0.2800369685767098   0.6440089307864053
307   0.0   0.35818262020291136   0.6816208393632417
308   0.0   0.42887294216969185   0.7153936545240893
309   0.0   0.48944805194805197   0.7474793767186068
310   0.0   0.54609375   0.7793657882983475
311   0.0   0.5965309200603318   0.8038402792930395
312   0.0   0.6336270190895742   0.8280119199659429
313   0.0   0.7080874696286011   0.8503485034850349
314   0.0   0.7802161808057648   0.874180083482409
315   0.0   0.836239103362391   0.8845553822152886
316   0.0   0.8768267223382046   0.9005758157389635
317   0.0   0.8941584731058415   0.9045359650787625
318   0.0   0.9021372328458943   0.9106606606606606
319   0.0   0.90498485265767   0.9118688280231042
320   0.0   0.9115720524017468   0.9166976571216066
321   0.0   0.9123376623376623   0.9203046628274196
322   0.0   0.9168454935622318   0.9242480505012997
323   0.0   0.9213543055185284   0.9281481481481482
324   0.0   0.9219370203757608   0.9307663828211773
325   0.0   0.9255067122927086   0.9337772844987051
326   0.0   0.9268676277850589   0.9361938228222675
327   0.0   0.9280293116985082   0.9361152141802068
328   0.0   0.928234677841802   0.9367508758989489
329   0.0   0.928347280334728   0.9360839933689445
330   0.0   0.9287392325763508   0.9367879456082323
331   0.0   0.9282920469361148   0.9367647058823529
332   0.0   0.9279208951340099   0.9374426710695285
333   0.0   0.9290928050052137   0.9367879456082323
334   0.0   0.9303664921465968   0.9373848987108656
335   0.0   0.9302203567681008   0.9388283126963592
336   0.0   0.9297922692611097   0.9398036673458048
337   0.0   0.9306251648641519   0.9403899721448468
338   0.0   0.9310435931307794   0.939687267311988
339   0.0   0.9292340312748476   0.9397500466330908
340   0.0   0.9304048690129664   0.9409573477370088
341   0.0   0.9323467230443975   0.9391854193788358
342   0.0   0.9344219120358177   0.9409361069836553
343   0.0   0.9369416710457172   0.9427035045429261
344   0.0   0.937319695777603   0.9444855662472242
345   0.0   0.937696335078534   0.9452662721893491
346   0.0   0.9389892642052894   0.9456360946745562
347   0.0   0.9383687385260949   0.9454209065679926
348   0.0   0.9380577427821523   0.945925925925926
349   0.0   0.9368753287743293   0.9456904541241891
350   0.0   0.9360357988944459   0.9450631031922792
351   0.0   0.9348456871537852   0.9450018580453363
352   0.0   0.9353391396146741   0.9458806025664869
353   0.0   0.93608029582673   0.9470938897168405
354   0.0   0.9389373513084853   0.948899664304364
355   0.0   0.9415498545358371   0.9511011571481897
356   0.0   0.9436656969055806   0.9529323870003735
357   0.0   0.9463388844832143   0.954018691588785
358   0.0   0.9484536082474226   0.9560501215634936
359   0.0   0.9497885835095138   0.9588785046728971
360   0.0   0.9507936507936507   0.9597754911131899
361   0.0   0.951045250066155   0.9601496725912068
362   0.0   0.9504898067249139   0.9619921363040629
363   0.0   0.9510193275086047   0.9625468164794008
364   0.0   0.9525827814569536   0.9629352302508424
365   0.0   0.9525576464351975   0.9538634658664666
366   0.0   0.9548592671269251   0.9542213883677299
367   0.0   0.9551128818061089   0.9539733233139207
368   0.0   0.9553429027113237   0.9640639698965193
369   0.0   0.9574241617881852   0.963256076879593
370   0.0   0.9589552238805971   0.9631728045325779
371   0.0   0.9599572877736252   0.9627387932665027
372   0.0   0.9607266898209992   0.9621068586585828
373   0.0   0.9609625668449198   0.9609256449165402
374   0.0   0.9582887700534759   0.9538811918770165
375   0.0   0.9598715890850722   0.9548387096774194
376   0.0   0.9601284452769602   0.9561420163280805
377   0.0   0.9617340112389617   0.9569178212184475
378   0.0   0.9630225080385852   0.9578587699316629
379   0.0   0.9646112600536193   0.958436135889163
380   0.0   0.9634211941904249   0.9566375047546596
381   0.0   0.9630827270277553   0.9516190476190476
382   0.0   0.9622234214786832   0.9502003434459073
383   0.0   0.9602380308358128   0.9487963316774933
384   0.0   0.9538795442213782   0.9467432950191571
385   0.0   0.9532608695652174   0.945308002302821
386   0.0   0.9517579721995094   0.9444977914346072
387   0.0   0.9524590163934427   0.943076923076923
388   0.0   0.9503701672607623   0.9414483821263482
389   0.0   0.9489010989010989   0.9396102643256801
390   0.0   0.9479195370625517   0.9393588258014678
391   0.0   0.9469320066334992   0.9377176015473888
392   0.0   0.9457364341085271   0.9359968968192397
393   0.0   0.9454142421723469   0.9361536968756065
394   0.0   0.9489739323349973   0.9365664403491756
395   0.0   0.949528563505269   0.9405154039914745
