# 2017-01-10 15:29:15.969961
# CT_x100
#  path: ../data_final/CT_x100/
#  thresholds: -457.4, 329.0
# MR_x100
#  path: ../data_final/MR_x100/
#  thresholds: 707.85, 2095.0
# 
sliceNumber   distortionX   distortionY   distortionNorm   dice_CT   dice_MR
  0   -0.111901740174   -1.09293062211   1.09864432106   0.994187708433   0.881419939577
  1   -0.128327987388   -1.09234247279   1.09985460412   0.993246456768   0.886466165414
  2   -0.135596802398   -1.09104105006   1.09943488471   0.992202358311   0.893950709485
  3   -0.153724819557   -1.07986430621   1.09075122736   0.994193241314   0.901742677049
  4   -0.156002952495   -1.04682681314   1.058387121   0.993719071184   0.906607604282
  5   -0.173542507369   -1.04938251724   1.06363559049   0.992106514503   0.913155001832
  6   -0.164437075927   -1.02578347244   1.03887982186   0.991431835491   0.918761384335
  7   -0.189278153274   -1.01562164298   1.03310867821   0.992674341166   0.920450417726
  8   -0.176554928298   -1.01547863762   1.03071262055   0.990768059389   0.923188405797
  9   -0.19348190061   -1.03310212361   1.0510638628   0.983634633682   0.925912540658
 10   -0.200344610561   -1.00910577492   1.02880145216   0.990197011516   0.927567567568
 11   -0.192755816649   -1.02220277874   1.04021792222   0.984983843376   0.927619733525
 12   -0.198282506596   -1.01714377483   1.03629021567   0.986025287575   0.928212491027
 13   -0.213318603967   -1.01690470784   1.03903802222   0.987040213455   0.930282445477
 14   -0.221061087553   -1.01516052852   1.03895086654   0.989445659409   0.931292274831
 15   -0.21944921049   -1.01236421338   1.03587608164   0.98923296808   0.931769722814
 16   -0.214476140064   -1.00061727964   1.02334498336   0.989623988577   0.933049946865
 17   -0.219398340493   -0.977493203351   1.00181265435   0.99180952381   0.936110130604
 18   -0.221709763923   -0.979660175388   1.00443480558   0.988573605028   0.935586061246
 19   -0.226274048132   -0.979799467896   1.00558785899   0.988864566479   0.938947368421
 20   -0.221261746196   -0.975490306451   1.00026901297   0.988776868937   0.940971009431
 21   -0.196167265674   -0.985545053527   1.00487842481   0.99029864942   0.942936673626
 22   -0.192471885645   -0.979250651155   0.997986605396   0.991145387032   0.945618288881
 23   -0.197246094753   -0.967328656322   0.987233888821   0.99076102486   0.94696969697
 24   -0.186215730621   -0.951337874824   0.969391587752   0.991241431835   0.948885077187
 25   -0.179592558985   -0.946488977122   0.963376806372   0.990485252141   0.951860703312
 26   -0.159192083742   -0.931054579691   0.944565905531   0.990673772364   0.952705001701
 27   -0.153435997513   -0.904099087622   0.917026589348   0.989431590974   0.954777286637
 28   -0.143008895907   -0.910602823301   0.92176409461   0.989525804609   0.954421768707
 29   -0.126763363251   -0.917377791214   0.926094467144   0.992105012841   0.942973523422
 30   -0.127960308914   -0.903732088588   0.912746146857   0.991436726927   0.948118006104
 31   -0.123672021871   -0.905145136913   0.913554863087   0.990590248075   0.950220115137
 32   -0.115734118216   -0.896927501036   0.904363493422   0.991155492154   0.952284263959
 33   -0.100787513798   -0.88321912889   0.888951153087   0.99001996008   0.955082742317
 34   -0.112802091677   -0.878992254627   0.886200708407   0.992203841034   0.95789828225
 35   -0.114994094244   -0.868167741702   0.875750460715   0.99371667936   0.957954927682
 36   -0.0997155532091   -0.854000626932   0.859802455424   0.993044306813   0.95836131632
 37   -0.100044683464   -0.837282673532   0.843238527397   0.994376131923   0.953722334004
 38   -0.0922625121233   -0.81085681945   0.816088936815   0.993622084722   0.957482423837
 39   -0.103489681926   -0.804086411972   0.810718861372   0.992867332382   0.959572335449
 40   -0.111924677364   -0.803859910947   0.811614372612   0.992959086584   0.96024056131
 41   -0.10572860612   -0.813277972558   0.820121697554   0.995336442372   0.961255845023
 42   -0.0942592096098   -0.79864524989   0.804188431755   0.992579908676   0.961653884628
 43   -0.105413960983   -0.785996882129   0.793034174476   0.993817178731   0.963382157124
 44   -0.0991258015104   -0.77939217282   0.785670467549   0.992004568818   0.96306156406
 45   -0.089854842405   -0.746525135505   0.75191333985   0.992859183091   0.963110667996
 46   -0.0942419338145   -0.761400731294   0.767210932993   0.992581320145   0.957503320053
 47   -0.0826240788797   -0.76001544957   0.764493441434   0.991545549539   0.960504480584
 48   -0.0809685582902   -0.75905881914   0.763365049204   0.994001713796   0.964143426295
 49   -0.0771952447405   -0.744675323764   0.748665775652   0.992486923443   0.96515101228
 50   -0.0815545589788   -0.741317021622   0.745789563239   0.992763283184   0.966180371353
 51   -0.076540625334   -0.732269654357   0.736258999279   0.992102007803   0.967870155681
 52   -0.0609609611377   -0.723825807453   0.726388352273   0.990675547098   0.968853545394
 53   -0.0762393660192   -0.724598704772   0.728598465472   0.992284979522   0.967272727273
 54   -0.0755040814022   -0.724676502197   0.728599271991   0.988080480595   0.968316831683
 55   -0.0727014982179   -0.704765864972   0.70850577434   0.990972156229   0.967720685112
 56   -0.0898858112033   -0.722453005059   0.72802321637   0.988939740656   0.966447368421
 57   -0.0807277842841   -0.695710664869   0.700378686403   0.993042981035   0.963910761155
 58   -0.0772759960051   -0.68808085422   0.692406557957   0.992085439115   0.963302752294
 59   -0.077508199051   -0.694913351742   0.699222487732   0.989620036187   0.963666121113
 60   -0.0702920163659   -0.693636629267   0.697189171621   0.98942756453   0.960418711155
 61   -0.0783393443392   -0.691872811514   0.696293788701   0.990670220868   0.963302752294
 62   -0.0883045893649   -0.687442439121   0.693090764336   0.99000095229   0.964860426929
 63   -0.0848549057057   -0.667230071943   0.672604136122   0.989918204299   0.967126890204
 64   -0.0744115918752   -0.651279788234   0.655516931565   0.989622012758   0.966830870279
 65   -0.0733978096675   -0.638629960531   0.642833932638   0.990857142857   0.967805519054
 66   -0.0714788821796   -0.64470723043   0.648657570345   0.991622239147   0.968144499179
 67   -0.0559464846594   -0.656542407036   0.658921802176   0.990577710098   0.969099276792
 68   -0.0631420180367   -0.65008137198   0.653140646903   0.992391097584   0.96941795462
 69   -0.0678296232552   -0.639294962348   0.642883276088   0.993814825388   0.970733311411
 70   -0.0614570514804   -0.629154696579   0.632149192362   0.993151987826   0.972955145119
 71   -0.0688978603328   -0.617186578259   0.621020279492   0.993807754597   0.96501650165
 72   -0.0669477586232   -0.626866565912   0.630431355378   0.99353366299   0.965972910472
 73   -0.0618536732209   -0.62162713096   0.624696859954   0.993430448443   0.96699669967
 74   -0.0665156628826   -0.609896858242   0.613513252589   0.9909670058   0.955115511551
 75   -0.0728838749268   -0.607120297178   0.611479447299   0.993904761905   0.95385629532
 76   -0.076295682034   -0.592623687833   0.597514741641   0.992199391172   0.95423114916
 77   -0.0721001009619   -0.582249142673   0.586696249095   0.994393233869   0.954919381375
 78   -0.0741386506875   -0.600445501912   0.605005239888   0.99419766004   0.955292570677
