#2016-12-13 09:14:05.949186


sliceNumber   distortionX   distortionY   distortionNorm   dice_CT   dice_MR
  0   -0.11882981286352301   -1.0795848532028458   1.086104957953047   0.9572953736654805   0.9267399267399268
  1   -0.13503617904328635   -1.0788894854889506   1.087307358362493   0.9579134558387671   0.9306569343065694
  2   -0.14273650617724876   -1.0772994977591637   1.0867142761866313   0.9561611374407583   0.9326047358834244
  3   -0.16150796432656822   -1.0673068419830969   1.079457603375345   0.9572446555819477   0.9289617486338798
  4   -0.1638510919566727   -1.0351016438403526   1.0479897868855375   0.957345971563981   0.8985507246376812
  5   -0.1812379982397445   -1.0381375381093996   1.0538390579390169   0.9578635014836795   0.8989169675090253
  6   -0.1726772423528926   -1.0157789356029383   1.0303515303241113   0.974510966212211   0.9048473967684022
  7   -0.19837752265566078   -1.006564886609489   1.025927147730369   0.9555423829282751   0.9068100358422939
  8   -0.18597659299384528   -1.0079741805573477   1.0249874349531585   0.9751184834123223   0.9107142857142857
  9   -0.20262037077965012   -1.0261567712547688   1.045969757615819   0.9785969084423306   0.9087656529516994
 10   -0.20997855149677846   -1.0028722469204716   1.0246188246035697   0.9780415430267062   0.9087656529516994
 11   -0.2024391491915365   -1.0163664649990132   1.0363312213283855   0.9774881516587678   0.9107142857142857
 12   -0.20861833488706516   -1.0118122780926946   1.0330952016877146   0.9803921568627451   0.9126559714795008
 13   -0.22409250146354687   -1.0126632068797399   1.0371616170010096   0.9791790600832838   0.9145907473309609
 14   -0.23195829066872875   -1.0113779814682253   1.0376367717119033   0.9607609988109393   0.91651865008881
 15   -0.22984972854371133   -1.0093641488712386   1.0352037880234877   0.955952380952381   0.91651865008881
 16   -0.224912637085235   -0.9984168345077613   1.0234363046859014   0.9797859690844233   0.91651865008881
 17   -0.2294324895421891   -0.9763285361240754   1.0029240637793604   0.9583828775267539   0.91651865008881
 18   -0.2321259207579489   -0.9787610347819715   1.0059103371052518   0.9608076009501187   0.9203539823008849
 19   -0.2357149743125575   -0.9798291925806346   1.0077831094776237   0.9596199524940617   0.9203539823008849
 20   -0.23067542402276953   -0.9760093847724676   1.002898534455014   0.9584816132858838   0.9206349206349206
 21   -0.20518890796898326   -0.9854271853929113   1.006563075850142   0.982809721398933   0.9246935201401051
 22   -0.20068671147897277   -0.9797092498813775   1.000052683845894   0.9833729216152018   0.928695652173913
 23   -0.20475051657172028   -0.9678728130444547   0.9892929577566861   0.960190136660725   0.9342560553633218
 24   -0.1928417942185492   -0.951934336284733   0.9712707852063113   0.963841138114997   0.9381443298969072
 25   -0.18516228946603874   -0.9469881256116359   0.9649205063059572   0.9590504451038576   0.9365351629502573
 26   -0.1646584799303339   -0.9314437355510208   0.9458857475986241   0.9827688651218063   0.9383561643835616
 27   -0.15856164652035254   -0.9052374787390285   0.9190194169118725   0.9797859690844233   0.9367521367521368
 28   -0.14746768988634784   -0.9114091847467947   0.9232623796089783   0.9810201660735468   0.9403747870528109
 29   -0.13059335523814042   -0.9178615919015165   0.9271054558788558   0.9858156028368794   0.9421768707482994
 30   -0.13074137379939277   -0.9041021911956584   0.9135064744968934   0.9869668246445498   0.9457627118644067
 31   -0.12629762684188783   -0.9051459299350988   0.9139147908990025   0.9863824748371818   0.9425675675675675
 32   -0.11846645468363093   -0.8972379771188272   0.9050250209080376   0.9845971563981043   0.9443507588532883
 33   -0.10296333054510587   -0.8841113249318191   0.8900866712346822   0.98698224852071   0.9292929292929293
 34   -0.11491347815920872   -0.8796732677711177   0.8871472062142581   0.9620853080568721   0.9326599326599326
 35   -0.11707507195138955   -0.8687707185840914   0.8766237128560586   0.9620403321470937   0.9342327150084317
 36   -0.10213887941677768   -0.8548943951625958   0.8609743187627233   0.9863501483679525   0.936026936026936
 37   -0.10254070483429523   -0.8384256686243106   0.8446728348633192   0.9649851632047478   0.9376053962900506
 38   -0.09502887377014968   -0.8127483545189236   0.8182850204074622   0.9893364928909952   0.9443507588532883
 39   -0.10610297958287873   -0.8059069855018883   0.812861557435893   0.9645390070921985   0.9478991596638655
 40   -0.1141502919068964   -0.8058877359574659   0.8139320193413452   0.9651094027202839   0.9478991596638655
 41   -0.1080805932068083   -0.8155887295512692   0.8227189012044083   0.9656804733727811   0.9496644295302014
 42   -0.09651520477715891   -0.8011940574009699   0.8069864325797589   0.9656804733727811   0.9515859766277128
 43   -0.10755005322316258   -0.7884358155125923   0.7957374247396635   0.9662522202486679   0.9515859766277128
 44   -0.10093504668971409   -0.7810856720779995   0.7875802884632113   0.963841138114997   0.95
 45   -0.09170018179446426   -0.748446384536674   0.7540430451023049   0.9633136094674556   0.95
 46   -0.09620600273313151   -0.7636580992698399   0.7696942818693094   0.9651094027202839   0.95
 47   -0.08465785361482236   -0.7621103668549445   0.7667979938982931   0.9651094027202839   0.9531772575250836
 48   -0.08325617059820534   -0.7610430596394373   0.7655835216147443   0.9656804733727811   0.9547738693467337
 49   -0.07916208332637442   -0.7477505621109017   0.7519292111453986   0.991725768321513   0.9547738693467337
 50   -0.08331713550819675   -0.7446621963561917   0.7493087025727905   0.9656804733727811   0.957983193277311
 51   -0.0781432108432325   -0.7354193668619615   0.7395593326816573   0.9651094027202839   0.9563758389261745
 52   -0.06258909806113166   -0.7272521599123607   0.7299404765412725   0.9934949733885275   0.9581239530988275
 53   -0.07849191407023426   -0.7276148256981294   0.7318362625274374   0.9644549763033176   0.9632107023411371
 54   -0.07771569386178712   -0.7278165135234183   0.7319539646930011   0.9638839550029603   0.9616026711185309
 55   -0.07510570104848568   -0.7081203224029657   0.7120921691256439   0.9680851063829787   0.9634551495016611
 56   -0.09182281519006796   -0.7259592227549518   0.7317432763561297   0.9691211401425178   0.9602649006622517
 57   -0.08323733244171994   -0.6990275731701345   0.7039659093763996   0.9673590504451038   0.9602649006622517
 58   -0.07963339164011352   -0.69171678583335   0.6962855656034586   0.9661721068249258   0.9619834710743802
 59   -0.08016128864531513   -0.6982650377489001   0.7028512610358969   0.966824644549763   0.9619834710743802
 60   -0.07272219645650946   -0.6965712118732164   0.7003570311405323   0.968583283935981   0.9355371900826446
 61   -0.08089283380883483   -0.6949901792819411   0.6996820705577415   0.967397747480735   0.9370860927152318
 62   -0.09099719301417775   -0.6902539792470073   0.6962262886467211   0.968583283935981   0.9370860927152318
 63   -0.08749452539113545   -0.6692644469796463   0.6749594002341117   0.9680851063829787   0.9386401326699834
 64   -0.0768397613684959   -0.6532741911343329   0.6577777114872352   0.9679715302491103   0.9435215946843853
 65   -0.07580438871830175   -0.6407104356392885   0.6451791748700839   0.9644128113879004   0.945273631840796
 66   -0.07381115543575767   -0.6467163530069548   0.6509148392173725   0.9656398104265402   0.9485903814262023
 67   -0.05807874213330333   -0.6584566907020815   0.6610131268122618   0.9657210401891253   0.9519071310116086
 68   -0.06554385824383857   -0.6517680772195433   0.6550554356968187   0.9662522202486679   0.9519071310116086
 69   -0.0706989836359675   -0.641120415719147   0.6450067703048168   0.9663319551092735   0.9534883720930233
 70   -0.06409618598592726   -0.6305557743282435   0.6338051006394894   0.965150620200827   0.9534883720930233
 71   -0.0716568977112928   -0.6183713832121107   0.622509340142994   0.9662921348314607   0.9534883720930233
 72   -0.06982271665163431   -0.6277549771385118   0.6316260943650032   0.9502369668246445   0.9566666666666667
 73   -0.06467314019190074   -0.6226480136364678   0.6259977347784258   0.9526627218934911   0.9582637729549248
 74   -0.06967994835311764   -0.6107594557339731   0.6147214067941282   0.966824644549763   0.9584026622296173
 75   -0.07613195081323365   -0.6078439439735561   0.6125931228474216   0.9691577698695136   0.9584026622296173
 76   -0.0792641400898928   -0.5930809669327282   0.5983542740233831   0.9691943127962085   0.961730449251248
 77   -0.07547484640418922   -0.5823131955662681   0.5871840513589711   0.9680473372781065   0.9634551495016611
 78   -0.07716146811528457   -0.6001722209832039   0.6051120449979638   0.9544648137196925   0.9634551495016611
 79   -0.08435204059418044   -0.6074323144470455   0.6132611869235625   0.955595026642984   0.9618573797678275
 80   -0.07220337030310198   -0.60155530378535   0.6058730149094046   0.9573964497041421   0.9618573797678275
 81   -0.0850972917344146   -0.5914700203280425   0.5975603183004935   0.9537914691943128   0.9618573797678275
 82   -0.07905052011143088   -0.5934846315757447   0.5987261416094048   0.9567279193835211   0.9618573797678275
 83   -0.07212992208626545   -0.5930763645637853   0.5974464828454233   0.9539007092198581   0.9651741293532339
 84   -0.06114240439859131   -0.5842295916467677   0.5874203004420173   0.9567279193835211   0.9683860232945092
 85   -0.06321204326176844   -0.5817530644605924   0.5851772299249329   0.9537366548042705   0.9651741293532339
 86   -0.04998096424097476   -0.6062760152043829   0.6083327242542215   0.9567279193835211   0.9667774086378738
 87   -0.0510085489815566   -0.5960315755701373   0.5982102566370993   0.9555423829282751   0.9651741293532339
 88   -0.05250319892587285   -0.5639729209476414   0.5664115477809967   0.9555423829282751   0.9651741293532339
 89   -0.05653259903668406   -0.5738647402271475   0.5766425884634381   0.957345971563981   0.9651741293532339
 90   -0.05219776727959147   -0.5498929852334591   0.552364827010138   0.9561611374407583   0.9651741293532339
 91   -0.04856130933719616   -0.5633947454704149   0.5654837221248871   0.9566765578635015   0.9667774086378738
 92   -0.05876503448105641   -0.5517418373038829   0.554862491351708   0.9567279193835211   0.9651741293532339
 93   -0.06367829302574002   -0.5553886445835872   0.5590272547336723   0.9567279193835211   0.9667774086378738
 94   -0.05791707978304217   -0.5548259104611226   0.5578406394747598   0.9560570071258907   0.9667774086378738
