# 2017-01-13 18:03:14.757318
# CT_x4
#  path: ../data_final/CT_x4/
#  thresholds: -433.0, 332.0
#  dc-average: 0.945 (radius = 4)
#  dc-average (opti): 0.9453 (bestRadius: 4.04)
# MR_x4
#  path: ../data_final/MR_x4/
#  thresholds: 684.2, 2078.0
#  dc-average: 0.8295 (radius = 2)
#  dc-average (opti): 0.8707 (bestRadius: 2.2)
#  dc-average (CT-COM): 0.7076
#  dc-average (CT-COM, opti): 0.7229
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
 43     -0.1026     -0.7821     0.7888     0.9431     0.9442     0.8496     0.9023     0.6726     0.6917
 44     -0.0953     -0.7742     0.78     0.9454     0.9464     0.8496     0.9023     0.6726     0.6917
 45     -0.0857     -0.7404     0.7453     0.9454     0.9464     0.8571     0.9091     0.6786     0.697
 46     -0.0896     -0.7572     0.7625     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 47     -0.0774     -0.755     0.7589     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 48     -0.0748     -0.7534     0.7571     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 49     -0.0706     -0.7378     0.7412     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 50     -0.0757     -0.7344     0.7383     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 51     -0.0697     -0.7252     0.7285     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 52     -0.0532     -0.7171     0.7191     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077
 53     -0.0692     -0.7194     0.7227     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077
 54     -0.0683     -0.7195     0.7228     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077
 55     -0.0652     -0.7002     0.7032     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077
 56     -0.0833     -0.7184     0.7232     0.9454     0.9464     0.8727     0.9231     0.6909     0.7077
 57     -0.0733     -0.691     0.6949     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 58     -0.0695     -0.6834     0.6869     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 59     -0.0695     -0.6909     0.6943     0.9454     0.9464     0.8649     0.916     0.6847     0.7023
 60     -0.0627     -0.6911     0.6939     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 61     -0.0712     -0.6904     0.694     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 62     -0.0826     -0.6871     0.692     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 63     -0.0785     -0.6668     0.6714     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 64     -0.0684     -0.6511     0.6547     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 65     -0.0675     -0.6386     0.6422     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 66     -0.0654     -0.6458     0.6491     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 67     -0.0497     -0.6594     0.6612     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 68     -0.0573     -0.6528     0.6553     0.9454     0.9464     0.8182     0.8308     0.6909     0.7077
 69     -0.0626     -0.6414     0.6444     0.9479     0.9488     0.8182     0.8308     0.6909     0.7077
 70     -0.0563     -0.6303     0.6328     0.9479     0.9488     0.8182     0.8308     0.6909     0.7077
 71     -0.0639     -0.6198     0.6231     0.9479     0.9488     0.8108     0.8397     0.6847     0.7176
 72     -0.062     -0.6316     0.6347     0.9479     0.9488     0.8108     0.855     0.7027     0.7328
 73     -0.0573     -0.627     0.6296     0.9479     0.9488     0.8108     0.855     0.7027     0.7328
 74     -0.0618     -0.6134     0.6165     0.9479     0.9488     0.8108     0.855     0.7027     0.7328
 75     -0.069     -0.6117     0.6156     0.9454     0.9464     0.8214     0.8636     0.7143     0.7424
 76     -0.073     -0.5974     0.6019     0.9479     0.9488     0.8319     0.8722     0.7257     0.7519
 77     -0.0675     -0.5849     0.5887     0.9479     0.9488     0.8421     0.8806     0.7368     0.7612
 78     -0.07     -0.6042     0.6082     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 79     -0.0785     -0.611     0.616     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 80     -0.0646     -0.6034     0.6069     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 81     -0.0783     -0.5939     0.5991     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 82     -0.0725     -0.5958     0.6002     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 83     -0.0663     -0.5954     0.599     0.9504     0.9513     0.8348     0.8889     0.7478     0.7704
 84     -0.0539     -0.586     0.5885     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 85     -0.0568     -0.5851     0.5878     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 86     -0.0425     -0.6095     0.611     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761
 87     -0.0436     -0.5985     0.6001     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761
 88     -0.0463     -0.5638     0.5657     0.9504     0.9513     0.8348     0.8889     0.7478     0.7704
 89     -0.051     -0.5749     0.5771     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 90     -0.0457     -0.5495     0.5514     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 91     -0.0415     -0.5637     0.5652     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 92     -0.0534     -0.5521     0.5547     0.9479     0.9488     0.8348     0.8889     0.7478     0.7704
 93     -0.0584     -0.5564     0.5595     0.9524     0.9533     0.8348     0.8889     0.7478     0.7704
 94     -0.0524     -0.5551     0.5576     0.9479     0.9488     0.8421     0.8955     0.7544     0.7761
 95     -0.0574     -0.5489     0.5519     0.9504     0.9513     0.8421     0.8955     0.7544     0.7761
 96     -0.0609     -0.5516     0.555     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852
 97     -0.0441     -0.5691     0.5708     0.9549     0.9557     0.8348     0.9037     0.7652     0.7852
 98     -0.0555     -0.574     0.5767     0.9551     0.9559     0.8348     0.9037     0.7652     0.7852
 99     -0.0565     -0.5567     0.5595     0.9526     0.9535     0.8348     0.9037     0.7652     0.7852
100     -0.0619     -0.5715     0.5748     0.9526     0.9535     0.8348     0.9037     0.7652     0.7852
101     -0.0548     -0.5796     0.5822     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852
102     -0.0523     -0.5683     0.5707     0.9504     0.9513     0.8348     0.9037     0.7652     0.7852
103     -0.0466     -0.5588     0.5607     0.9571     0.9533     0.8348     0.9037     0.7652     0.7852
104     -0.0552     -0.5742     0.5768     0.9573     0.9581     0.8348     0.9037     0.7652     0.7852
105     -0.05     -0.5688     0.571     0.9596     0.9557     0.8348     0.9037     0.7652     0.7852
106     -0.0408     -0.572     0.5734     0.9547     0.9508     0.8348     0.9037     0.7652     0.7852
107     -0.0458     -0.5674     0.5692     0.9573     0.9535     0.8348     0.9037     0.7652     0.7852
108     -0.0505     -0.5697     0.5719     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
109     -0.0579     -0.5634     0.5664     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
110     -0.0527     -0.5687     0.5712     0.9569     0.9531     0.8276     0.9118     0.7759     0.7941
111     -0.0414     -0.5755     0.577     0.9594     0.9555     0.8276     0.9118     0.7759     0.7941
112     -0.0472     -0.5707     0.5726     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
113     -0.0612     -0.5585     0.5619     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
114     -0.0554     -0.5674     0.5701     0.9644     0.9604     0.8276     0.9118     0.7759     0.7941
115     -0.0495     -0.5532     0.5554     0.9621     0.9581     0.8276     0.9118     0.7759     0.7941
116     -0.0485     -0.5753     0.5773     0.9596     0.9557     0.8276     0.9118     0.7759     0.7941
117     -0.0476     -0.5733     0.5752     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
118     -0.0442     -0.5664     0.5681     0.9619     0.9579     0.8276     0.9118     0.7759     0.7941
119     -0.0379     -0.5804     0.5817     0.9569     0.9531     0.8348     0.9185     0.7826     0.8
120     -0.0538     -0.5845     0.587     0.9619     0.9579     0.8348     0.9185     0.7826     0.8
121     -0.0337     -0.5798     0.5808     0.9617     0.9577     0.8348     0.9185     0.7826     0.8
122     -0.0479     -0.5878     0.5897     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
123     -0.0407     -0.5955     0.5969     0.9642     0.9602     0.8348     0.9185     0.7826     0.8
124     -0.0324     -0.6059     0.6068     0.9594     0.9555     0.8348     0.9185     0.7826     0.8
125     -0.0368     -0.6205     0.6216     0.9594     0.9555     0.8348     0.9185     0.7826     0.8
126     -0.0217     -0.628     0.6284     0.9644     0.9604     0.8348     0.9185     0.7826     0.8
127     -0.0153     -0.6135     0.6137     0.9594     0.9555     0.8348     0.9185     0.7826     0.8
128     -0.0087     -0.6096     0.6096     0.9642     0.9602     0.8348     0.9185     0.7826     0.8
129     -0.0177     -0.597     0.5973     0.9644     0.9604     0.8348     0.9185     0.7826     0.8
130     -0.0283     -0.6159     0.6165     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
131     -0.0215     -0.6036     0.604     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
132     -0.0266     -0.6119     0.6125     0.9667     0.9673     0.8348     0.9185     0.7826     0.8
133     -0.0199     -0.6062     0.6065     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
134     -0.0192     -0.598     0.5983     0.9714     0.9673     0.8348     0.9185     0.7826     0.8
135     -0.0176     -0.6061     0.6064     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
136     -0.0249     -0.6256     0.6261     0.9691     0.965     0.8348     0.9185     0.7826     0.8
137     -0.0242     -0.6102     0.6107     0.9716     0.9721     0.8348     0.9185     0.7826     0.8
138     -0.0264     -0.6203     0.6209     0.9644     0.965     0.8348     0.9185     0.7826     0.8
139     -0.0238     -0.5998     0.6002     0.9645     0.9652     0.8348     0.9185     0.7826     0.8
140     -0.0161     -0.6013     0.6015     0.969     0.9649     0.8348     0.9185     0.7826     0.8
141     -0.0204     -0.5895     0.5898     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
142     -0.0138     -0.6078     0.608     0.9667     0.9626     0.8348     0.9185     0.7826     0.8
143     -0.0006     -0.6242     0.6242     0.9645     0.9652     0.8348     0.9185     0.7826     0.8
144     -0.0015     -0.6466     0.6466     0.9619     0.9626     0.8348     0.9185     0.7826     0.8
145     -0.0074     -0.6389     0.6389     0.9642     0.9602     0.8348     0.9185     0.7826     0.8
146     0.0001     -0.6338     0.6338     0.9619     0.9579     0.8348     0.9185     0.7826     0.8
147     0.0117     -0.6435     0.6436     0.9619     0.9579     0.8348     0.9185     0.7826     0.8
148     -0.004     -0.6535     0.6535     0.9621     0.9628     0.8348     0.9185     0.7826     0.8
149     -0.01     -0.6494     0.6495     0.9573     0.9581     0.8348     0.9185     0.7826     0.8
150     -0.0026     -0.6601     0.6601     0.969     0.9649     0.8348     0.9185     0.7826     0.8
151     -0.0058     -0.6569     0.657     0.9665     0.9624     0.8348     0.9185     0.7826     0.8
152     0.0024     -0.6515     0.6515     0.969     0.9649     0.8348     0.9185     0.7826     0.8
153     -0.0031     -0.6556     0.6557     0.9642     0.9649     0.8348     0.9185     0.7826     0.8
154     -0.0058     -0.6791     0.6791     0.9234     0.9202     0.8348     0.9185     0.6609     0.6815
155     -0.0066     -0.6662     0.6662     0.9594     0.9555     0.8348     0.9185     0.7826     0.8
156     -0.004     -0.6723     0.6723     0.9619     0.9579     0.8421     0.9104     0.7895     0.791
157     -0.0125     -0.6676     0.6677     0.9642     0.9602     0.8421     0.9104     0.7895     0.791
158     -0.0021     -0.6571     0.6571     0.9619     0.9626     0.8421     0.9104     0.7895     0.791
159     0.0018     -0.6689     0.6689     0.9617     0.9577     0.8421     0.9104     0.7895     0.791
160     0.0017     -0.6755     0.6755     0.9569     0.9577     0.8421     0.9104     0.7895     0.791
161     0.0057     -0.6663     0.6663     0.9592     0.9553     0.8421     0.9104     0.7895     0.791
162     0.0131     -0.6723     0.6725     0.9596     0.9557     0.8421     0.9104     0.7895     0.791
163     0.0086     -0.6826     0.6827     0.9165     0.918     0.8421     0.9104     0.6491     0.6716
164     0.0147     -0.6849     0.685     0.9165     0.918     0.8421     0.9104     0.6491     0.6716
165     0.0152     -0.6796     0.6797     0.9165     0.918     0.8421     0.9104     0.6491     0.6716
166     0.0171     -0.6826     0.6828     0.9165     0.918     0.8421     0.9104     0.6491     0.6716
167     0.01     -0.6926     0.6926     0.9187     0.9202     0.8421     0.9104     0.6491     0.6716
168     0.016     -0.6893     0.6895     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716
169     0.0118     -0.6947     0.6948     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716
170     0.0104     -0.6916     0.6917     0.9212     0.9227     0.8421     0.9104     0.6491     0.6716
171     0.011     -0.6826     0.6827     0.9216     0.9231     0.8421     0.9104     0.6491     0.6716
172     0.0189     -0.6765     0.6767     0.9227     0.9241     0.8421     0.9104     0.6491     0.6716
173     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0
174     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0
175     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0
176     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0
177     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
178     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
179     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
180     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
181     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
182     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
183     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
184     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
185     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
186     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
187     -1.0     -1.0     -1.0     -1.0     -1.0     0.8348     0.9185     -1.0     -1.0
188     -1.0     -1.0     -1.0     -1.0     -1.0     0.8421     0.9104     -1.0     -1.0
189     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0
190     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0
191     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0
192     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0
193     -1.0     -1.0     -1.0     -1.0     -1.0     0.8496     0.9173     -1.0     -1.0
194     0.0445     -0.7049     0.7063     0.9343     0.9355     0.8496     0.9173     0.6549     0.6767
195     0.0433     -0.6996     0.701     0.9318     0.933     0.8496     0.9173     0.6549     0.6767
196     0.0406     -0.6964     0.6976     0.9238     0.9252     0.8496     0.9173     0.6549     0.6767
197     0.0419     -0.6882     0.6895     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866
198     0.0432     -0.6864     0.6877     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866
199     0.047     -0.6833     0.6849     0.9282     0.9296     0.8421     0.9254     0.6667     0.6866
200     0.0537     -0.6893     0.6914     0.926     0.9274     0.8421     0.9254     0.6667     0.6866
201     0.0594     -0.6932     0.6957     0.9234     0.9249     0.8421     0.9254     0.6667     0.6866
202     0.0631     -0.697     0.6999     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767
203     0.0685     -0.6878     0.6912     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767
204     0.073     -0.6868     0.6906     0.9234     0.9249     0.8496     0.9173     0.6549     0.6767
205     0.0754     -0.6876     0.6917     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767
206     0.0757     -0.6845     0.6887     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767
207     0.0705     -0.6869     0.6905     0.9257     0.9271     0.8496     0.9173     0.6549     0.6767
208     0.0738     -0.6852     0.6892     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818
209     0.0732     -0.6777     0.6816     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818
210     0.0765     -0.6728     0.6771     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818
211     0.0723     -0.6743     0.6782     0.9282     0.9296     0.8571     0.9091     0.6607     0.6818
212     0.0763     -0.6863     0.6905     0.9257     0.9271     0.8571     0.9091     0.6607     0.6818
213     0.0774     -0.6799     0.6843     0.9333     0.9346     0.8571     0.9091     0.6607     0.6818
214     0.0674     -0.6759     0.6792     0.9333     0.9346     0.8571     0.9091     0.6607     0.6818
215     0.0751     -0.6685     0.6727     0.9333     0.9346     0.8649     0.916     0.6667     0.687
216     0.0704     -0.6556     0.6593     0.9336     0.9349     0.8649     0.916     0.6667     0.687
217     0.0757     -0.6603     0.6646     0.9308     0.9321     0.8649     0.916     0.6667     0.687
218     0.0795     -0.655     0.6598     0.9333     0.9346     0.8571     0.9242     0.6786     0.697
219     0.0757     -0.6432     0.6476     0.9333     0.9346     0.8649     0.9313     0.6847     0.7023
220     0.087     -0.6628     0.6685     0.9311     0.9324     0.8649     0.9313     0.6847     0.7023
221     0.0881     -0.6707     0.6765     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923
222     0.0993     -0.6629     0.6703     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923
223     0.1076     -0.6659     0.6745     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923
224     0.1023     -0.6796     0.6872     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923
225     0.097     -0.6865     0.6933     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923
226     0.0977     -0.6696     0.6767     0.9311     0.9324     0.8727     0.9231     0.6727     0.6923
227     0.0981     -0.6666     0.6738     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923
228     0.0825     -0.6531     0.6583     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923
229     0.0799     -0.6385     0.6435     0.9333     0.9346     0.8727     0.9231     0.6727     0.6923
230     0.0791     -0.6302     0.6352     0.9286     0.9299     0.8727     0.9231     0.6727     0.6923
231     0.0857     -0.6489     0.6545     0.9359     0.9371     0.8649     0.9313     0.6847     0.7023
232     0.0934     -0.6196     0.6266     0.9384     0.9395     0.8649     0.9313     0.6847     0.7023
233     0.0894     -0.6138     0.6203     0.9384     0.9395     0.8649     0.9313     0.6847     0.7023
234     0.0923     -0.6105     0.6174     0.9362     0.9374     0.8571     0.9394     0.7143     0.7273
235     0.0876     -0.6058     0.6121     0.9384     0.9395     0.8468     0.855     0.7207     0.7328
236     0.0934     -0.5693     0.5769     0.9359     0.9371     0.8468     0.855     0.7207     0.7328
237     0.0943     -0.5495     0.5576     0.9359     0.9371     0.8468     0.855     0.7207     0.7328
238     0.0963     -0.5409     0.5494     0.9362     0.9374     0.8393     0.8636     0.7321     0.7424
239     0.1116     -0.5496     0.5608     0.9406     0.9417     0.8393     0.8636     0.7321     0.7424
240     0.1168     -0.5311     0.5438     0.9409     0.942     0.8393     0.8636     0.7321     0.7424
241     0.1182     -0.5045     0.5181     0.9336     0.9349     0.8393     0.8636     0.7321     0.7424
242     0.1273     -0.4759     0.4927     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424
243     0.1197     -0.4524     0.468     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424
244     0.1095     -0.429     0.4427     0.9406     0.9417     0.8421     0.8806     0.7544     0.7612
245     0.1057     -0.3965     0.4103     0.9381     0.9393     0.8496     0.8872     0.7611     0.7669
246     0.1143     -0.3553     0.3733     0.9336     0.9349     0.8496     0.8872     0.7611     0.7669
247     0.1153     -0.3427     0.3616     0.9359     0.9371     0.8496     0.8872     0.7611     0.7669
248     0.1175     -0.3333     0.3534     0.9359     0.9371     0.8496     0.8872     0.7611     0.7669
249     0.1171     -0.3394     0.359     0.9336     0.9349     0.8496     0.8872     0.7611     0.7669
250     0.116     -0.327     0.347     0.9359     0.9371     0.8348     0.9037     0.7826     0.7852
251     0.1162     -0.3354     0.3549     0.9384     0.9395     0.8276     0.9118     0.7759     0.7941
252     0.1122     -0.3294     0.348     0.9384     0.9395     0.8205     0.9051     0.7692     0.7883
253     0.0955     -0.3437     0.3567     0.9409     0.942     0.8205     0.9051     0.7692     0.7883
254     0.1079     -0.348     0.3643     0.9409     0.942     0.8348     0.8889     0.7652     0.7704
255     0.1012     -0.3788     0.3921     0.9431     0.9442     0.8421     0.8806     0.7544     0.7612
256     0.1015     -0.3898     0.4028     0.9384     0.9395     0.8421     0.8806     0.7544     0.7612
257     0.1143     -0.4013     0.4173     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612
258     0.1227     -0.4399     0.4567     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612
259     0.1237     -0.4691     0.4851     0.9359     0.9371     0.8393     0.8636     0.7321     0.7424
260     0.1278     -0.4714     0.4885     0.9406     0.9417     0.8393     0.8636     0.7321     0.7424
261     0.1332     -0.464     0.4828     0.9336     0.9349     0.8496     0.8722     0.7434     0.7519
262     0.1307     -0.491     0.5081     0.9359     0.9371     0.8496     0.8722     0.7434     0.7519
263     0.1306     -0.4998     0.5166     0.9406     0.9417     0.8496     0.8722     0.7434     0.7519
264     0.1419     -0.5009     0.5207     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612
265     0.1331     -0.4911     0.5088     0.9406     0.9417     0.8421     0.8806     0.7544     0.7612
266     0.1253     -0.5204     0.5353     0.9381     0.9393     0.8421     0.8806     0.7544     0.7612
267     0.1293     -0.5343     0.5497     0.9431     0.9442     0.8496     0.8722     0.7434     0.7519
268     0.1217     -0.5369     0.5505     0.9431     0.9442     0.8496     0.8722     0.7434     0.7519
269     0.1299     -0.5338     0.5494     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424
270     0.1174     -0.5592     0.5714     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424
271     0.1141     -0.5745     0.5858     0.9431     0.9442     0.8393     0.8636     0.7321     0.7424
272     0.119     -0.5496     0.5624     0.9431     0.9442     0.8468     0.855     0.7207     0.7328
273     0.125     -0.5639     0.5776     0.9406     0.9417     0.8364     0.8462     0.7091     0.7231
274     0.1093     -0.5785     0.5887     0.9431     0.9442     0.844     0.8372     0.6972     0.7132
275     0.11     -0.5859     0.5962     0.9431     0.9442     0.844     0.8372     0.6972     0.7132
