# 2017-01-13 18:03:14.757318
# CT_x25
#  path: ../data_final/CT_x25/
#  thresholds: -457.88, 331.0
#  dc-average: 0.9771 (radius = 4)
#  dc-average (opti): 0.9771 (bestRadius: 4.0)
# MR_x25
#  path: ../data_final/MR_x25/
#  thresholds: 705.15, 2087.0
#  dc-average: 0.8943 (radius = 2)
#  dc-average (opti): 0.9145 (bestRadius: 2.12)
#  dc-average (CT-COM): 0.7664
#  dc-average (CT-COM, opti): 0.7715
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
 23     -0.1981     -0.9678     0.9879     0.9699     0.9699     0.9186     0.9162     0.6424     0.6511
 24     -0.187     -0.9517     0.9699     0.9714     0.9714     0.9175     0.9179     0.6454     0.6539
 25     -0.1804     -0.9469     0.9639     0.9684     0.9684     0.9182     0.9239     0.6485     0.6567
 26     -0.1596     -0.9317     0.9453     0.9676     0.9676     0.9185     0.9294     0.6552     0.6631
 27     -0.1539     -0.9041     0.9171     0.9672     0.9672     0.9187     0.9349     0.6619     0.6694
 28     -0.1437     -0.911     0.9222     0.9684     0.9684     0.9231     0.9416     0.6695     0.6765
 29     -0.1272     -0.918     0.9267     0.9707     0.9707     0.9246     0.943     0.6743     0.681
 30     -0.1285     -0.9042     0.9133     0.9711     0.9711     0.9286     0.9441     0.6743     0.6811
 31     -0.1243     -0.9057     0.9141     0.9681     0.9681     0.9303     0.9457     0.6828     0.6891
 32     -0.1162     -0.8971     0.9046     0.9699     0.9699     0.9316     0.9469     0.6838     0.69
 33     -0.1015     -0.883     0.8888     0.9722     0.9722     0.9305     0.9564     0.6922     0.698
 34     -0.1134     -0.8789     0.8861     0.973     0.973     0.9305     0.9564     0.6922     0.698
 35     -0.1156     -0.8681     0.8758     0.9729     0.9729     0.9305     0.9564     0.6922     0.698
 36     -0.1005     -0.8542     0.8601     0.9721     0.9721     0.9279     0.9565     0.6987     0.7041
 37     -0.1009     -0.8371     0.8432     0.9729     0.9729     0.9292     0.9314     0.7054     0.7105
 38     -0.0929     -0.8107     0.816     0.9745     0.9745     0.9279     0.9354     0.7072     0.7122
 39     -0.1042     -0.8043     0.811     0.9726     0.9726     0.9279     0.9354     0.7072     0.7122
 40     -0.1129     -0.804     0.8119     0.9718     0.9718     0.9279     0.9354     0.7072     0.7122
 41     -0.1068     -0.8138     0.8208     0.9737     0.9737     0.9281     0.9382     0.708     0.7156
 42     -0.0952     -0.7992     0.8049     0.9748     0.9748     0.9283     0.9436     0.7117     0.7217
 43     -0.1064     -0.7864     0.7936     0.9756     0.9756     0.9257     0.9464     0.7153     0.7251
 44     -0.1001     -0.7799     0.7863     0.973     0.973     0.9272     0.9504     0.7199     0.7294
 45     -0.0907     -0.7472     0.7527     0.9744     0.9744     0.9246     0.9557     0.7235     0.7328
 46     -0.0951     -0.762     0.7679     0.976     0.976     0.922     0.9584     0.7298     0.7388
 47     -0.0833     -0.7605     0.7651     0.9756     0.9756     0.9222     0.9611     0.7361     0.7447
 48     -0.0816     -0.7594     0.7638     0.9759     0.9759     0.9235     0.9624     0.7371     0.7457
 49     -0.0779     -0.7448     0.7489     0.9794     0.9794     0.9263     0.965     0.7399     0.7484
 50     -0.0823     -0.741     0.7456     0.979     0.979     0.9237     0.9677     0.7406     0.749
 51     -0.0775     -0.7323     0.7364     0.9775     0.9775     0.9237     0.9677     0.7406     0.749
 52     -0.062     -0.724     0.7267     0.9768     0.9768     0.925     0.9689     0.7417     0.75
 53     -0.0768     -0.7244     0.7285     0.976     0.976     0.9224     0.9716     0.7452     0.7533
 54     -0.076     -0.7245     0.7284     0.9767     0.9767     0.9199     0.9742     0.7459     0.7539
 55     -0.073     -0.7044     0.7082     0.9764     0.9764     0.9212     0.9755     0.7469     0.7549
 56     -0.0901     -0.7221     0.7277     0.9832     0.9832     0.9199     0.9742     0.7486     0.7565
 57     -0.081     -0.6955     0.7002     0.979     0.979     0.9161     0.973     0.7538     0.7614
 58     -0.0773     -0.6876     0.692     0.9794     0.9794     0.9174     0.9743     0.7548     0.7624
 59     -0.0772     -0.6946     0.6989     0.9794     0.9794     0.9174     0.9743     0.7548     0.7624
 60     -0.0698     -0.6934     0.6969     0.9794     0.9794     0.9174     0.9357     0.7576     0.765
 61     -0.078     -0.6916     0.696     0.9821     0.9821     0.9174     0.9357     0.7576     0.765
 62     -0.0882     -0.6872     0.6928     0.9832     0.9832     0.9224     0.9406     0.7618     0.769
 63     -0.0848     -0.6671     0.6725     0.9806     0.9806     0.9224     0.9432     0.7645     0.7717
 64     -0.0744     -0.6512     0.6555     0.9813     0.9813     0.9199     0.9459     0.768     0.7749
 65     -0.0734     -0.6385     0.6427     0.9802     0.9802     0.9199     0.951     0.7735     0.7801
 66     -0.0716     -0.6446     0.6485     0.9821     0.9821     0.9199     0.951     0.7735     0.7801
 67     -0.056     -0.6568     0.6592     0.9798     0.9798     0.9199     0.9536     0.7762     0.7827
 68     -0.0634     -0.65     0.6531     0.9795     0.9795     0.9212     0.9548     0.7773     0.7837
 69     -0.068     -0.6395     0.6431     0.9814     0.9814     0.9224     0.9587     0.7812     0.7874
 70     -0.0617     -0.6292     0.6322     0.9814     0.9814     0.9224     0.9587     0.7839     0.79
 71     -0.0689     -0.6171     0.6209     0.9817     0.9817     0.925     0.9637     0.7889     0.7947
 72     -0.0671     -0.6271     0.6306     0.9821     0.9821     0.925     0.9637     0.7917     0.7974
 73     -0.062     -0.6215     0.6246     0.9833     0.9833     0.9237     0.9651     0.7933     0.7989
 74     -0.0663     -0.6098     0.6134     0.9825     0.9825     0.9086     0.938     0.795     0.8005
 75     -0.0727     -0.6069     0.6112     0.9829     0.9829     0.9086     0.938     0.795     0.8005
 76     -0.0761     -0.5923     0.5972     0.9829     0.9829     0.9086     0.938     0.795     0.8005
 77     -0.072     -0.5818     0.5862     0.9836     0.9836     0.9098     0.9392     0.7961     0.8016
 78     -0.0738     -0.6001     0.6046     0.9833     0.9833     0.9098     0.9392     0.7961     0.8016
 79     -0.0812     -0.6075     0.6129     0.9832     0.9832     0.9098     0.9392     0.7961     0.8016
 80     -0.0689     -0.602     0.606     0.9837     0.9837     0.9124     0.939     0.8011     0.8063
 81     -0.0815     -0.5922     0.5977     0.9833     0.9833     0.9098     0.9366     0.8072     0.8121
 82     -0.0757     -0.5945     0.5993     0.9836     0.9836     0.9098     0.9366     0.81     0.8147
 83     -0.0697     -0.5942     0.5983     0.9825     0.9825     0.9086     0.9354     0.8116     0.8163
 84     -0.0583     -0.5855     0.5884     0.9817     0.9817     0.9098     0.9366     0.8128     0.8173
 85     -0.0608     -0.5834     0.5865     0.9805     0.9805     0.9098     0.9366     0.8155     0.82
 86     -0.048     -0.6075     0.6094     0.9661     0.9661     0.8975     0.9225     0.7618     0.769
 87     -0.0492     -0.5975     0.5996     0.9673     0.9673     0.8978     0.9253     0.7652     0.7723
 88     -0.051     -0.565     0.5673     0.981     0.981     0.8978     0.9253     0.8204     0.8246
 89     -0.0555     -0.5752     0.5779     0.9673     0.9673     0.8966     0.9266     0.7669     0.7739
 90     -0.0508     -0.5511     0.5535     0.9813     0.9813     0.8993     0.9292     0.8248     0.8288
 91     -0.0467     -0.5645     0.5664     0.968     0.968     0.9018     0.9316     0.7718     0.7785
 92     -0.0571     -0.5527     0.5557     0.9829     0.9829     0.9018     0.9316     0.8271     0.8309
 93     -0.0624     -0.5564     0.5599     0.971     0.971     0.9018     0.9316     0.7718     0.7785
 94     -0.0567     -0.5559     0.5588     0.9695     0.9695     0.9046     0.9368     0.7801     0.7864
 95     -0.0615     -0.5503     0.5537     0.9691     0.9691     0.9033     0.9356     0.779     0.7853
 96     -0.0655     -0.5526     0.5564     0.9718     0.9718     0.9033     0.9356     0.7818     0.788
 97     -0.0486     -0.569     0.5711     0.9725     0.9725     0.9033     0.9356     0.7818     0.788
 98     -0.0598     -0.5748     0.5779     0.9734     0.9734     0.9023     0.9397     0.7868     0.7927
 99     -0.0596     -0.559     0.5622     0.973     0.973     0.9036     0.9409     0.7879     0.7937
100     -0.0651     -0.5729     0.5766     0.973     0.973     0.9036     0.9409     0.7879     0.7937
101     -0.0586     -0.5797     0.5826     0.9703     0.9703     0.9023     0.9397     0.7868     0.7927
102     -0.0558     -0.5688     0.5715     0.9722     0.9722     0.9023     0.9397     0.7868     0.7927
103     -0.0506     -0.5598     0.5621     0.9726     0.9726     0.9023     0.9397     0.7868     0.7927
104     -0.0591     -0.5765     0.5795     0.9753     0.9753     0.9023     0.9397     0.7868     0.7927
105     -0.0541     -0.5715     0.574     0.9772     0.9772     0.9023     0.9397     0.7868     0.7927
106     -0.0458     -0.5755     0.5773     0.9768     0.9768     0.9023     0.9397     0.7868     0.7927
107     -0.051     -0.5707     0.573     0.9764     0.9764     0.9023     0.9397     0.7868     0.7927
108     -0.055     -0.5722     0.5748     0.9783     0.9783     0.9023     0.9397     0.7868     0.7927
109     -0.0617     -0.5668     0.5702     0.9771     0.9771     0.9011     0.9385     0.7885     0.7943
110     -0.0564     -0.5709     0.5737     0.9764     0.9764     0.9011     0.9385     0.7885     0.7943
111     -0.0462     -0.5797     0.5815     0.976     0.976     0.9011     0.9385     0.7885     0.7943
112     -0.0511     -0.5751     0.5774     0.9779     0.9779     0.9011     0.9385     0.7885     0.7943
113     -0.0651     -0.5624     0.5662     0.9794     0.9794     0.9011     0.9385     0.7885     0.7943
114     -0.0596     -0.5716     0.5747     0.9787     0.9787     0.9011     0.9385     0.7885     0.7943
115     -0.054     -0.558     0.5606     0.9768     0.9768     0.9011     0.9385     0.7885     0.7943
116     -0.0538     -0.58     0.5825     0.9791     0.9791     0.9011     0.9385     0.7885     0.7943
117     -0.052     -0.5786     0.5809     0.9787     0.9787     0.9011     0.9385     0.7885     0.7943
118     -0.0501     -0.5719     0.5741     0.9787     0.9787     0.9011     0.9385     0.7885     0.7943
119     -0.0439     -0.5852     0.5868     0.9768     0.9768     0.9011     0.9385     0.7885     0.7943
120     -0.0583     -0.5884     0.5913     0.9787     0.9787     0.9011     0.9385     0.7885     0.7943
121     -0.0399     -0.584     0.5854     0.979     0.979     0.9011     0.9385     0.7885     0.7943
122     -0.0529     -0.5912     0.5936     0.9779     0.9779     0.9008     0.9383     0.7879     0.7937
123     -0.046     -0.6003     0.6021     0.9809     0.9809     0.9021     0.9395     0.789     0.7948
124     -0.0381     -0.6092     0.6104     0.9821     0.9821     0.9021     0.9395     0.789     0.7948
125     -0.0421     -0.6242     0.6257     0.9813     0.9813     0.9021     0.9395     0.789     0.7948
126     -0.0278     -0.6308     0.6314     0.9817     0.9817     0.9021     0.9395     0.789     0.7948
127     -0.0215     -0.6187     0.619     0.9795     0.9795     0.9021     0.9395     0.789     0.7948
128     -0.0144     -0.6138     0.6139     0.9798     0.9798     0.9036     0.9409     0.7906     0.7963
129     -0.0229     -0.6013     0.6017     0.9806     0.9806     0.9036     0.9409     0.7906     0.7963
130     -0.0332     -0.6197     0.6206     0.9821     0.9821     0.9036     0.9409     0.7906     0.7963
131     -0.0259     -0.608     0.6085     0.9802     0.9802     0.9036     0.9409     0.7906     0.7963
132     -0.0313     -0.6155     0.6163     0.9798     0.9798     0.9023     0.9422     0.7923     0.7979
133     -0.024     -0.6107     0.6112     0.9806     0.9806     0.9023     0.9422     0.7923     0.7979
134     -0.0244     -0.6031     0.6036     0.9829     0.9829     0.9023     0.9422     0.7923     0.7979
135     -0.0232     -0.6106     0.6111     0.981     0.981     0.9036     0.9434     0.7934     0.799
136     -0.0295     -0.6294     0.6301     0.9829     0.9829     0.9023     0.9422     0.795     0.8005
137     -0.0289     -0.6152     0.6159     0.9814     0.9814     0.8996     0.9397     0.7978     0.8031
138     -0.0307     -0.6246     0.6253     0.981     0.981     0.8971     0.9373     0.8011     0.8062
139     -0.0271     -0.6056     0.6062     0.981     0.981     0.8971     0.9373     0.8011     0.8062
140     -0.0212     -0.6066     0.607     0.9821     0.9821     0.8971     0.9373     0.8011     0.8062
141     -0.0231     -0.5946     0.595     0.9813     0.9813     0.8986     0.9386     0.8027     0.8078
142     -0.018     -0.612     0.6123     0.9825     0.9825     0.8974     0.9374     0.8016     0.8067
143     -0.006     -0.6267     0.6267     0.9806     0.9806     0.895     0.9376     0.8022     0.8072
144     -0.0065     -0.6492     0.6492     0.9787     0.9787     0.8937     0.9364     0.8011     0.8062
145     -0.0113     -0.6406     0.6407     0.9791     0.9791     0.8937     0.9364     0.8011     0.8062
146     -0.0045     -0.637     0.637     0.9794     0.9794     0.8937     0.9364     0.8011     0.8062
147     0.0072     -0.6475     0.6476     0.9779     0.9779     0.8937     0.9364     0.8011     0.8062
148     -0.0071     -0.6557     0.6557     0.9772     0.9772     0.895     0.9376     0.8022     0.8072
149     -0.0134     -0.6514     0.6516     0.9787     0.9787     0.895     0.9376     0.8022     0.8072
150     -0.0069     -0.663     0.663     0.9776     0.9776     0.8934     0.9362     0.8005     0.8057
151     -0.0086     -0.6597     0.6597     0.9795     0.9795     0.8959     0.9386     0.8     0.8052
152     -0.0018     -0.6538     0.6538     0.9779     0.9779     0.8984     0.9385     0.7967     0.8021
153     -0.0063     -0.6582     0.6582     0.9775     0.9775     0.8984     0.9385     0.7967     0.8021
154     -0.0096     -0.6811     0.6812     0.9669     0.9669     0.8984     0.9385     0.7418     0.75
155     -0.0105     -0.6692     0.6692     0.9791     0.9791     0.8984     0.9385     0.7967     0.8021
156     -0.0082     -0.6748     0.6749     0.9798     0.9798     0.8984     0.9385     0.7967     0.8021
157     -0.0158     -0.67     0.6702     0.9779     0.9779     0.8984     0.9385     0.7967     0.8021
158     -0.0053     -0.66     0.66     0.9783     0.9783     0.8996     0.9397     0.795     0.8005
159     -0.0013     -0.6714     0.6714     0.9787     0.9787     0.8996     0.9397     0.795     0.8005
160     -0.0016     -0.6787     0.6787     0.9775     0.9775     0.8996     0.9397     0.795     0.8005
161     0.0025     -0.6691     0.6691     0.9767     0.9767     0.8996     0.9397     0.795     0.8005
162     0.0098     -0.6761     0.6761     0.976     0.976     0.8996     0.9397     0.795     0.8005
163     0.0054     -0.6863     0.6864     0.966     0.966     0.8984     0.941     0.7418     0.75
164     0.0112     -0.6889     0.689     0.9664     0.9664     0.8984     0.941     0.7418     0.75
165     0.0116     -0.6842     0.6843     0.9653     0.9653     0.8984     0.941     0.7445     0.7526
166     0.0137     -0.6871     0.6873     0.9653     0.9653     0.8996     0.9422     0.7428     0.751
167     0.0074     -0.6971     0.6972     0.9668     0.9668     0.8996     0.9422     0.7428     0.751
168     0.013     -0.6936     0.6937     0.9684     0.9684     0.8996     0.9422     0.7428     0.751
169     0.0093     -0.6988     0.6988     0.9676     0.9676     0.8996     0.9422     0.7428     0.751
170     0.008     -0.6954     0.6954     0.9669     0.9669     0.9021     0.9395     0.7421     0.7503
171     0.0091     -0.6861     0.6862     0.9682     0.9682     0.9021     0.9395     0.7421     0.7503
172     0.0157     -0.6796     0.6798     0.9676     0.9676     0.9021     0.9395     0.7421     0.7503
173     -1.0     -1.0     -1.0     -1.0     -1.0     0.9021     0.9395     -1.0     -1.0
174     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9409     -1.0     -1.0
175     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9409     -1.0     -1.0
176     -1.0     -1.0     -1.0     -1.0     -1.0     0.8996     0.9397     -1.0     -1.0
177     -1.0     -1.0     -1.0     -1.0     -1.0     0.8984     0.941     -1.0     -1.0
178     -1.0     -1.0     -1.0     -1.0     -1.0     0.8984     0.941     -1.0     -1.0
179     -1.0     -1.0     -1.0     -1.0     -1.0     0.8984     0.941     -1.0     -1.0
180     -1.0     -1.0     -1.0     -1.0     -1.0     0.8984     0.941     -1.0     -1.0
181     -1.0     -1.0     -1.0     -1.0     -1.0     0.8996     0.9397     -1.0     -1.0
182     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
183     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
184     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
185     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
186     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
187     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
188     -1.0     -1.0     -1.0     -1.0     -1.0     0.9008     0.9383     -1.0     -1.0
189     -1.0     -1.0     -1.0     -1.0     -1.0     0.9021     0.9395     -1.0     -1.0
190     -1.0     -1.0     -1.0     -1.0     -1.0     0.9021     0.9395     -1.0     -1.0
191     -1.0     -1.0     -1.0     -1.0     -1.0     0.9033     0.9381     -1.0     -1.0
192     -1.0     -1.0     -1.0     -1.0     -1.0     0.9046     0.9394     -1.0     -1.0
193     -1.0     -1.0     -1.0     -1.0     -1.0     0.9058     0.9406     -1.0     -1.0
194     0.0437     -0.7076     0.7089     0.9651     0.9651     0.9046     0.9394     0.7497     0.7575
195     0.0419     -0.7035     0.7048     0.9661     0.9661     0.9046     0.9394     0.7497     0.7575
196     0.0392     -0.7021     0.7032     0.9689     0.9689     0.9046     0.9394     0.7497     0.7575
197     0.0405     -0.6948     0.696     0.97     0.97     0.9021     0.9395     0.7503     0.7582
198     0.042     -0.6933     0.6946     0.9707     0.9707     0.9033     0.9407     0.7514     0.7592
199     0.0456     -0.6908     0.6923     0.9703     0.9703     0.9021     0.9421     0.7531     0.7608
200     0.0524     -0.6964     0.6983     0.9696     0.9696     0.9046     0.9394     0.7524     0.7602
201     0.0579     -0.7005     0.7029     0.9707     0.9707     0.9058     0.9406     0.7535     0.7612
202     0.0617     -0.705     0.7077     0.9696     0.9696     0.9071     0.9418     0.7545     0.7622
203     0.0674     -0.696     0.6992     0.9699     0.9699     0.9096     0.9416     0.7538     0.7615
204     0.0721     -0.6952     0.6989     0.9691     0.9691     0.9096     0.9416     0.7538     0.7615
205     0.0745     -0.697     0.7009     0.9703     0.9703     0.9109     0.9429     0.7549     0.7625
206     0.0748     -0.6938     0.6978     0.971     0.971     0.9121     0.9441     0.7531     0.7609
207     0.0695     -0.6954     0.6989     0.9707     0.9707     0.9134     0.9427     0.7542     0.7619
208     0.073     -0.6947     0.6985     0.971     0.971     0.916     0.9452     0.7563     0.7639
209     0.0724     -0.6872     0.691     0.9706     0.9706     0.916     0.9452     0.7563     0.7639
210     0.0755     -0.6825     0.6867     0.9699     0.9699     0.9198     0.941     0.7539     0.7617
211     0.0716     -0.6841     0.6878     0.9703     0.9703     0.9211     0.9423     0.7549     0.7627
212     0.0742     -0.6954     0.6994     0.9703     0.9703     0.9211     0.9423     0.7549     0.7627
213     0.0747     -0.6897     0.6938     0.9726     0.9726     0.9198     0.941     0.7595     0.767
214     0.0661     -0.6846     0.6878     0.9707     0.9707     0.9198     0.941     0.7623     0.7696
215     0.0736     -0.6777     0.6817     0.9696     0.9696     0.9198     0.9436     0.7651     0.7723
216     0.069     -0.666     0.6696     0.9719     0.9719     0.9198     0.9436     0.7651     0.7723
217     0.0739     -0.669     0.6731     0.9718     0.9718     0.917     0.9253     0.7679     0.775
218     0.0774     -0.6639     0.6684     0.9704     0.9704     0.9185     0.9293     0.7725     0.7793
219     0.0736     -0.6525     0.6567     0.9708     0.9708     0.9185     0.9293     0.7725     0.7793
220     0.0838     -0.6698     0.6751     0.986     0.986     0.9196     0.9277     0.7701     0.777
221     0.0855     -0.6797     0.6851     0.9882     0.9882     0.9181     0.9263     0.7684     0.7754
222     0.0956     -0.6728     0.6796     0.9886     0.9886     0.925     0.946     0.7666     0.7738
223     0.1041     -0.6769     0.6848     0.9894     0.9894     0.929     0.9444     0.7642     0.7715
224     0.0996     -0.6894     0.6966     0.9897     0.9897     0.929     0.9444     0.7642     0.7715
225     0.0928     -0.6968     0.703     0.9901     0.9901     0.9316     0.9469     0.7607     0.7682
226     0.0932     -0.6799     0.6863     0.9878     0.9878     0.9316     0.9469     0.7607     0.7682
227     0.0939     -0.6774     0.6839     0.9878     0.9878     0.929     0.9444     0.7642     0.7715
228     0.0798     -0.6639     0.6687     0.9707     0.9707     0.9165     0.9275     0.7694     0.7764
229     0.0776     -0.6497     0.6544     0.9714     0.9714     0.914     0.9277     0.7701     0.777
230     0.0772     -0.6395     0.6442     0.9699     0.9699     0.916     0.9295     0.7759     0.7825
231     0.0827     -0.6562     0.6614     0.9711     0.9711     0.9147     0.9309     0.7776     0.7841
232     0.0906     -0.6269     0.6334     0.9897     0.9897     0.9121     0.9311     0.781     0.7873
233     0.0878     -0.6205     0.6267     0.992     0.992     0.9096     0.9339     0.7844     0.7905
234     0.0911     -0.6149     0.6216     0.9901     0.9901     0.9033     0.9356     0.7928     0.7984
235     0.0855     -0.6075     0.6135     0.9886     0.9886     0.9061     0.9381     0.7956     0.801
236     0.0917     -0.5709     0.5783     0.9905     0.9905     0.9073     0.9419     0.8022     0.8073
237     0.093     -0.5497     0.5575     0.9905     0.9905     0.9073     0.9419     0.8077     0.8126
238     0.093     -0.5405     0.5484     0.9913     0.9913     0.9086     0.9432     0.8116     0.8163
239     0.1078     -0.5491     0.5596     0.9943     0.9943     0.9111     0.9456     0.8139     0.8184
240     0.1114     -0.5292     0.5408     0.9939     0.9939     0.9136     0.9455     0.8217     0.8259
241     0.1142     -0.5011     0.514     0.9928     0.9928     0.916     0.9269     0.8263     0.8302
242     0.1219     -0.4719     0.4874     0.992     0.992     0.9173     0.9307     0.8303     0.834
243     0.1135     -0.4501     0.4642     0.9932     0.9932     0.916     0.9295     0.8319     0.8355
244     0.1037     -0.4268     0.4393     0.9939     0.9939     0.9198     0.9358     0.8383     0.8415
245     0.1001     -0.3966     0.4091     0.9939     0.9939     0.9239     0.9423     0.8507     0.8533
246     0.1084     -0.3564     0.3725     0.9916     0.9916     0.9201     0.9438     0.8583     0.8606
247     0.1091     -0.343     0.3599     0.9905     0.9905     0.9175     0.9439     0.8615     0.8636
248     0.112     -0.3344     0.3526     0.9901     0.9901     0.9136     0.9455     0.8607     0.8654
249     0.1111     -0.339     0.3567     0.9901     0.9901     0.9098     0.9444     0.8655     0.8699
250     0.1102     -0.3276     0.3456     0.9912     0.9912     0.9061     0.9433     0.8674     0.8743
251     0.1099     -0.3356     0.3532     0.9924     0.9924     0.9061     0.9433     0.8674     0.8743
252     0.1077     -0.3295     0.3466     0.9928     0.9928     0.9048     0.9241     0.8717     0.8784
253     0.092     -0.3404     0.3526     0.97     0.97     0.9048     0.9447     0.8717     0.8732
254     0.1036     -0.3456     0.3608     0.9935     0.9935     0.9048     0.9447     0.8634     0.8706
255     0.0975     -0.3751     0.3876     0.9723     0.9723     0.9048     0.9421     0.8634     0.8654
256     0.0981     -0.3871     0.3993     0.9712     0.9712     0.9086     0.9432     0.856     0.8583
257     0.1102     -0.3993     0.4142     0.9912     0.9912     0.9111     0.9404     0.8472     0.85
258     0.118     -0.4361     0.4517     0.992     0.992     0.9175     0.9361     0.8392     0.8424
259     0.1179     -0.4658     0.4805     0.9928     0.9928     0.916     0.9321     0.8347     0.8382
260     0.1231     -0.4674     0.4833     0.9943     0.9943     0.9147     0.9309     0.8336     0.8371
261     0.1273     -0.46     0.4773     0.9943     0.9943     0.9147     0.9309     0.8336     0.8371
262     0.1263     -0.4858     0.5019     0.9935     0.9935     0.9134     0.9297     0.8324     0.836
263     0.1264     -0.4952     0.5111     0.9958     0.9958     0.9109     0.9273     0.8301     0.8338
264     0.1369     -0.4963     0.5148     0.9928     0.9928     0.9096     0.9261     0.8289     0.8327
265     0.1293     -0.4872     0.5041     0.9928     0.9928     0.9096     0.9261     0.8289     0.8327
266     0.1219     -0.5165     0.5307     0.9931     0.9931     0.9083     0.9249     0.8278     0.8316
267     0.1253     -0.5292     0.5438     0.9935     0.9935     0.9083     0.9249     0.8278     0.8316
268     0.1176     -0.5317     0.5446     0.9943     0.9943     0.9081     0.9247     0.8245     0.8285
269     0.1266     -0.5287     0.5437     0.9954     0.9954     0.9081     0.9247     0.8245     0.8285
270     0.1149     -0.5536     0.5654     0.9932     0.9932     0.9162     0.9427     0.8212     0.8254
271     0.1106     -0.57     0.5806     0.9734     0.9734     0.9201     0.9412     0.8191     0.8234
272     0.1144     -0.5462     0.558     0.992     0.992     0.9201     0.9412     0.8191     0.8234
273     0.1199     -0.5614     0.574     0.9939     0.9939     0.9224     0.9435     0.8152     0.8198
274     0.1041     -0.5769     0.5863     0.9714     0.9714     0.9233     0.9392     0.8125     0.8172
275     0.1047     -0.5847     0.594     0.9722     0.9722     0.9229     0.9362     0.8086     0.8135
276     0.114     -0.6127     0.6233     0.9695     0.9695     0.9266     0.9344     0.8     0.8054
277     0.1083     -0.6201     0.6295     0.9699     0.9699     0.9186     0.9243     0.8023     0.7995
