# 2017-01-13 18:03:14.757318
# CT_x25
#  path: ../data_final/CT_x25/
#  thresholds: -457.88, 331.0
#  dc-average: 0.9771 (radius = 4)
#  dc-average (opti): 0.9771 (bestRadius: 4.0)
# MR_x25
#  path: ../data_final/MR_x25/
#  thresholds: 705.15, 2087.0
#  dc-average: 0.8943 (radius = 2)
#  dc-average (opti): 0.9145 (bestRadius: 2.12)
#  dc-average (CT-COM): 0.7664
#  dc-average (CT-COM, opti): 0.7715
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  dc_CT  dc_CT_opti  dc_MR  dc_MR_opti  dc_MR_CT-COM  dc_MR_opti_CT-COM
278     0.123     -0.6314     0.6432     0.9962     0.9962     0.9226     0.9281     0.7912     0.7917
279     0.1266     -0.6471     0.6593     0.9951     0.9951     0.9188     0.9191     0.7858     0.7838
280     0.1199     -0.6142     0.6258     0.9951     0.9951     0.9199     0.9256     0.7977     0.7978
281     0.1182     -0.5985     0.6101     0.9958     0.9958     0.9185     0.9321     0.8126     0.8146
282     0.1118     -0.5741     0.5849     0.9715     0.9715     0.9196     0.9356     0.8237     0.8278
283     0.1132     -0.5377     0.5495     0.9745     0.9745     0.9038     0.9259     0.834     0.8375
284     0.1068     -0.5051     0.5163     0.9734     0.9734     0.8996     0.9243     0.8446     0.8475
285     0.088     -0.4946     0.5023     0.973     0.973     0.891     0.9237     0.8501     0.8527
286     0.0812     -0.4853     0.4921     0.9752     0.9752     0.8889     0.9241     0.8564     0.8586
287     0.0916     -0.4928     0.5012     0.9745     0.9745     0.8925     0.925     0.8517     0.8542
288     0.0961     -0.5139     0.5228     0.9753     0.9753     0.8922     0.9248     0.8458     0.8486
289     0.0948     -0.5335     0.5418     0.9753     0.9753     0.8959     0.9233     0.8411     0.8442
290     0.0931     -0.533     0.5411     0.9764     0.9764     0.8984     0.9256     0.8379     0.8411
291     0.0882     -0.5536     0.5606     0.976     0.976     0.9006     0.9253     0.8315     0.8351
292     0.0917     -0.5708     0.5781     0.9787     0.9787     0.9073     0.9368     0.8271     0.8309
293     0.1025     -0.581     0.59     0.9756     0.9756     0.9144     0.9359     0.8191     0.8234
294     0.0973     -0.5923     0.6003     0.9764     0.9764     0.9182     0.9319     0.8149     0.8168
295     0.1034     -0.612     0.6207     0.9764     0.9764     0.9199     0.9201     0.8012     0.7955
296     0.1177     -0.6023     0.6137     0.9753     0.9753     0.9299     0.9068     0.7927     0.7845
297     0.1287     -0.6252     0.6383     0.9753     0.9753     0.9279     0.8841     0.7806     0.7699
298     0.1347     -0.6649     0.6784     0.973     0.973     0.8926     0.828     0.7504     0.7349
299     0.154     -0.7011     0.7178     0.9608     0.9608     0.8596     0.7893     0.6781     0.6667
300     0.1747     -0.7607     0.7805     0.973     0.973     0.7824     0.7145     0.6691     0.6508
301     0.1948     -0.8919     0.9129     0.9623     0.9623     0.6864     0.6225     0.5444     0.5302
302     0.2445     -1.0743     1.1018     0.9635     0.9635     0.5647     0.5078     0.4397     0.4286
303     0.3226     -1.3844     1.4215     0.9737     0.9737     0.3636     0.3224     0.3145     0.2998
304     0.3924     -1.8096     1.8516     0.9742     0.9742     0.1026     0.0893     0.0798     0.0767
305     -1.0     -1.0     -1.0     0.9761     0.9761     -1.0     -1.0     0.0     0.0
306     -1.0     -1.0     -1.0     0.976     0.976     -1.0     -1.0     0.0     0.0
307     0.3938     -1.9921     2.0307     0.9783     0.9783     0.0526     0.0457     0.0292     0.0314
308     0.3591     -1.9938     2.0258     0.9655     0.9655     0.1551     0.1356     0.0499     0.0499
309     0.308     -1.9668     1.9907     0.9791     0.9791     0.2611     0.2299     0.1305     0.1371
310     0.2394     -1.9546     1.9692     0.9647     0.9647     0.3392     0.3002     0.1247     0.1315
311     0.2108     -1.933     1.9444     0.9814     0.9814     0.4181     0.3721     0.209     0.2213
312     0.191     -1.9059     1.9154     0.9788     0.9788     0.4864     0.435     0.2455     0.2583
313     0.1811     -1.8012     1.8103     0.9662     0.9662     0.5769     0.5192     0.2778     0.2874
314     0.1705     -1.5404     1.5498     0.9799     0.9799     0.6941     0.6299     0.4667     0.4655
315     0.1513     -1.2809     1.2898     0.9667     0.9667     0.7824     0.7145     0.5229     0.5179
316     0.1468     -1.0485     1.0587     0.9666     0.9666     0.8596     0.7893     0.6062     0.5994
317     0.1328     -0.8562     0.8665     0.9655     0.9655     0.9058     0.8473     0.6688     0.6616
318     0.1228     -0.7199     0.7303     0.9655     0.9655     0.8986     0.8773     0.7176     0.7078
319     0.1225     -0.5992     0.6116     0.965     0.965     0.9072     0.9056     0.7635     0.7571
320     0.1292     -0.5434     0.5585     0.9677     0.9677     0.9029     0.8962     0.7765     0.7722
321     0.12     -0.525     0.5385     0.9674     0.9674     0.9059     0.9098     0.7931     0.788
322     0.1013     -0.4745     0.4852     0.9681     0.9681     0.9047     0.9192     0.8023     0.8022
323     0.0908     -0.452     0.461     0.9685     0.9685     0.9073     0.9241     0.8174     0.8191
324     0.0882     -0.3909     0.4007     0.9692     0.9692     0.9015     0.9159     0.8294     0.8331
325     0.0961     -0.3619     0.3744     0.9799     0.9799     0.8968     0.9217     0.8831     0.8892
326     0.0904     -0.3602     0.3714     0.9673     0.9673     0.8974     0.9246     0.8399     0.8457
327     0.0869     -0.3656     0.3758     0.9688     0.9688     0.895     0.9248     0.8431     0.8486
328     0.0876     -0.3615     0.372     0.97     0.97     0.8965     0.9288     0.8474     0.8527
329     0.0837     -0.3322     0.3426     0.9697     0.9697     0.8977     0.9299     0.8486     0.8538
330     0.0783     -0.3315     0.3406     0.9697     0.9697     0.8977     0.9299     0.8486     0.8538
331     0.0774     -0.3293     0.3382     0.9704     0.9704     0.8965     0.9288     0.8501     0.8553
332     0.0726     -0.325     0.333     0.97     0.97     0.8995     0.9289     0.856     0.8608
333     0.0983     -0.3037     0.3192     0.9696     0.9696     0.9004     0.9299     0.854     0.859
334     0.0919     -0.3073     0.3208     0.9724     0.9724     0.9014     0.9309     0.8521     0.8571
335     0.0903     -0.3193     0.3318     0.9742     0.9742     0.9014     0.9309     0.8521     0.8571
336     0.1023     -0.3381     0.3533     0.9708     0.9708     0.9026     0.9296     0.8532     0.8583
337     0.1064     -0.3212     0.3384     0.9697     0.9697     0.9038     0.9282     0.8516     0.8568
338     0.102     -0.3156     0.3317     0.9716     0.9716     0.9051     0.9294     0.8501     0.8553
339     0.1011     -0.3222     0.3377     0.9731     0.9731     0.9061     0.9304     0.8508     0.856
340     0.0981     -0.3184     0.3332     0.9712     0.9712     0.9088     0.933     0.8536     0.8586
341     0.0934     -0.3003     0.3145     0.9715     0.9715     0.9078     0.9345     0.8583     0.8631
342     0.1037     -0.2788     0.2975     0.9723     0.9723     0.9093     0.9359     0.8599     0.8646
343     0.0976     -0.2689     0.286     0.9711     0.9711     0.9083     0.9349     0.8618     0.869
344     0.0906     -0.2502     0.2661     0.9711     0.9711     0.9083     0.9349     0.8646     0.8716
345     0.0979     -0.2456     0.2644     0.97     0.97     0.9074     0.9364     0.8692     0.876
346     0.0969     -0.2485     0.2667     0.9715     0.9715     0.9074     0.9364     0.8692     0.876
347     0.097     -0.2583     0.2759     0.9735     0.9735     0.9098     0.9388     0.8716     0.8782
348     0.0762     -0.2632     0.274     0.9753     0.9753     0.9108     0.9373     0.8697     0.8765
349     0.0775     -0.2422     0.2543     0.9761     0.9761     0.9121     0.9359     0.8709     0.8776
350     0.0798     -0.2428     0.2556     0.9739     0.9739     0.9121     0.9359     0.8709     0.8776
351     0.0844     -0.2653     0.2784     0.973     0.973     0.9144     0.9381     0.8702     0.8743
352     0.078     -0.2609     0.2723     0.9742     0.9742     0.9156     0.9394     0.8714     0.8755
353     0.0951     -0.2514     0.2688     0.9719     0.9719     0.9169     0.9406     0.8726     0.8766
354     0.0979     -0.2644     0.282     0.9779     0.9779     0.9184     0.9419     0.8741     0.8807
355     0.0915     -0.2678     0.283     0.9761     0.9761     0.9199     0.9433     0.8757     0.8822
356     0.1043     -0.249     0.2699     0.9726     0.9726     0.9212     0.9445     0.8769     0.8834
357     0.1069     -0.2236     0.2479     0.9746     0.9746     0.9212     0.9445     0.8769     0.8834
358     0.0931     -0.2327     0.2506     0.9765     0.9765     0.9212     0.9471     0.8769     0.8834
359     0.0889     -0.2432     0.259     0.9775     0.9775     0.9129     0.9265     0.8769     0.8834
360     0.083     -0.2314     0.2459     0.9767     0.9767     0.9129     0.9265     0.8769     0.8834
361     0.081     -0.2301     0.2439     0.9764     0.9764     0.9154     0.9288     0.8793     0.8857
362     0.0857     -0.2109     0.2276     0.9745     0.9745     0.9169     0.9302     0.8809     0.8871
363     0.092     -0.2121     0.2312     0.9742     0.9742     0.9194     0.9301     0.8806     0.8868
364     0.0919     -0.2123     0.2314     0.9741     0.9741     0.9194     0.9301     0.8806     0.8868
365     0.0899     -0.2248     0.2421     0.9759     0.9759     0.9194     0.9301     0.8806     0.8868
366     0.087     -0.2316     0.2474     0.9756     0.9756     0.9194     0.9301     0.8806     0.8868
367     0.0847     -0.2481     0.2621     0.9794     0.9794     0.9179     0.9287     0.879     0.8854
368     0.0761     -0.2366     0.2485     0.9787     0.9787     0.9192     0.9299     0.8802     0.8865
369     0.0662     -0.2252     0.2347     0.9779     0.9779     0.9231     0.9257     0.8755     0.8821
370     0.0763     -0.2467     0.2582     0.9763     0.9763     0.9315     0.9544     0.8755     0.8821
371     0.0799     -0.2388     0.2518     0.9764     0.9764     0.9315     0.9544     0.8755     0.8821
372     0.0828     -0.2565     0.2695     0.9772     0.9772     0.9315     0.9544     0.8755     0.8821
373     0.0834     -0.25     0.2636     0.9794     0.9794     0.9341     0.9569     0.878     0.8845
374     0.0811     -0.2547     0.2673     0.9805     0.9805     0.9257     0.9281     0.878     0.8845
375     0.0899     -0.25     0.2657     0.9809     0.9809     0.9257     0.9281     0.878     0.8845
376     0.0834     -0.2262     0.2411     0.9794     0.9794     0.927     0.9293     0.8792     0.8856
377     0.0754     -0.2311     0.2431     0.9806     0.9806     0.9283     0.9305     0.8805     0.8868
378     0.0791     -0.2074     0.222     0.9782     0.9782     0.9285     0.9333     0.8836     0.8898
379     0.0865     -0.195     0.2134     0.9802     0.9802     0.9311     0.9358     0.8861     0.8921
380     0.0788     -0.2073     0.2217     0.9795     0.9795     0.9309     0.933     0.8829     0.8892
381     0.0816     -0.2181     0.2329     0.9809     0.9809     0.9309     0.933     0.8829     0.8892
382     0.0889     -0.2063     0.2247     0.9787     0.9787     0.8955     0.9105     0.8842     0.8904
383     0.0828     -0.2243     0.2391     0.9813     0.9813     0.8952     0.9103     0.8867     0.8928
384     0.0859     -0.2414     0.2563     0.9806     0.9806     0.899     0.9086     0.8819     0.8883
385     0.0896     -0.2676     0.2822     0.9821     0.9821     0.9003     0.9072     0.8803     0.8868
386     0.0872     -0.2498     0.2646     0.9821     0.9821     0.9003     0.9072     0.8803     0.8868
387     0.0799     -0.2694     0.281     0.9825     0.9825     0.9041     0.9055     0.8784     0.885
388     0.0945     -0.2378     0.2559     0.9791     0.9791     0.9052     0.9064     0.8793     0.8859
389     0.0993     -0.2706     0.2883     0.9821     0.9821     0.9104     0.9086     0.8815     0.888
390     0.0881     -0.2575     0.2721     0.9829     0.9829     0.907     0.9027     0.8779     0.8819
391     0.1044     -0.2546     0.2752     0.9783     0.9783     0.9067     0.8997     0.8776     0.8788
392     0.0967     -0.2599     0.2773     0.984     0.984     0.9067     0.8997     0.8776     0.8788
393     0.0967     -0.2559     0.2735     0.9817     0.9817     0.9051     0.8982     0.8759     0.8772
394     0.1036     -0.2627     0.2824     0.9833     0.9833     0.9062     0.8992     0.8768     0.8781
395     0.1101     -0.2452     0.2688     0.981     0.981     0.9062     0.8992     0.8768     0.8781
