# 2017-01-17 14:59:40.310514
# CT_x25
#  path: ../data_final/CT_x25/
#  thresholds: -457.88, 331.0
#  DC-average: 0.9771 (radius = 4)
#  DC-average (opti): 0.9771 (bestRadius: 4.0)
# MR_x25
#  path: ../data_final/MR_x25/
#  thresholds: 705.15, 2087.0
#  DC-average: 0.8943 (radius = 2)
#  DC-average (opti): 0.9145 (bestRadius: 2.16)
#  DC-average (CT-COM): 0.7664
#  DC-average (CT-COM, opti): 0.7715
# 
# sliceNr  warp_X  warp_Y  warpMagnitude  DC_CT  DC_CT_opti  DC_MR  DC_MR_opti  DC_MR_CT-COM  DC_MR_opti_CT-COM  warpDC  warpDC_opti
205     0.0745     -0.697     0.7009     0.9703     0.9703     0.9109     0.9429     0.7549     0.7625     0.0625     0.0401
206     0.0748     -0.6938     0.6978     0.971     0.971     0.9121     0.9441     0.7531     0.7609     0.0613     0.039
207     0.0695     -0.6954     0.6989     0.9707     0.9707     0.9134     0.9427     0.7542     0.7619     0.0605     0.04
208     0.073     -0.6947     0.6985     0.971     0.971     0.916     0.9452     0.7563     0.7639     0.0587     0.0383
209     0.0724     -0.6872     0.691     0.9706     0.9706     0.916     0.9452     0.7563     0.7639     0.0581     0.0379
210     0.0755     -0.6825     0.6867     0.9699     0.9699     0.9198     0.941     0.7539     0.7617     0.0551     0.0405
211     0.0716     -0.6841     0.6878     0.9703     0.9703     0.9211     0.9423     0.7549     0.7627     0.0543     0.0397
212     0.0742     -0.6954     0.6994     0.9703     0.9703     0.9211     0.9423     0.7549     0.7627     0.0552     0.0404
213     0.0747     -0.6897     0.6938     0.9726     0.9726     0.9198     0.941     0.7595     0.767     0.0556     0.0409
214     0.0661     -0.6846     0.6878     0.9707     0.9707     0.9198     0.941     0.7623     0.7696     0.0551     0.0406
215     0.0736     -0.6777     0.6817     0.9696     0.9696     0.9198     0.9436     0.7651     0.7723     0.0547     0.0384
216     0.069     -0.666     0.6696     0.9719     0.9719     0.9198     0.9436     0.7651     0.7723     0.0537     0.0377
217     0.0739     -0.669     0.6731     0.9718     0.9718     0.917     0.9253     0.7679     0.775     0.0559     0.0503
218     0.0774     -0.6639     0.6684     0.9704     0.9704     0.9185     0.9293     0.7725     0.7793     0.0545     0.0472
219     0.0736     -0.6525     0.6567     0.9708     0.9708     0.9185     0.9293     0.7725     0.7793     0.0535     0.0464
220     0.0838     -0.6698     0.6751     0.986     0.986     0.9196     0.9277     0.7701     0.777     0.0543     0.0488
221     0.0855     -0.6797     0.6851     0.9882     0.9882     0.9181     0.9263     0.7684     0.7754     0.0561     0.0505
222     0.0956     -0.6728     0.6796     0.9886     0.9886     0.925     0.946     0.7666     0.7738     0.0509     0.0367
223     0.1041     -0.6769     0.6848     0.9894     0.9894     0.929     0.9444     0.7642     0.7715     0.0486     0.038
224     0.0996     -0.6894     0.6966     0.9897     0.9897     0.929     0.9444     0.7642     0.7715     0.0495     0.0387
225     0.0928     -0.6968     0.703     0.9901     0.9901     0.9316     0.9469     0.7607     0.7682     0.0481     0.0373
226     0.0932     -0.6799     0.6863     0.9878     0.9878     0.9316     0.9469     0.7607     0.7682     0.0469     0.0364
227     0.0939     -0.6774     0.6839     0.9878     0.9878     0.929     0.9444     0.7642     0.7715     0.0486     0.038
228     0.0798     -0.6639     0.6687     0.9707     0.9707     0.9165     0.9275     0.7694     0.7764     0.0558     0.0485
229     0.0776     -0.6497     0.6544     0.9714     0.9714     0.914     0.9277     0.7701     0.777     0.0563     0.0473
230     0.0772     -0.6395     0.6442     0.9699     0.9699     0.916     0.9295     0.7759     0.7825     0.0541     0.0454
231     0.0827     -0.6562     0.6614     0.9711     0.9711     0.9147     0.9309     0.7776     0.7841     0.0564     0.0457
232     0.0906     -0.6269     0.6334     0.9897     0.9897     0.9121     0.9311     0.781     0.7873     0.0557     0.0437
233     0.0878     -0.6205     0.6267     0.992     0.992     0.9096     0.9339     0.7844     0.7905     0.0567     0.0415
234     0.0911     -0.6149     0.6216     0.9901     0.9901     0.9033     0.9356     0.7928     0.7984     0.0601     0.0401
235     0.0855     -0.6075     0.6135     0.9886     0.9886     0.9061     0.9381     0.7956     0.801     0.0576     0.0379
236     0.0917     -0.5709     0.5783     0.9905     0.9905     0.9073     0.9419     0.8022     0.8073     0.0536     0.0336
237     0.093     -0.5497     0.5575     0.9905     0.9905     0.9073     0.9419     0.8077     0.8126     0.0517     0.0324
238     0.093     -0.5405     0.5484     0.9913     0.9913     0.9086     0.9432     0.8116     0.8163     0.0501     0.0312
239     0.1078     -0.5491     0.5596     0.9943     0.9943     0.9111     0.9456     0.8139     0.8184     0.0497     0.0304
240     0.1114     -0.5292     0.5408     0.9939     0.9939     0.9136     0.9455     0.8217     0.8259     0.0467     0.0295
241     0.1142     -0.5011     0.514     0.9928     0.9928     0.916     0.9269     0.8263     0.8302     0.0432     0.0376
242     0.1219     -0.4719     0.4874     0.992     0.992     0.9173     0.9307     0.8303     0.834     0.0403     0.0338
243     0.1135     -0.4501     0.4642     0.9932     0.9932     0.916     0.9295     0.8319     0.8355     0.039     0.0327
244     0.1037     -0.4268     0.4393     0.9939     0.9939     0.9198     0.9358     0.8383     0.8415     0.0352     0.0282
245     0.1001     -0.3966     0.4091     0.9939     0.9939     0.9239     0.9423     0.8507     0.8533     0.0311     0.0236
246     0.1084     -0.3564     0.3725     0.9916     0.9916     0.9201     0.9438     0.8583     0.8606     0.0298     0.0209
247     0.1091     -0.343     0.3599     0.9905     0.9905     0.9175     0.9439     0.8615     0.8636     0.0297     0.0202
248     0.112     -0.3344     0.3526     0.9901     0.9901     0.9136     0.9455     0.8607     0.8654     0.0304     0.0192
249     0.1111     -0.339     0.3567     0.9901     0.9901     0.9098     0.9444     0.8655     0.8699     0.0322     0.0198
250     0.1102     -0.3276     0.3456     0.9912     0.9912     0.9061     0.9433     0.8674     0.8743     0.0325     0.0196
251     0.1099     -0.3356     0.3532     0.9924     0.9924     0.9061     0.9433     0.8674     0.8743     0.0332     0.02
252     0.1077     -0.3295     0.3466     0.9928     0.9928     0.9048     0.9241     0.8717     0.8784     0.033     0.0263
253     0.092     -0.3404     0.3526     0.97     0.97     0.9048     0.9447     0.8717     0.8732     0.0336     0.0195
254     0.1036     -0.3456     0.3608     0.9935     0.9935     0.9048     0.9447     0.8634     0.8706     0.0343     0.02
255     0.0975     -0.3751     0.3876     0.9723     0.9723     0.9048     0.9421     0.8634     0.8654     0.0369     0.0224
256     0.0981     -0.3871     0.3993     0.9712     0.9712     0.9086     0.9432     0.856     0.8583     0.0365     0.0227
257     0.1102     -0.3993     0.4142     0.9912     0.9912     0.9111     0.9404     0.8472     0.85     0.0368     0.0247
258     0.118     -0.4361     0.4517     0.992     0.992     0.9175     0.9361     0.8392     0.8424     0.0373     0.0289
259     0.1179     -0.4658     0.4805     0.9928     0.9928     0.916     0.9321     0.8347     0.8382     0.0404     0.0326
260     0.1231     -0.4674     0.4833     0.9943     0.9943     0.9147     0.9309     0.8336     0.8371     0.0412     0.0334
261     0.1273     -0.46     0.4773     0.9943     0.9943     0.9147     0.9309     0.8336     0.8371     0.0407     0.033
262     0.1263     -0.4858     0.5019     0.9935     0.9935     0.9134     0.9297     0.8324     0.836     0.0435     0.0353
263     0.1264     -0.4952     0.5111     0.9958     0.9958     0.9109     0.9273     0.8301     0.8338     0.0456     0.0372
264     0.1369     -0.4963     0.5148     0.9928     0.9928     0.9096     0.9261     0.8289     0.8327     0.0465     0.0381
265     0.1293     -0.4872     0.5041     0.9928     0.9928     0.9096     0.9261     0.8289     0.8327     0.0456     0.0373
266     0.1219     -0.5165     0.5307     0.9931     0.9931     0.9083     0.9249     0.8278     0.8316     0.0487     0.0399
267     0.1253     -0.5292     0.5438     0.9935     0.9935     0.9083     0.9249     0.8278     0.8316     0.0499     0.0409
268     0.1176     -0.5317     0.5446     0.9943     0.9943     0.9081     0.9247     0.8245     0.8285     0.0501     0.041
269     0.1266     -0.5287     0.5437     0.9954     0.9954     0.9081     0.9247     0.8245     0.8285     0.05     0.041
270     0.1149     -0.5536     0.5654     0.9932     0.9932     0.9162     0.9427     0.8212     0.8254     0.0474     0.0324
271     0.1106     -0.57     0.5806     0.9734     0.9734     0.9201     0.9412     0.8191     0.8234     0.0464     0.0342
272     0.1144     -0.5462     0.558     0.992     0.992     0.9201     0.9412     0.8191     0.8234     0.0446     0.0328
273     0.1199     -0.5614     0.574     0.9939     0.9939     0.9224     0.9435     0.8152     0.8198     0.0445     0.0324
274     0.1041     -0.5769     0.5863     0.9714     0.9714     0.9233     0.9392     0.8125     0.8172     0.045     0.0357
275     0.1047     -0.5847     0.594     0.9722     0.9722     0.9229     0.9362     0.8086     0.8135     0.0458     0.0379
276     0.114     -0.6127     0.6233     0.9695     0.9695     0.9266     0.9344     0.8     0.8054     0.0457     0.0409
277     0.1083     -0.6201     0.6295     0.9699     0.9699     0.9186     0.9243     0.8023     0.7995     0.0512     0.0476
278     0.123     -0.6314     0.6432     0.9962     0.9962     0.9226     0.9281     0.7912     0.7917     0.0498     0.0463
279     0.1266     -0.6471     0.6593     0.9951     0.9951     0.9188     0.9191     0.7858     0.7838     0.0536     0.0534
280     0.1199     -0.6142     0.6258     0.9951     0.9951     0.9199     0.9256     0.7977     0.7978     0.0501     0.0466
281     0.1182     -0.5985     0.6101     0.9958     0.9958     0.9185     0.9321     0.8126     0.8146     0.0498     0.0414
282     0.1118     -0.5741     0.5849     0.9715     0.9715     0.9196     0.9356     0.8237     0.8278     0.047     0.0377
283     0.1132     -0.5377     0.5495     0.9745     0.9745     0.9038     0.9259     0.834     0.8375     0.0529     0.0407
284     0.1068     -0.5051     0.5163     0.9734     0.9734     0.8996     0.9243     0.8446     0.8475     0.0518     0.0391
285     0.088     -0.4946     0.5023     0.973     0.973     0.891     0.9237     0.8501     0.8527     0.0547     0.0383
286     0.0812     -0.4853     0.4921     0.9752     0.9752     0.8889     0.9241     0.8564     0.8586     0.0547     0.0374
287     0.0916     -0.4928     0.5012     0.9745     0.9745     0.8925     0.925     0.8517     0.8542     0.0539     0.0376
288     0.0961     -0.5139     0.5228     0.9753     0.9753     0.8922     0.9248     0.8458     0.8486     0.0563     0.0393
289     0.0948     -0.5335     0.5418     0.9753     0.9753     0.8959     0.9233     0.8411     0.8442     0.0564     0.0416
290     0.0931     -0.533     0.5411     0.9764     0.9764     0.8984     0.9256     0.8379     0.8411     0.055     0.0402
291     0.0882     -0.5536     0.5606     0.976     0.976     0.9006     0.9253     0.8315     0.8351     0.0557     0.0419
292     0.0917     -0.5708     0.5781     0.9787     0.9787     0.9073     0.9368     0.8271     0.8309     0.0536     0.0366
293     0.1025     -0.581     0.59     0.9756     0.9756     0.9144     0.9359     0.8191     0.8234     0.0505     0.0378
294     0.0973     -0.5923     0.6003     0.9764     0.9764     0.9182     0.9319     0.8149     0.8168     0.0491     0.0409
295     0.1034     -0.612     0.6207     0.9764     0.9764     0.9199     0.9201     0.8012     0.7955     0.0497     0.0496
296     0.1177     -0.6023     0.6137     0.9753     0.9753     0.9299     0.9068     0.7927     0.7845     0.043     0.0572
297     0.1287     -0.6252     0.6383     0.9753     0.9753     0.9279     0.8841     0.7806     0.7699     0.046     0.074
298     0.1347     -0.6649     0.6784     0.973     0.973     0.8926     0.828     0.7504     0.7349     0.0729     0.1167
299     0.154     -0.7011     0.7178     0.9608     0.9608     0.8596     0.7893     0.6781     0.6667     0.1008     0.1512
300     0.1747     -0.7607     0.7805     0.973     0.973     0.7824     0.7145     0.6691     0.6508     0.1698     0.2228
301     0.1948     -0.8919     0.9129     0.9623     0.9623     0.6864     0.6225     0.5444     0.5302     0.2863     0.3446
302     0.2445     -1.0743     1.1018     0.9635     0.9635     0.5647     0.5078     0.4397     0.4286     0.4797     0.5424
303     0.3226     -1.3844     1.4215     0.9737     0.9737     0.3636     0.3224     0.3145     0.2998     0.9046     0.9631
304     0.3924     -1.8096     1.8516     0.9742     0.9742     0.1026     0.0893     0.0798     0.0767     1.6617     1.6862
305     -1.0     -1.0     -1.0     0.9761     0.9761     -1.0     -1.0     0.0     0.0     -2.0     -2.0
306     -1.0     -1.0     -1.0     0.976     0.976     -1.0     -1.0     0.0     0.0     -2.0     -2.0
307     0.3938     -1.9921     2.0307     0.9783     0.9783     0.0526     0.0457     0.0292     0.0314     1.9238     1.9379
308     0.3591     -1.9938     2.0258     0.9655     0.9655     0.1551     0.1356     0.0499     0.0499     1.7116     1.7511
309     0.308     -1.9668     1.9907     0.9791     0.9791     0.2611     0.2299     0.1305     0.1371     1.471     1.5331
310     0.2394     -1.9546     1.9692     0.9647     0.9647     0.3392     0.3002     0.1247     0.1315     1.3013     1.378
311     0.2108     -1.933     1.9444     0.9814     0.9814     0.4181     0.3721     0.209     0.2213     1.1315     1.2209
312     0.191     -1.9059     1.9154     0.9788     0.9788     0.4864     0.435     0.2455     0.2583     0.9838     1.0823
313     0.1811     -1.8012     1.8103     0.9662     0.9662     0.5769     0.5192     0.2778     0.2874     0.7659     0.8703
314     0.1705     -1.5404     1.5498     0.9799     0.9799     0.6941     0.6299     0.4667     0.4655     0.4741     0.5736
315     0.1513     -1.2809     1.2898     0.9667     0.9667     0.7824     0.7145     0.5229     0.5179     0.2806     0.3682
316     0.1468     -1.0485     1.0587     0.9666     0.9666     0.8596     0.7893     0.6062     0.5994     0.1487     0.2231
317     0.1328     -0.8562     0.8665     0.9655     0.9655     0.9058     0.8473     0.6688     0.6616     0.0816     0.1323
318     0.1228     -0.7199     0.7303     0.9655     0.9655     0.8986     0.8773     0.7176     0.7078     0.0741     0.0896
319     0.1225     -0.5992     0.6116     0.965     0.965     0.9072     0.9056     0.7635     0.7571     0.0568     0.0578
320     0.1292     -0.5434     0.5585     0.9677     0.9677     0.9029     0.8962     0.7765     0.7722     0.0542     0.058
321     0.12     -0.525     0.5385     0.9674     0.9674     0.9059     0.9098     0.7931     0.788     0.0507     0.0486
322     0.1013     -0.4745     0.4852     0.9681     0.9681     0.9047     0.9192     0.8023     0.8022     0.0462     0.0392
323     0.0908     -0.452     0.461     0.9685     0.9685     0.9073     0.9241     0.8174     0.8191     0.0427     0.035
324     0.0882     -0.3909     0.4007     0.9692     0.9692     0.9015     0.9159     0.8294     0.8331     0.0395     0.0337
325     0.0961     -0.3619     0.3744     0.9799     0.9799     0.8968     0.9217     0.8831     0.8892     0.0386     0.0293
326     0.0904     -0.3602     0.3714     0.9673     0.9673     0.8974     0.9246     0.8399     0.8457     0.0381     0.028
327     0.0869     -0.3656     0.3758     0.9688     0.9688     0.895     0.9248     0.8431     0.8486     0.0395     0.0282
328     0.0876     -0.3615     0.372     0.97     0.97     0.8965     0.9288     0.8474     0.8527     0.0385     0.0265
329     0.0837     -0.3322     0.3426     0.9697     0.9697     0.8977     0.9299     0.8486     0.8538     0.0351     0.024
330     0.0783     -0.3315     0.3406     0.9697     0.9697     0.8977     0.9299     0.8486     0.8538     0.0349     0.0239
331     0.0774     -0.3293     0.3382     0.9704     0.9704     0.8965     0.9288     0.8501     0.8553     0.035     0.0241
332     0.0726     -0.325     0.333     0.97     0.97     0.8995     0.9289     0.856     0.8608     0.0335     0.0237
333     0.0983     -0.3037     0.3192     0.9696     0.9696     0.9004     0.9299     0.854     0.859     0.0318     0.0224
334     0.0919     -0.3073     0.3208     0.9724     0.9724     0.9014     0.9309     0.8521     0.8571     0.0316     0.0222
335     0.0903     -0.3193     0.3318     0.9742     0.9742     0.9014     0.9309     0.8521     0.8571     0.0327     0.0229
336     0.1023     -0.3381     0.3533     0.9708     0.9708     0.9026     0.9296     0.8532     0.8583     0.0344     0.0249
337     0.1064     -0.3212     0.3384     0.9697     0.9697     0.9038     0.9282     0.8516     0.8568     0.0325     0.0243
338     0.102     -0.3156     0.3317     0.9716     0.9716     0.9051     0.9294     0.8501     0.8553     0.0315     0.0234
339     0.1011     -0.3222     0.3377     0.9731     0.9731     0.9061     0.9304     0.8508     0.856     0.0317     0.0235
340     0.0981     -0.3184     0.3332     0.9712     0.9712     0.9088     0.933     0.8536     0.8586     0.0304     0.0223
341     0.0934     -0.3003     0.3145     0.9715     0.9715     0.9078     0.9345     0.8583     0.8631     0.029     0.0206
342     0.1037     -0.2788     0.2975     0.9723     0.9723     0.9093     0.9359     0.8599     0.8646     0.027     0.0191
343     0.0976     -0.2689     0.286     0.9711     0.9711     0.9083     0.9349     0.8618     0.869     0.0262     0.0186
344     0.0906     -0.2502     0.2661     0.9711     0.9711     0.9083     0.9349     0.8646     0.8716     0.0244     0.0173
345     0.0979     -0.2456     0.2644     0.97     0.97     0.9074     0.9364     0.8692     0.876     0.0245     0.0168
346     0.0969     -0.2485     0.2667     0.9715     0.9715     0.9074     0.9364     0.8692     0.876     0.0247     0.017
347     0.097     -0.2583     0.2759     0.9735     0.9735     0.9098     0.9388     0.8716     0.8782     0.0249     0.0169
348     0.0762     -0.2632     0.274     0.9753     0.9753     0.9108     0.9373     0.8697     0.8765     0.0244     0.0172
349     0.0775     -0.2422     0.2543     0.9761     0.9761     0.9121     0.9359     0.8709     0.8776     0.0224     0.0163
350     0.0798     -0.2428     0.2556     0.9739     0.9739     0.9121     0.9359     0.8709     0.8776     0.0225     0.0164
351     0.0844     -0.2653     0.2784     0.973     0.973     0.9144     0.9381     0.8702     0.8743     0.0238     0.0172
352     0.078     -0.2609     0.2723     0.9742     0.9742     0.9156     0.9394     0.8714     0.8755     0.023     0.0165
353     0.0951     -0.2514     0.2688     0.9719     0.9719     0.9169     0.9406     0.8726     0.8766     0.0223     0.016
354     0.0979     -0.2644     0.282     0.9779     0.9779     0.9184     0.9419     0.8741     0.8807     0.023     0.0164
355     0.0915     -0.2678     0.283     0.9761     0.9761     0.9199     0.9433     0.8757     0.8822     0.0227     0.016
356     0.1043     -0.249     0.2699     0.9726     0.9726     0.9212     0.9445     0.8769     0.8834     0.0213     0.015
357     0.1069     -0.2236     0.2479     0.9746     0.9746     0.9212     0.9445     0.8769     0.8834     0.0195     0.0138
358     0.0931     -0.2327     0.2506     0.9765     0.9765     0.9212     0.9471     0.8769     0.8834     0.0198     0.0133
359     0.0889     -0.2432     0.259     0.9775     0.9775     0.9129     0.9265     0.8769     0.8834     0.0226     0.019
360     0.083     -0.2314     0.2459     0.9767     0.9767     0.9129     0.9265     0.8769     0.8834     0.0214     0.0181
361     0.081     -0.2301     0.2439     0.9764     0.9764     0.9154     0.9288     0.8793     0.8857     0.0206     0.0174
362     0.0857     -0.2109     0.2276     0.9745     0.9745     0.9169     0.9302     0.8809     0.8871     0.0189     0.0159
363     0.092     -0.2121     0.2312     0.9742     0.9742     0.9194     0.9301     0.8806     0.8868     0.0186     0.0162
364     0.0919     -0.2123     0.2314     0.9741     0.9741     0.9194     0.9301     0.8806     0.8868     0.0186     0.0162
365     0.0899     -0.2248     0.2421     0.9759     0.9759     0.9194     0.9301     0.8806     0.8868     0.0195     0.0169
366     0.087     -0.2316     0.2474     0.9756     0.9756     0.9194     0.9301     0.8806     0.8868     0.0199     0.0173
367     0.0847     -0.2481     0.2621     0.9794     0.9794     0.9179     0.9287     0.879     0.8854     0.0215     0.0187
368     0.0761     -0.2366     0.2485     0.9787     0.9787     0.9192     0.9299     0.8802     0.8865     0.0201     0.0174
369     0.0662     -0.2252     0.2347     0.9779     0.9779     0.9231     0.9257     0.8755     0.8821     0.0181     0.0174
370     0.0763     -0.2467     0.2582     0.9763     0.9763     0.9315     0.9544     0.8755     0.8821     0.0177     0.0118
371     0.0799     -0.2388     0.2518     0.9764     0.9764     0.9315     0.9544     0.8755     0.8821     0.0173     0.0115
372     0.0828     -0.2565     0.2695     0.9772     0.9772     0.9315     0.9544     0.8755     0.8821     0.0185     0.0123
373     0.0834     -0.25     0.2636     0.9794     0.9794     0.9341     0.9569     0.878     0.8845     0.0174     0.0114
374     0.0811     -0.2547     0.2673     0.9805     0.9805     0.9257     0.9281     0.878     0.8845     0.0199     0.0192
375     0.0899     -0.25     0.2657     0.9809     0.9809     0.9257     0.9281     0.878     0.8845     0.0198     0.0191
376     0.0834     -0.2262     0.2411     0.9794     0.9794     0.927     0.9293     0.8792     0.8856     0.0176     0.017
377     0.0754     -0.2311     0.2431     0.9806     0.9806     0.9283     0.9305     0.8805     0.8868     0.0174     0.0169
378     0.0791     -0.2074     0.222     0.9782     0.9782     0.9285     0.9333     0.8836     0.8898     0.0159     0.0148
379     0.0865     -0.195     0.2134     0.9802     0.9802     0.9311     0.9358     0.8861     0.8921     0.0147     0.0137
380     0.0788     -0.2073     0.2217     0.9795     0.9795     0.9309     0.933     0.8829     0.8892     0.0153     0.0149
381     0.0816     -0.2181     0.2329     0.9809     0.9809     0.9309     0.933     0.8829     0.8892     0.0161     0.0156
382     0.0889     -0.2063     0.2247     0.9787     0.9787     0.8955     0.9105     0.8842     0.8904     0.0235     0.0201
383     0.0828     -0.2243     0.2391     0.9813     0.9813     0.8952     0.9103     0.8867     0.8928     0.0251     0.0214
384     0.0859     -0.2414     0.2563     0.9806     0.9806     0.899     0.9086     0.8819     0.8883     0.0259     0.0234
385     0.0896     -0.2676     0.2822     0.9821     0.9821     0.9003     0.9072     0.8803     0.8868     0.0281     0.0262
386     0.0872     -0.2498     0.2646     0.9821     0.9821     0.9003     0.9072     0.8803     0.8868     0.0264     0.0246
387     0.0799     -0.2694     0.281     0.9825     0.9825     0.9041     0.9055     0.8784     0.885     0.0269     0.0266
388     0.0945     -0.2378     0.2559     0.9791     0.9791     0.9052     0.9064     0.8793     0.8859     0.0243     0.0239
389     0.0993     -0.2706     0.2883     0.9821     0.9821     0.9104     0.9086     0.8815     0.888     0.0258     0.0263
390     0.0881     -0.2575     0.2721     0.9829     0.9829     0.907     0.9027     0.8779     0.8819     0.0253     0.0265
391     0.1044     -0.2546     0.2752     0.9783     0.9783     0.9067     0.8997     0.8776     0.8788     0.0257     0.0276
392     0.0967     -0.2599     0.2773     0.984     0.984     0.9067     0.8997     0.8776     0.8788     0.0259     0.0278
393     0.0967     -0.2559     0.2735     0.9817     0.9817     0.9051     0.8982     0.8759     0.8772     0.026     0.0278
394     0.1036     -0.2627     0.2824     0.9833     0.9833     0.9062     0.8992     0.8768     0.8781     0.0265     0.0285
395     0.1101     -0.2452     0.2688     0.981     0.981     0.9062     0.8992     0.8768     0.8781     0.0252     0.0271
